#wls	flux	fluxerr	mangling_mask
3.296228E+03	-1.676377E+01	3.508275E-01	1.950219E-01
3.296628E+03	-1.676255E+01	3.500355E-01	1.950185E-01
3.296828E+03	-1.676247E+01	3.503035E-01	1.950168E-01
3.297028E+03	-1.676238E+01	3.500691E-01	1.950150E-01
3.297428E+03	-1.676475E+01	3.519654E-01	1.950116E-01
3.297628E+03	-1.676873E+01	3.570139E-01	1.950099E-01
3.297828E+03	-1.677108E+01	3.591048E-01	1.950082E-01
3.298028E+03	-1.677461E+01	3.620366E-01	1.950065E-01
3.298428E+03	-1.677232E+01	3.603574E-01	1.950031E-01
3.299028E+03	-1.677106E+01	3.596484E-01	1.949980E-01
3.299228E+03	-1.677261E+01	3.599358E-01	1.949963E-01
3.300029E+03	-1.677046E+01	3.579890E-01	1.949894E-01
3.300428E+03	-1.677148E+01	3.566455E-01	1.949860E-01
3.301028E+03	-1.677058E+01	3.556245E-01	1.949809E-01
3.301628E+03	-1.677149E+01	3.545978E-01	1.949758E-01
3.301828E+03	-1.676968E+01	3.530852E-01	1.949741E-01
3.302428E+03	-1.677398E+01	3.563378E-01	1.949690E-01
3.302628E+03	-1.677130E+01	3.550329E-01	1.949673E-01
3.302828E+03	-1.676929E+01	3.529577E-01	1.949656E-01
3.303228E+03	-1.676990E+01	3.533849E-01	1.949621E-01
3.303628E+03	-1.677295E+01	3.558114E-01	1.949587E-01
3.303828E+03	-1.677256E+01	3.564007E-01	1.949570E-01
3.304028E+03	-1.677003E+01	3.536977E-01	1.949553E-01
3.304228E+03	-1.676880E+01	3.505060E-01	1.949536E-01
3.304428E+03	-1.677269E+01	3.550613E-01	1.949519E-01
3.304628E+03	-1.677073E+01	3.539791E-01	1.949502E-01
3.305028E+03	-1.677087E+01	3.538426E-01	1.949468E-01
3.305428E+03	-1.677108E+01	3.534257E-01	1.949434E-01
3.305629E+03	-1.677016E+01	3.529826E-01	1.949417E-01
3.305829E+03	-1.677276E+01	3.551306E-01	1.949400E-01
3.306629E+03	-1.677315E+01	3.552999E-01	1.949332E-01
3.307029E+03	-1.677147E+01	3.549460E-01	1.949298E-01
3.307229E+03	-1.676954E+01	3.537581E-01	1.949281E-01
3.307829E+03	-1.676945E+01	3.547400E-01	1.949230E-01
3.308029E+03	-1.676721E+01	3.531254E-01	1.949212E-01
3.308429E+03	-1.676513E+01	3.506986E-01	1.949178E-01
3.308629E+03	-1.676752E+01	3.535684E-01	1.949161E-01
3.309029E+03	-1.676558E+01	3.518998E-01	1.949127E-01
3.309229E+03	-1.676602E+01	3.522809E-01	1.949110E-01
3.309429E+03	-1.676605E+01	3.521739E-01	1.949093E-01
3.309629E+03	-1.676575E+01	3.519076E-01	1.949076E-01
3.309829E+03	-1.676626E+01	3.532754E-01	1.949059E-01
3.310029E+03	-1.676691E+01	3.559250E-01	1.949042E-01
3.310829E+03	-1.676612E+01	3.552729E-01	1.948974E-01
3.311230E+03	-1.676527E+01	3.574236E-01	1.948940E-01
3.311430E+03	-1.676477E+01	3.594470E-01	1.948923E-01
3.311630E+03	-1.676550E+01	3.595518E-01	1.948906E-01
3.311830E+03	-1.676560E+01	3.596698E-01	1.948889E-01
3.312030E+03	-1.676649E+01	3.573371E-01	1.948872E-01
3.312230E+03	-1.676714E+01	3.566735E-01	1.948855E-01
3.312430E+03	-1.676829E+01	3.580057E-01	1.948838E-01
3.312630E+03	-1.676869E+01	3.584274E-01	1.948821E-01
3.312829E+03	-1.676722E+01	3.579256E-01	1.948804E-01
3.313030E+03	-1.676574E+01	3.566888E-01	1.948787E-01
3.313229E+03	-1.676423E+01	3.554627E-01	1.948770E-01
3.313430E+03	-1.676431E+01	3.542611E-01	1.948753E-01
3.313629E+03	-1.676183E+01	3.509428E-01	1.948736E-01
3.314029E+03	-1.675938E+01	3.481666E-01	1.948702E-01
3.314229E+03	-1.675972E+01	3.487438E-01	1.948685E-01
3.315229E+03	-1.676003E+01	3.484045E-01	1.948600E-01
3.316029E+03	-1.675914E+01	3.482306E-01	1.948532E-01
3.316229E+03	-1.676073E+01	3.498422E-01	1.948515E-01
3.316429E+03	-1.675845E+01	3.483109E-01	1.948498E-01
3.316629E+03	-1.675751E+01	3.478125E-01	1.948481E-01
3.317230E+03	-1.675700E+01	3.478845E-01	1.948430E-01
3.317430E+03	-1.675867E+01	3.492987E-01	1.948413E-01
3.317630E+03	-1.675889E+01	3.495143E-01	1.948396E-01
3.318030E+03	-1.675864E+01	3.454011E-01	1.948362E-01
3.318430E+03	-1.675783E+01	3.450323E-01	1.948329E-01
3.318630E+03	-1.675864E+01	3.447358E-01	1.948312E-01
3.318830E+03	-1.675684E+01	3.419555E-01	1.948295E-01
3.319230E+03	-1.676058E+01	3.447020E-01	1.948261E-01
3.319630E+03	-1.676309E+01	3.460350E-01	1.948227E-01
3.320630E+03	-1.676328E+01	3.450019E-01	1.948142E-01
3.320830E+03	-1.676202E+01	3.432874E-01	1.948125E-01
3.321030E+03	-1.676172E+01	3.437915E-01	1.948108E-01
3.321230E+03	-1.676094E+01	3.428229E-01	1.948091E-01
3.322230E+03	-1.675970E+01	3.370235E-01	1.948006E-01
3.322431E+03	-1.675782E+01	3.361050E-01	1.947989E-01
3.323031E+03	-1.675791E+01	3.362184E-01	1.947938E-01
3.323231E+03	-1.675722E+01	3.359407E-01	1.947921E-01
3.324231E+03	-1.675852E+01	3.332123E-01	1.947837E-01
