MJD,Mag,Mag_err,Flux,Flux_err,band,Instr,FilterSet
57989,21.27,0.11,1.01500709172e-17,1.02834164588e-18,FORS2_R,FORS2,GeneralFilters
57989.02,23.81,0.25,2.34729756777e-18,5.40485217009e-19,FORS2_B,FORS2,GeneralFilters
57989.02,22.36,0.16,5.0333525418e-18,7.41742211998e-19,FORS2_V,FORS2,GeneralFilters
57989.23,19.31,0.43,2.3966175186e-17,9.49167474441e-18,GFC_y,GFC,GeneralFilters
57989.234,20.83,0.09,1.04842823387e-17,8.69074244955e-19,LRIS_I,LRIS,GeneralFilters
57989.699,18.51,0.05,1.89222507014e-17,8.71401812627e-19,SIRIUS_H,SIRIUS,GeneralFilters
57989.699,18.53,0.17,1.85768807034e-17,2.90868958611e-18,SIRIUS_H,SIRIUS,GeneralFilters
57989.699,18.95,0.32,2.04905098528e-17,6.03918600058e-18,SIRIUS_J,SIRIUS,GeneralFilters
57989.699,18.98,0.08,1.99320865731e-17,1.46865035398e-18,SIRIUS_J,SIRIUS,GeneralFilters
57989.699,17.95,0.04,1.79054153766e-17,6.59659853839e-19,SIRIUS_Ks,SIRIUS,GeneralFilters
57989.699,18.02,0.12,1.67874371753e-17,1.85541604936e-18,SIRIUS_Ks,SIRIUS,GeneralFilters
57989.966,18.79,0.14,1.48177871153e-17,1.91067600332e-18,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57989.969,18.06,0.17,1.61173369718e-17,2.52358460789e-18,ANDICAM_K,ANDICAM,GeneralFilters
57989.973,19.44,0.05,1.9990053653e-17,9.20575953814e-19,DECam_Y,DECam,GeneralFilters
57989.979,17.95,0.04,1.80148120374e-17,6.63690175601e-19,VISTA_Ks,VIRCAM,GeneralFilters
57989.979,19.89,0.05,1.64581370772e-17,7.5792519124e-19,DECam_z,DECam,GeneralFilters
57989.982,20.54,0.05,1.29663051072e-17,5.97120392907e-19,DECam_i,DECam,GeneralFilters
57989.983,18.74,0.06,1.50162771333e-17,8.29830107594e-19,GROND_H,GROND,GeneralFilters
57989.983,19.26,0.28,1.7216191938e-17,4.43987547511e-18,GROND_J,GROND,GeneralFilters
57989.983,18.04,0.12,1.62707999896e-17,1.79831519971e-18,GROND_K,GROND,GeneralFilters
57989.987,21.23,0.11,1.0622839918e-17,1.07623964151e-18,DECam_r,DECam,GeneralFilters
57989.989,19.07,0.08,1.8535574848e-17,1.36575157156e-18,VISTA_J,VIRCAM,GeneralFilters
57989.99,21.42,0.18,5.92164637542e-18,9.81726776593e-19,Swope_i,E2V4kx4kccd,GeneralFilters
57989.997,23.28,0.34,3.1800692778e-18,9.9584365525e-19,DECam_g,DECam,GeneralFilters
57989.999,19.24,0.07,2.29162205512e-17,1.47746327954e-18,VISTA_Y,VIRCAM,GeneralFilters
57990.039,20.91,0.03,9.47739348422e-18,2.6187004891e-19,GMOS_i,GMOS,GeneralFilters
57990.039,21.74,0.04,6.94475986246e-18,2.55854398207e-19,GMOS_r,GMOS,GeneralFilters
57990.229,20.21,0.04,1.20169213284e-17,4.42719724751e-19,HSC_z,HSC,GeneralFilters
57990.968,19.26,0.26,9.30169885113e-18,2.22746703391e-18,GROND_H,GROND,GeneralFilters
57990.968,19.64,0.11,1.21321311327e-17,1.22915157922e-18,GROND_J,GROND,GeneralFilters
57990.968,18.35,0.16,1.22295057761e-17,1.80220649968e-18,GROND_K,GROND,GeneralFilters
57990.972,20.28,0.03,1.18813067252e-17,3.2829262375e-19,VIMOS_z,VIMOS,GeneralFilters
57990.973,20.06,0.07,1.12931204371e-17,7.28094352206e-19,DECam_Y,DECam,GeneralFilters
57990.979,18.44,0.18,1.13577756543e-17,1.88296155755e-18,ANDICAM_K,ANDICAM,GeneralFilters
57990.979,18.25,0.03,1.36656324299e-17,3.77595362984e-19,VISTA_Ks,VIRCAM,GeneralFilters
57990.979,19.69,0.09,1.0471431581e-17,8.68009006332e-19,VISTA_J,VIRCAM,GeneralFilters
57990.98,19.22,0.18,9.9720248264e-18,1.65322330451e-18,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57990.983,20.4,0.06,1.02891778746e-17,5.68600959276e-19,DECam_z,DECam,GeneralFilters
57990.988,20.72,0.06,1.0985409147e-17,6.07076119696e-19,DECam_i,DECam,GeneralFilters
57990.989,19.67,0.09,1.54220814813e-17,1.27838352555e-18,VISTA_Y,VIRCAM,GeneralFilters
57990.99,21.13,0.12,7.35434684785e-18,8.1283241936e-19,FORS2_I,FORS2,GeneralFilters
57990.997,21.95,0.18,5.47319141254e-18,9.07379168302e-19,DECam_r,DECam,GeneralFilters
57991,22.5,0.24,3.26940766606e-18,7.22696548873e-19,FORS2_R,FORS2,GeneralFilters
57991.01,23.15,0.26,2.43140524909e-18,5.82245794569e-19,FORS2_V,FORS2,GeneralFilters
57991.709,18.83,0.23,1.40920051156e-17,2.98521964312e-18,SIRIUS_H,SIRIUS,GeneralFilters
57991.709,18.9,0.09,1.32121285978e-17,1.09519376859e-18,SIRIUS_H,SIRIUS,GeneralFilters
57991.709,18.25,0.21,1.35826465763e-17,2.62711665441e-18,SIRIUS_Ks,SIRIUS,GeneralFilters
57991.709,18.34,0.06,1.25021412244e-17,6.90893828429e-19,SIRIUS_Ks,SIRIUS,GeneralFilters
57991.959,20.57,0.2,4.62833528485e-18,8.52570832149e-19,FLAMINGOS-2_J,FLAMINGOS-2,GeneralFilters
57991.959,18.5,0.08,1.08398014494e-17,7.98706055049e-19,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
57991.969,18.43,0.17,1.14628678585e-17,1.79480747598e-18,ANDICAM_K,ANDICAM,GeneralFilters
57991.969,19.66,0.14,6.43520334737e-18,8.29785751178e-19,GROND_H,GROND,GeneralFilters
57991.969,20.23,0.1,7.04591007057e-18,6.48952273593e-19,GROND_J,GROND,GeneralFilters
57991.969,18.46,0.2,1.10511864585e-17,2.03570369372e-18,GROND_K,GROND,GeneralFilters
57991.974,20.85,0.04,7.02852522251e-18,2.58940427991e-19,VIMOS_z,VIMOS,GeneralFilters
57991.974,20.78,0.11,5.8185391359e-18,5.89497961194e-19,DECam_Y,DECam,GeneralFilters
57991.979,18.49,0.05,1.09554377414e-17,5.04516532235e-19,VISTA_Ks,VIRCAM,GeneralFilters
57991.979,20.06,0.14,7.44742364772e-18,9.60306254874e-19,VISTA_J,VIRCAM,GeneralFilters
57991.989,20.09,0.14,1.04747337646e-17,1.35066203134e-18,VISTA_Y,VIRCAM,GeneralFilters
57991.994,21.19,0.07,4.9702779381e-18,3.20445647931e-19,DECam_z,DECam,GeneralFilters
57992,21.37,0.06,6.03693134231e-18,3.33613141316e-19,DECam_i,DECam,GeneralFilters
57992.959,18.77,0.07,8.4532035623e-18,5.44998152286e-19,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
57992.969,19.63,0.08,6.83570561239e-18,5.0367338264e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57992.969,21.33,0.3,2.29839576355e-18,6.35070193106e-19,FLAMINGOS-2_J,FLAMINGOS-2,GeneralFilters
57992.969,18.91,0.19,7.36704437788e-18,1.28920668679e-18,ANDICAM_K,ANDICAM,GeneralFilters
57992.975,21.67,0.21,2.56338571482e-18,4.95802733678e-19,DECam_Y,DECam,GeneralFilters
57992.978,18.43,0.25,1.15616901808e-17,2.66217743849e-18,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
57992.979,18.74,0.06,8.70221352174e-18,4.80902071727e-19,VISTA_Ks,VIRCAM,GeneralFilters
57992.981,20.04,0.15,4.68579571679e-18,6.47366575833e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57992.987,22.06,0.13,2.23038931141e-18,2.67054370576e-19,DECam_z,DECam,GeneralFilters
57992.989,20.94,0.35,3.31135741587e-18,1.06745546816e-18,VISTA_J,VIRCAM,GeneralFilters
57992.99,22.05,0.29,3.15169446014e-18,8.41817149065e-19,FORS2_I,FORS2,GeneralFilters
57993,22.38,0.1,2.3813116501e-18,2.19326899434e-19,DECam_i,DECam,GeneralFilters
57993.01,23.38,0.28,1.45368087443e-18,3.74889062941e-19,FORS2_R,FORS2,GeneralFilters
57993.01,23.76,0.28,1.38630040447e-18,3.57512345883e-19,FORS2_V,FORS2,GeneralFilters
57993.016,20.17,0.34,4.02311340524e-18,1.25984423891e-18,GROND_H,GROND,GeneralFilters
57993.016,18.71,0.22,8.77826943119e-18,1.7787186136e-18,GROND_K,GROND,GeneralFilters
57993.699,19.53,0.21,7.39558941455e-18,1.43043375318e-18,SIRIUS_H,SIRIUS,GeneralFilters
57993.699,18.64,0.12,9.48384397269e-18,1.04819312994e-18,SIRIUS_Ks,SIRIUS,GeneralFilters
57993.989,20.24,0.18,3.89747511601e-18,6.46147277281e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57993.989,20.35,0.12,5.66793436545e-18,6.26443231242e-19,FLAMINGOS-2_J,FLAMINGOS-2,GeneralFilters
57993.989,21.16,0.4,2.70399609106e-18,9.96188934295e-19,VISTA_J,VIRCAM,GeneralFilters
57993.997,19.64,0.14,6.73831532462e-18,8.68870452337e-19,SOFI_H,SOFI,GeneralFilters
57994,23,0.31,1.31384492648e-18,3.75129712886e-19,FORS2_I,FORS2,GeneralFilters
57994.962,19.36,0.09,4.91128474991e-18,4.07111421452e-19,FourStar_Ks,FourStar,GeneralFilters
57994.985,19.32,0.09,4.98112148851e-18,4.12900402414e-19,SOFI_Ks,SOFI,GeneralFilters
57994.989,19.34,0.08,5.00760120365e-18,3.6897367736e-19,VISTA_Ks,VIRCAM,GeneralFilters
57995.969,22.3,0.28,1.8486904923e-18,4.76757903687e-19,VIMOS_z,VIMOS,GeneralFilters
57995.978,19.52,0.09,4.23833338115e-18,3.51328423264e-19,FourStar_Ks,FourStar,GeneralFilters
57995.99,19.43,0.09,4.50118781164e-18,3.73117231341e-19,SOFI_Ks,SOFI,GeneralFilters
57996.989,20.02,0.13,2.67688512954e-18,3.20515288392e-19,VISTA_Ks,VIRCAM,GeneralFilters
57996.999,21.63,0.36,1.08338632907e-18,3.59220831917e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57997.799,19.97,0.05,2.80725635639e-18,1.29278927547e-19,MOIRCS_Ks,MOIRCS,GeneralFilters
57997.97,20.23,0.1,2.20391639017e-18,2.02988192851e-19,FourStar_Ks,FourStar,GeneralFilters
57999.979,20.77,0.13,1.33639839009e-18,1.60012886126e-19,HAWKI_Ks,HAWKI,GeneralFilters
57999.989,20.61,0.09,1.55246324663e-18,1.28688429051e-19,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
58000.96,20.81,0.13,1.29179950768e-18,1.54672864808e-19,FourStar_Ks,FourStar,GeneralFilters
58000.99,20.93,0.17,1.15663176333e-18,1.81100520516e-19,FourStar_Ks,FourStar,GeneralFilters
58001.992,23.37,0.48,6.90024017966e-19,3.05057079054e-19,VIMOS_z,VIMOS,GeneralFilters
58003.969,21.46,0.08,7.07841373705e-19,5.21556777431e-20,HAWKI_Ks,HAWKI,GeneralFilters
58007.969,22.06,0.22,4.0732019573e-19,8.25342648138e-20,HAWKI_Ks,HAWKI,GeneralFilters
