5.000000000000000000e+03 1.409770000000000023e-04
5.007109999999999673e+03 1.814610000000000029e-04
5.014220000000000255e+03 7.709170000000000595e-05
5.021329999999999927e+03 9.265279999999999491e-05
5.028449999999999818e+03 7.161299999999999350e-05
5.035560000000000400e+03 8.840790000000000443e-05
5.042670000000000073e+03 7.887469999999999887e-05
5.049779999999999745e+03 7.044499999999999384e-05
5.056890000000000327e+03 4.892080000000000094e-05
5.064000000000000000e+03 4.053120000000000252e-05
5.071119999999999891e+03 6.684810000000000123e-05
5.078229999999999563e+03 5.498390000000000054e-05
5.085340000000000146e+03 1.250459999999999950e-04
5.092449999999999818e+03 1.765389999999999982e-04
5.099560000000000400e+03 1.096420000000000050e-04
5.106670000000000073e+03 8.674240000000000487e-05
5.113779999999999745e+03 1.005560000000000042e-04
5.120899999999999636e+03 6.137569999999999582e-05
5.128010000000000218e+03 6.488339999999999613e-05
5.135119999999999891e+03 6.942380000000000437e-05
5.142229999999999563e+03 4.373000000000000314e-05
5.149340000000000146e+03 1.422019999999999914e-04
5.156449999999999818e+03 6.135990000000000183e-05
5.163560000000000400e+03 6.666910000000000175e-05
5.170680000000000291e+03 8.398429999999999481e-05
5.177789999999999964e+03 5.819280000000000297e-05
5.184899999999999636e+03 1.407720000000000000e-04
5.192010000000000218e+03 1.100540000000000003e-04
5.199119999999999891e+03 8.597609999999999834e-05
5.206229999999999563e+03 1.311010000000000040e-04
5.213350000000000364e+03 9.218459999999999827e-05
5.220460000000000036e+03 7.489280000000000232e-05
5.227569999999999709e+03 6.019440000000000088e-05
5.234680000000000291e+03 9.585360000000000668e-05
5.241789999999999964e+03 7.482290000000000490e-05
5.248899999999999636e+03 6.447289999999999727e-05
5.256010000000000218e+03 9.097029999999999873e-05
5.263130000000000109e+03 5.423229999999999913e-05
5.270239999999999782e+03 9.005850000000000519e-05
5.277350000000000364e+03 7.135419999999999523e-05
5.284460000000000036e+03 1.279479999999999886e-04
5.291569999999999709e+03 1.140110000000000033e-04
5.298680000000000291e+03 6.979489999999999815e-05
