19380.8933002481 0.0025641
19424.3176178660 0.00512821
19467.7419354839 0.00769231
19502.4813895782 0.0102564
19537.2208436725 0.0153846
19563.2754342432 0.0205128
19589.3300248139 0.025641
19606.6997518610 0.0333333
19624.0694789082 0.0410256
19641.4392059553 0.0487179
19650.1240694789 0.057265
19658.8089330025 0.0641026
19667.4937965261 0.074359
19684.8635235732 0.0820513
19693.5483870968 0.0948718
19702.2332506203 0.105128
19710.9181141439 0.117949
19719.6029776675 0.128205
19728.2878411911 0.148718
19736.9727047146 0.161538
19745.6575682382 0.176923
19754.3424317618 0.189744
19763.0272952854 0.225641
19771.7121588089 0.253846
19789.0818858561 0.323077
19806.4516129032 0.371795
19815.1364764268 0.410256
19823.8213399504 0.452564
19832.5062034739 0.494872
19841.1910669975 0.548718
19849.8759305211 0.587179
19867.2456575682 0.653846
19875.9305210918 0.687179
19893.3002481390 0.753846
19901.9851116625 0.8
19928.0397022333 0.830769
19962.7791563275 0.879487
19988.8337468983 0.902564
20006.2034739454 0.915385
20040.9429280397 0.925641
20075.6823821340 0.933333
20101.7369727047 0.938462
20136.4764267990 0.941026
20171.2158808933 0.941026
20205.9553349876 0.938462
20232.0099255583 0.935897
20266.7493796526 0.928205
20292.8039702233 0.923077
20344.9131513648 0.923077
20362.2828784119 0.923077
20397.0223325062 0.925641
20431.7617866005 0.928205
20466.5012406948 0.930769
20492.5558312655 0.933333
20527.2952853598 0.938462
20544.6650124069 0.941026
20588.0893300248 0.946154
20622.8287841191 0.951282
20657.5682382134 0.953846
20674.9379652605 0.953846
20700.9925558313 0.95641
20735.7320099256 0.958974
20770.4714640199 0.958974
20796.5260545906 0.958974
20831.2655086849 0.95641
20866.0049627792 0.95641
20883.3746898263 0.953846
20900.7444168734 0.948718
20935.4838709677 0.94359
20970.2233250620 0.938462
21004.9627791563 0.938462
21039.7022332506 0.935897
21074.4416873449 0.933333
21109.1811414392 0.930769
21152.6054590571 0.928205
21178.6600496278 0.928205
21213.3995037221 0.925641
21248.1389578164 0.923077
21265.5086848635 0.930769
21317.6178660050 0.930769
21343.6724565757 0.928205
21395.7816377171 0.928205
21456.5756823821 0.925641
21500.0000000000 0.917949
21543.4243176179 0.917949
21578.1637717122 0.917949
21612.9032258065 0.910256
21638.9578163772 0.910256
21682.3821339950 0.910256
21708.4367245658 0.912821
21743.1761786600 0.910256
21769.2307692308 0.915385
21803.9702233251 0.915385
21821.3399503722 0.915385
21847.3945409429 0.920513
21873.4491315136 0.925641
21908.1885856079 0.928205
21951.6129032258 0.928205
21977.6674937965 0.928205
21995.0372208437 0.928205
22029.7766749380 0.930769
22064.5161290323 0.930769
22099.2555831265 0.928205
22142.6799007444 0.923077
22177.4193548387 0.917949
22220.8436724566 0.915385
22264.2679900744 0.912821
22299.0074441687 0.910256
22333.7468982630 0.910256
22359.8014888337 0.910256
22394.5409429280 0.912821
22411.9106699752 0.917949
22429.2803970223 0.920513
22455.3349875931 0.923077
22481.3895781638 0.928205
22498.7593052109 0.933333
22516.1290322581 0.938462
22542.1836228288 0.938462
22568.2382133995 0.946154
22585.6079404466 0.951282
22611.6625310174 0.953846
22637.7171215881 0.95641
22655.0868486352 0.958974
22689.8263027295 0.961538
22715.8808933002 0.958974
22741.9354838710 0.95641
22776.6749379653 0.951282
22794.0446650124 0.946154
22820.0992555831 0.94359
22846.1538461538 0.938462
22863.5235732010 0.933333
22872.2084367246 0.925641
22889.5781637717 0.917949
22898.2630272953 0.910256
22906.9478908189 0.9
22915.6327543424 0.894872
22924.3176178660 0.887179
22933.0024813896 0.871795
22941.6873449132 0.858974
22950.3722084367 0.838462
22959.0570719603 0.823077
22967.7419354839 0.805128
22976.4267990074 0.784615
22985.1116625310 0.753846
22993.7965260546 0.728205
23002.4813895782 0.679487
23011.1662531017 0.628205
23019.8511166253 0.589744
23037.2208436725 0.541026
23045.9057071960 0.502564
23054.5905707196 0.466667
23071.9602977667 0.428205
23089.3300248139 0.364103
23098.0148883375 0.325641
23106.6997518610 0.285897
23124.0694789082 0.241026
23141.4392059553 0.192308
23167.4937965261 0.14359
23176.1786600496 0.125641
23193.5483870968 0.1
23210.9181141439 0.0794872
23236.9727047146 0.0615385
23245.6575682382 0.0538462
23263.0272952854 0.0410256
23280.3970223325 0.0307692
23306.4516129032 0.0230769
23332.5062034739 0.0179487
23349.8759305211 0.0128205
23375.9305210918 0.0102564
23401.9851116625 0.00512821
23436.7245657568 0.0025641
