wavelength	flux
6375.0	3.2068745e-19
6376.1	3.8101199e-19
6377.3	6.7789182e-19
6378.5	4.3288099e-19
6379.6	5.8478707e-19
6380.8	6.8324163e-19
6381.9	4.0935437e-19
6383.1	4.9362048e-19
6384.3	6.071915e-19
6385.4	1.1132524e-18
6386.6	3.4416509e-19
6387.7	1.1769156e-19
6388.9	5.6675344e-19
6390.1	8.9200544e-19
6391.2	3.8874879e-19
6392.4	5.4201712e-19
6393.5	7.9849287e-19
6394.7	1.6962815e-19
6395.8	5.6919939e-19
6397.0	2.7734652e-19
6398.2	8.2829758e-19
6399.3	6.4232175e-19
6400.5	2.769622e-19
6401.6	3.6468995e-19
6402.8	6.3665906e-19
6404.0	4.8906602e-19
6405.1	6.2580791e-19
6406.3	1.0234234e-18
6407.4	9.2930197e-19
6408.6	8.3840749e-19
6409.8	4.9027332e-19
6410.9	4.5977227e-19
6412.1	-1.0533933e-19
6413.2	8.9081975e-21
6414.4	-3.2690327e-20
6415.5	4.6787789e-19
6416.7	3.3456483e-19
6417.9	2.5830004e-19
6419.0	6.2908546e-19
6420.2	3.910779e-19
6421.3	6.1060762e-19
6422.5	7.4163376e-19
6423.7	4.4208732e-19
6424.8	5.2475228e-19
6426.0	3.1991826e-19
6427.1	8.5757018e-19
6428.3	8.2602713e-19
6429.5	8.580226e-19
6430.6	8.1228619e-19
6431.8	7.8451631e-19
6432.9	3.9030005e-19
6434.1	3.0607e-19
6435.2	9.7262805e-19
6436.4	9.2163653e-19
6437.6	8.4014221e-19
6438.7	4.6282666e-19
6439.9	7.7936312e-19
6441.0	7.3279174e-19
6442.2	3.3309524e-19
6443.4	6.1652072e-19
6444.5	8.1467705e-19
6445.7	8.9610192e-19
6446.8	1.1748288e-18
6448.0	6.8999678e-19
6449.1	2.0621794e-19
6450.3	1.2458368e-19
6451.5	-4.766048e-20
6452.6	5.1891481e-19
6453.8	1.1107979e-18
6454.9	8.982311e-19
6456.1	-1.9185268e-19
6457.3	-3.8758706e-19
6458.4	-9.4044398e-20
6459.6	6.8146376e-19
6460.7	6.7452614e-19
6461.9	5.4108827e-19
6463.1	8.5743256e-19
6464.2	9.9322492e-19
6465.4	1.0112963e-18
6466.5	7.0693655e-19
6467.7	6.2098182e-19
6468.8	7.132271e-19
6470.0	9.9179069e-19
6471.2	4.0840423e-19
6472.3	4.6248959e-19
6473.5	1.0380008e-18
6474.6	9.4532579e-19
6475.8	4.740824e-19
6477.0	4.4335746e-19
6478.1	1.9412851e-19
6479.3	7.6407747e-20
6480.4	6.9254161e-19
6481.6	8.7047688e-19
6482.8	6.9715454e-19
6483.9	7.6201996e-19
6485.1	3.6407935e-19
6486.2	3.0090574e-19
6487.4	3.8948952e-19
6488.5	1.2098802e-18
6489.7	9.4495905e-19
6490.9	9.4338837e-19
6492.0	-7.2827701e-20
6493.2	6.3865365e-19
6494.3	1.1841556e-18
6495.5	1.2363043e-18
6496.7	9.5474051e-19
6497.8	1.3713976e-18
6499.0	1.1073479e-18
6500.1	1.5535945e-19
6501.3	2.3694059e-19
6502.5	6.1041048e-19
6503.6	6.0497603e-19
6504.8	-6.2425953e-20
6505.9	8.1418043e-19
6507.1	7.3965843e-19
6508.2	8.7698198e-19
6509.4	1.1663215e-18
6510.6	7.750599e-19
6511.7	1.1984746e-18
6512.9	1.8960479e-18
6514.0	1.6692998e-18
6515.2	1.8296916e-18
6516.4	7.3288743e-19
6517.5	8.3372886e-19
6518.7	1.1780446e-18
6519.8	9.9924319e-19
6521.0	1.1317548e-18
6522.1	5.7389074e-19
6523.3	7.0903486e-19
6524.5	1.1348536e-18
6525.6	1.226919e-18
6526.8	1.6086477e-18
6527.9	6.7148109e-19
6529.1	7.3405068e-19
6530.3	9.1471339e-19
6531.4	1.505345e-18
6532.6	1.5931499e-18
6533.7	6.5064848e-19
6534.9	1.1912728e-18
6536.1	1.1961446e-18
6537.2	9.2357399e-19
6538.4	8.8408524e-19
6539.5	1.1697297e-18
6540.7	1.2116411e-18
6541.8	4.9877251e-19
6543.0	6.8936924e-19
6544.2	5.2181442e-19
6545.3	-6.3478096e-20
6546.5	1.7128012e-19
6547.6	8.4866109e-19
6548.8	6.7795395e-19
6550.0	4.2299061e-19
6551.1	1.3070402e-18
6552.3	1.2786055e-18
6553.4	8.0003404e-19
6554.6	8.8354346e-19
6555.8	7.3210213e-19
6556.9	1.0686881e-18
6558.1	1.1601464e-18
6559.2	9.7521518e-19
6560.4	1.1164366e-18
6561.5	1.2219111e-18
6562.7	7.8486754e-19
6563.9	1.2888164e-18
6565.0	8.1497729e-19
6566.2	1.1818782e-18
6567.3	1.2861358e-18
6568.5	8.3441948e-19
6569.7	5.3928367e-19
6570.8	1.3219361e-18
6572.0	1.2108596e-18
6573.1	4.5458435e-19
6574.3	8.3010134e-19
6575.5	5.6586484e-19
6576.6	1.7811657e-18
6577.8	2.0986843e-18
6578.9	1.2825148e-18
6580.1	1.1110812e-18
6581.2	8.1459012e-19
6582.4	8.0447609e-19
6583.6	1.2176938e-18
6584.7	1.330802e-18
6585.9	1.340094e-18
6587.0	2.0246768e-18
6588.2	8.2871278e-19
6589.4	9.9230043e-19
6590.5	9.1240272e-19
6591.7	7.4554611e-19
6592.8	7.4251193e-19
6594.0	1.1253505e-18
6595.1	1.3349496e-18
6596.3	1.8019309e-18
6597.5	1.3698187e-18
6598.6	1.4275209e-18
6599.8	1.3652341e-18
6600.9	1.5563693e-18
6602.1	1.3733944e-18
6603.3	8.7211641e-19
6604.4	7.4463534e-19
6605.6	1.1426548e-18
6606.7	8.271679e-19
6607.9	5.8537393e-19
6609.1	1.693697e-18
6610.2	1.4716716e-18
6611.4	2.0100515e-18
6612.5	1.4686232e-18
6613.7	8.0342316e-19
6614.8	1.3064023e-18
6616.0	1.4028827e-18
6617.2	1.2588778e-18
6618.3	1.5314481e-18
6619.5	2.0586963e-18
6620.6	1.5012063e-18
6621.8	1.2959316e-18
6623.0	1.2427935e-18
6624.1	6.4979096e-19
6625.3	1.5392184e-18
6626.4	9.3595218e-19
6627.6	1.1789638e-18
6628.8	1.2313405e-18
6629.9	1.1669686e-18
6631.1	2.0014158e-18
6632.2	1.9125576e-18
6633.4	8.4798425e-19
6634.5	6.4356298e-19
6635.7	1.3036752e-18
6636.9	1.4316923e-18
6638.0	7.2782898e-19
6639.2	6.7498404e-19
6640.3	1.7275711e-18
6641.5	2.0805401e-18
6642.7	1.6118756e-18
6643.8	1.2097887e-18
6645.0	1.6910271e-18
6646.1	1.1360754e-18
6647.3	1.2490925e-18
6648.5	1.4782737e-18
6649.6	1.4305083e-18
6650.8	1.5048045e-18
6651.9	1.8713652e-18
6653.1	1.3595302e-18
6654.2	1.1953013e-18
6655.4	1.2288074e-18
6656.6	6.9826765e-19
6657.7	1.8929189e-18
6658.9	1.5229623e-18
6660.0	1.4256017e-18
6661.2	2.2821299e-18
6662.4	1.3135431e-18
6663.5	1.5331637e-18
6664.7	1.9076554e-18
6665.8	1.5782528e-18
6667.0	5.4665529e-19
6668.1	2.6355573e-19
6669.3	5.1678176e-19
6670.5	6.6087185e-19
6671.6	1.5509398e-18
6672.8	1.660915e-18
6673.9	1.1419635e-18
6675.1	1.8995759e-18
6676.3	2.2337402e-18
6677.4	1.0756461e-18
6678.6	4.3229138e-20
6679.7	1.3251351e-18
6680.9	1.6756461e-18
6682.1	1.5107858e-18
6683.2	1.49809e-18
6684.4	9.0478866e-19
6685.5	4.3746839e-19
6686.7	1.0173407e-18
6687.8	1.6039493e-18
6689.0	6.7616887e-19
6690.2	1.7996634e-18
6691.3	1.9605909e-18
6692.5	1.78963e-18
6693.6	1.4531068e-18
6694.8	1.0269846e-18
6696.0	1.2992394e-18
6697.1	1.1153747e-18
6698.3	1.6214534e-18
6699.4	2.478373e-18
6700.6	2.4537943e-18
6701.8	1.9635261e-18
6702.9	9.9020178e-19
6704.1	3.6345195e-19
6705.2	1.9510864e-18
6706.4	2.1669092e-18
6707.5	2.0367699e-18
6708.7	2.1287556e-18
6709.9	2.2416133e-18
6711.0	2.0389074e-18
6712.2	1.3558862e-18
6713.3	1.4861867e-18
6714.5	2.1811184e-18
6715.7	1.8477026e-18
6716.8	1.336971e-18
6718.0	1.2888736e-18
6719.1	8.7135971e-19
6720.3	8.2129582e-19
6721.5	6.3597426e-19
6722.6	1.0482885e-18
6723.8	9.135096e-19
6724.9	6.5297403e-19
6726.1	1.294605e-18
6727.2	1.0420948e-18
6728.4	1.1632322e-18
6729.6	1.6407292e-18
6730.7	2.0462302e-18
6731.9	2.0018979e-18
6733.0	2.2300914e-18
6734.2	2.3744705e-18
6735.4	2.8509559e-18
6736.5	1.9809628e-18
6737.7	8.2926986e-19
6738.8	2.0538244e-18
6740.0	2.4115052e-18
6741.1	2.2811296e-18
6742.3	2.3099448e-18
6743.5	1.1935956e-18
6744.6	2.1657267e-18
6745.8	3.3651413e-18
6746.9	1.3696973e-18
6748.1	1.6928788e-18
6749.3	1.9744266e-18
6750.4	1.8068057e-18
6751.6	2.3362613e-18
6752.7	2.7136909e-18
6753.9	2.8703343e-18
6755.1	2.3296579e-18
6756.2	3.0390233e-18
6757.4	3.7806955e-18
6758.5	2.8462717e-18
6759.7	1.6153853e-18
6760.8	2.0281078e-18
6762.0	1.6801221e-18
6763.2	2.6514459e-18
6764.3	3.5368609e-18
6765.5	3.1635549e-18
6766.6	3.2873582e-18
6767.8	1.5065996e-18
6769.0	2.2078222e-18
6770.1	1.2493629e-18
6771.3	2.2888686e-18
6772.4	2.7710101e-18
6773.6	2.2428554e-18
6774.8	1.8664841e-18
6775.9	2.4572802e-18
6777.1	2.9874959e-18
6778.2	1.8796656e-18
6779.4	1.853721e-18
6780.5	2.3835524e-18
6781.7	2.2172203e-18
6782.9	1.863794e-18
6784.0	2.3574489e-18
6785.2	2.7803992e-18
6786.3	1.9291367e-18
6787.5	1.97549e-18
6788.7	1.6938694e-18
6789.8	1.9281784e-18
6791.0	1.7069907e-18
6792.1	2.8851818e-18
6793.3	2.9694661e-18
6794.5	2.2003768e-18
6795.6	2.104851e-18
6796.8	3.5014614e-18
6797.9	-1.4641601e-18
6799.1	-2.1025264e-18
6800.2	-2.1522476e-18
6801.4	7.0498663e-19
6802.6	2.5359509e-18
6803.7	2.4338793e-18
6804.9	1.5249862e-18
6806.0	2.893533e-18
6807.2	2.8837905e-18
6808.4	1.445621e-18
6809.5	2.1554209e-18
6810.7	1.9674748e-18
6811.8	2.42544e-18
6813.0	3.0236326e-18
6814.1	1.5306492e-18
6815.3	1.1190112e-18
6816.5	2.4911794e-18
6817.6	1.2620232e-18
6818.8	6.8403946e-19
6819.9	6.7142662e-19
6821.1	1.8184054e-18
6822.3	2.9466288e-18
6823.4	1.6671403e-18
6824.6	9.1610266e-19
6825.7	1.6932001e-18
6826.9	2.1884047e-18
6828.1	2.8386717e-18
6829.2	2.7057042e-18
6830.4	2.5007796e-18
6831.5	2.4340605e-18
6832.7	2.1929092e-18
6833.8	2.0291995e-18
6835.0	1.3630429e-18
6836.2	8.4745753e-19
6837.3	1.6123936e-18
6838.5	2.8955314e-18
6839.6	2.1872838e-18
6840.8	1.3087402e-18
6842.0	2.4330679e-18
6843.1	2.2717191e-18
6844.3	6.1076751e-19
6845.4	1.3725002e-18
6846.6	9.2604326e-19
6847.8	1.3313308e-18
6848.9	2.5373203e-18
6850.1	2.0219747e-18
6851.2	1.6469265e-18
6852.4	2.9754263e-18
6853.5	3.1707427e-18
6854.7	1.7878017e-18
6855.9	2.7539514e-18
6857.0	3.2486431e-18
6858.2	2.1670012e-18
6859.3	1.5354548e-18
6860.5	1.7927958e-18
6861.7	2.2294678e-18
6862.8	2.9166338e-18
6864.0	2.9466972e-18
6865.1	2.5303117e-18
6866.3	2.039644e-18
6867.5	2.4757406e-18
6868.6	2.35905e-18
6869.8	2.8947576e-18
6870.9	3.2538491e-18
6872.1	2.8994619e-18
6873.2	1.6965129e-18
6874.4	1.136143e-18
6875.6	8.6531328e-19
6876.7	1.4932351e-18
6877.9	2.6572802e-18
6879.0	3.112952e-18
6880.2	3.2195976e-18
6881.4	3.0995148e-18
6882.5	3.3992219e-18
6883.7	3.2058444e-18
6884.8	2.2144049e-18
6886.0	2.5600232e-18
6887.1	2.3051592e-18
6888.3	1.7073442e-18
6889.5	2.4724449e-18
6890.6	2.7176981e-18
6891.8	2.4767652e-18
6892.9	2.3799015e-18
6894.1	2.944913e-18
6895.3	3.2552418e-18
6896.4	2.4678782e-18
6897.6	2.9032057e-18
6898.7	2.5851985e-18
6899.9	2.1628393e-18
6901.1	2.3908827e-18
6902.2	1.3188571e-18
6903.4	9.8029256e-19
6904.5	1.3170052e-18
6905.7	1.4935447e-18
6906.8	2.7047959e-18
6908.0	3.2478189e-18
6909.2	3.3507662e-18
6910.3	2.6613517e-18
6911.5	2.7976667e-18
6912.6	2.3688961e-18
6913.8	2.2598603e-18
6915.0	2.5401624e-18
6916.1	2.3513582e-18
6917.3	2.1972561e-18
6918.4	3.1879602e-18
6919.6	4.5958431e-18
6920.8	3.7981619e-18
6921.9	3.0913454e-18
6923.1	3.3174178e-18
6924.2	2.5682137e-18
6925.4	2.8557139e-18
6926.5	3.4543167e-18
6927.7	2.0249037e-18
6928.9	1.7299473e-18
6930.0	1.9712761e-18
6931.2	1.9493467e-18
6932.3	1.7182152e-18
6933.5	2.1662102e-18
6934.7	3.694794e-18
6935.8	2.9784183e-18
6937.0	1.9242094e-18
6938.1	3.2979815e-18
6939.3	4.0785316e-18
6940.5	4.4303063e-18
6941.6	4.0285535e-18
6942.8	2.9777231e-18
6943.9	2.4071407e-18
6945.1	3.1615455e-18
6946.2	4.477107e-18
6947.4	3.5919681e-18
6948.6	2.8065628e-18
6949.7	3.2887133e-18
6950.9	2.9455655e-18
6952.0	3.0044091e-18
6953.2	3.4853049e-18
6954.4	3.3878661e-18
6955.5	2.9396037e-18
6956.7	2.9009507e-18
6957.8	2.9120335e-18
6959.0	2.8535261e-18
6960.1	2.542475e-18
6961.3	2.7677155e-18
6962.5	3.5416101e-18
6963.6	2.3573953e-18
6964.8	1.4340225e-18
6965.9	3.1145744e-18
6967.1	3.487903e-18
6968.3	3.4263832e-18
6969.4	4.5807226e-18
6970.6	4.1423109e-18
6971.7	3.0090602e-18
6972.9	3.1100961e-18
6974.1	2.9870328e-18
6975.2	2.0059871e-18
6976.4	2.3583427e-18
6977.5	3.0814116e-18
6978.7	3.5520541e-18
6979.8	3.9694439e-18
6981.0	2.7170902e-18
6982.2	2.061561e-18
6983.3	2.546926e-18
6984.5	2.4222782e-18
6985.6	3.3155408e-18
6986.8	4.1746153e-18
6988.0	3.613131e-18
6989.1	3.4064835e-18
6990.3	3.5618112e-18
6991.4	3.9134441e-18
6992.6	4.584078e-18
6993.8	3.1977811e-18
6994.9	2.3065602e-18
6996.1	3.1776965e-18
6997.2	3.6304015e-18
6998.4	4.2592822e-18
6999.5	4.2228018e-18
7000.7	4.2963393e-18
7001.9	4.1558126e-18
7003.0	3.6639297e-18
7004.2	3.6617135e-18
7005.3	3.2214403e-18
7006.5	2.5583541e-18
7007.7	2.839916e-18
7008.8	4.1427813e-18
7010.0	4.403849e-18
7011.1	2.7845603e-18
7012.3	1.8342977e-18
7013.5	1.7216832e-18
7014.6	2.5475657e-18
7015.8	3.2545416e-18
7016.9	2.4935572e-18
7018.1	2.3025298e-18
7019.2	2.0352189e-18
7020.4	2.8281825e-18
7021.6	4.0935353e-18
7022.7	3.0811187e-18
7023.9	3.0848882e-18
7025.0	3.7237787e-18
7026.2	3.2086596e-18
7027.4	3.8352867e-18
7028.5	3.7047376e-18
7029.7	2.5934107e-18
7030.8	2.2848541e-18
7032.0	1.809496e-18
7033.1	2.5793481e-18
7034.3	3.1396852e-18
7035.5	2.4537578e-18
7036.6	2.5545041e-18
7037.8	2.8113698e-18
7038.9	2.6370361e-18
7040.1	3.9183749e-18
7041.3	5.4750648e-18
7042.4	4.7208974e-18
7043.6	3.1305704e-18
7044.7	2.4295932e-18
7045.9	2.9852082e-18
7047.1	4.1178926e-18
7048.2	3.7456549e-18
7049.4	2.1379846e-18
7050.5	2.7585246e-18
7051.7	3.4724203e-18
7052.8	3.1286689e-18
7054.0	3.2453796e-18
7055.2	3.4188503e-18
7056.3	2.522877e-18
7057.5	1.7281653e-18
7058.6	2.6675659e-18
7059.8	3.1740541e-18
7061.0	3.1246695e-18
7062.1	3.232976e-18
7063.3	3.1739081e-18
7064.4	2.733112e-18
7065.6	3.2727014e-18
7066.8	3.6743169e-18
7067.9	3.3898382e-18
7069.1	3.7358857e-18
7070.2	3.6145502e-18
7071.4	3.3215055e-18
7072.5	3.5685221e-18
7073.7	4.0521193e-18
7074.9	3.303339e-18
7076.0	3.5002371e-18
7077.2	4.5982818e-18
7078.3	3.9800077e-18
7079.5	4.0479074e-18
7080.7	4.3023587e-18
7081.8	3.6774588e-18
7083.0	3.7089144e-18
7084.1	4.1407074e-18
7085.3	3.4286108e-18
7086.5	2.8972908e-18
7087.6	3.9180784e-18
7088.8	4.5059814e-18
7089.9	4.8242149e-18
7091.1	4.485983e-18
7092.2	4.4791478e-18
7093.4	3.8071341e-18
7094.6	1.9980711e-18
7095.7	2.4280938e-18
7096.9	3.2756477e-18
7098.0	2.6093097e-18
7099.2	3.6111898e-18
7100.4	3.7876612e-18
7101.5	3.8669843e-18
7102.7	5.397244e-18
7103.8	4.6175702e-18
7105.0	3.2842492e-18
7106.1	3.4305972e-18
7107.3	3.8199641e-18
7108.5	3.6932715e-18
7109.6	3.1932553e-18
7110.8	2.8507435e-18
7111.9	3.1662837e-18
7113.1	4.323977e-18
7114.3	4.9427734e-18
7115.4	5.4108447e-18
7116.6	5.4239475e-18
7117.7	4.3977257e-18
7118.9	4.1992377e-18
7120.1	3.8935886e-18
7121.2	4.433097e-18
7122.4	6.6359112e-18
7123.5	4.8655344e-18
7124.7	3.3969761e-18
7125.8	4.4229468e-18
7127.0	4.4859989e-18
7128.2	3.2768377e-18
7129.3	2.9124314e-18
7130.5	3.7823586e-18
7131.6	5.1566311e-18
7132.8	4.5909727e-18
7134.0	3.9616488e-18
7135.1	3.5014107e-18
7136.3	2.8386515e-18
7137.4	3.0035063e-18
7138.6	4.2267899e-18
7139.8	3.6321563e-18
7140.9	2.9906792e-18
7142.1	3.9577412e-18
7143.2	4.4841311e-18
7144.4	3.8790219e-18
7145.5	3.3482927e-18
7146.7	4.2273492e-18
7147.9	3.4379229e-18
7149.0	3.3060851e-18
7150.2	4.2438927e-18
7151.3	3.7422361e-18
7152.5	4.1872005e-18
7153.7	5.0595323e-18
7154.8	3.3324784e-18
7156.0	3.1678882e-18
7157.1	4.3954158e-18
7158.3	3.6106917e-18
7159.5	3.4678367e-18
7160.6	4.915814e-18
7161.8	3.4551079e-18
7162.9	3.0614205e-18
7164.1	5.6136656e-18
7165.2	5.704426e-18
7166.4	5.4828915e-18
7167.6	6.7551572e-18
7168.7	6.1058421e-18
7169.9	4.9043521e-18
7171.0	6.0156251e-18
7172.2	1.5381782e-18
7173.4	-2.3249274e-18
7174.5	4.1603394e-18
7175.7	7.9102395e-18
7176.8	5.7764895e-18
7178.0	3.5715208e-18
7179.1	5.0968496e-18
7180.3	5.0525943e-18
7181.5	4.1864107e-18
7182.6	2.6264739e-18
7183.8	2.9680415e-18
7184.9	4.9700547e-18
7186.1	3.0994809e-18
7187.3	3.1361111e-18
7188.4	4.2335893e-18
7189.6	4.7451935e-18
7190.7	5.4491636e-18
7191.9	1.010997e-17
7193.1	1.4279838e-17
7194.2	6.9099107e-18
7195.4	4.7583578e-18
7196.5	6.1859878e-18
7197.7	6.1835137e-18
7198.8	4.5506326e-18
7200.0	3.4077389e-18
7201.2	3.7989613e-18
7202.3	3.8142195e-18
7203.5	5.6478095e-18
7204.6	8.841423e-18
7205.8	9.3107996e-18
7207.0	2.9567619e-18
7208.1	-7.3879694e-19
7209.3	5.5965527e-18
7210.4	4.000243e-18
7211.6	2.7455216e-18
7212.8	2.4098891e-18
7213.9	4.1714165e-18
7215.1	5.7465568e-18
7216.2	4.2133949e-18
7217.4	3.6831833e-18
7218.5	3.0842066e-18
7219.7	3.4055785e-18
7220.9	3.1113568e-18
7222.0	4.5442234e-18
7223.2	5.0053196e-18
7224.3	4.5706499e-18
7225.5	2.9025246e-18
7226.7	3.0798517e-18
7227.8	3.6327693e-18
7229.0	4.1432026e-18
7230.1	2.7579954e-18
7231.3	3.0703761e-18
7232.4	4.5175423e-18
7233.6	5.0619896e-18
7234.8	6.4568046e-18
7235.9	4.4552495e-18
7237.1	3.6118847e-18
7238.2	5.7461828e-18
7239.4	6.1369273e-18
7240.6	4.6046726e-18
7241.7	5.3243549e-18
7242.9	6.8090257e-18
7244.0	8.3443415e-18
7245.2	5.0061382e-18
7246.4	1.341912e-18
7247.5	4.1548858e-18
7248.7	3.9373298e-18
7249.8	3.9748712e-18
7251.0	3.5299591e-18
7252.1	4.2992198e-18
7253.3	4.1385363e-18
7254.5	3.8163053e-18
7255.6	4.4724354e-18
7256.8	5.1356741e-18
7257.9	4.6196419e-18
7259.1	3.1430323e-18
7260.3	2.9318773e-18
7261.4	3.4678367e-18
7262.6	3.5233889e-18
7263.7	2.5458382e-18
7264.9	3.9122163e-18
7266.1	5.4937135e-18
7267.2	3.3510973e-18
7268.4	1.4199616e-18
7269.5	-3.0645953e-18
7270.7	8.1989315e-19
7271.8	7.1061939e-18
7273.0	5.405195e-18
7274.2	5.1472808e-18
7275.3	3.485117e-18
7276.5	3.8261188e-18
7277.6	5.512516e-18
7278.8	6.2781746e-18
7280.0	4.8775356e-18
7281.1	2.673389e-18
7282.3	1.5245296e-18
7283.4	2.6991987e-18
7284.6	5.3529143e-18
7285.8	7.4943227e-18
7286.9	6.3768648e-18
7288.1	5.2280996e-18
7289.2	4.0255272e-18
7290.4	6.2040291e-18
7291.5	6.4926263e-18
7292.7	4.3845485e-18
7293.9	5.275953e-18
7295.0	4.880867e-18
7296.2	6.1611698e-18
7297.3	8.1767338e-18
7298.5	1.339738e-17
7299.7	8.6513727e-18
7300.8	3.0547363e-18
7302.0	3.4680355e-18
7303.1	5.666816e-18
7304.3	4.2698502e-18
7305.4	3.9808259e-18
7306.6	4.9991393e-18
7307.8	5.3877195e-18
7308.9	7.3781575e-18
7310.1	7.1103746e-18
7311.2	4.9309713e-18
7312.4	5.4871058e-18
7313.6	5.1674058e-18
7314.7	5.0879527e-18
7315.9	5.8894692e-18
7317.0	4.860799e-18
7318.2	5.0872724e-18
7319.4	6.3259638e-18
7320.5	3.3933523e-18
7321.7	4.6849233e-18
7322.8	5.4286157e-18
7324.0	4.9757293e-18
7325.1	3.4747508e-18
7326.3	3.944486e-18
7327.5	6.0673264e-18
7328.6	4.7870302e-18
7329.8	5.3090287e-18
7330.9	3.500266e-18
7332.1	2.3648366e-18
7333.3	5.7471387e-18
7334.4	6.1489953e-18
7335.6	5.0190134e-18
7336.7	5.3056348e-18
7337.9	5.1771082e-18
7339.1	2.8254473e-18
7340.2	2.8068698e-18
7341.4	3.6787436e-18
7342.5	3.0123132e-18
7343.7	4.2960548e-18
