#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
9941.55173357	1.8972882693785562e-16	1.894785569043026e-16	1.046072867336e-16
9942.15168792	1.988344269415913e-16	1.9857696899638743e-16	1.0439426935182e-16
9942.75164227	1.8178970643710557e-16	1.8144998716220485e-16	1.04601538135e-16
9943.35159662	2.0081238629755093e-16	2.0061457308982063e-16	1.0430757920622e-16
9943.95155098	1.7125198341227088e-16	1.7116883881564367e-16	1.0472162605217e-16
9944.55150533	1.980144666728345e-16	1.979455938017479e-16	1.0421767278135e-16
9945.15245961	1.5126394359764712e-16	1.512174867951496e-16	1.050033383072e-16
9945.75241397	1.814868567208941e-16	1.814369731946433e-16	1.0437429795588e-16
9946.35236832	9.780828088868531e-17	9.778185885390491e-17	1.0524980413316999e-16
9946.95232268	6.013428970140453e-17	6.011856334224626e-17	1.0631228297514e-16
9947.55227703	1.0180243020068528e-16	1.0177115904082027e-16	1.0550612995208001e-16
9948.15223139	2.5809947952189712e-17	2.5799531059045102e-17	1.0723010807019999e-16
9948.75218575	2.736154065512953e-16	2.735320202502247e-16	1.0372112113704001e-16
9949.35214011	9.208037285229805e-17	9.205608891512277e-17	1.0014806479024001e-16
9949.95309439	-1.1911911322808768e-17	-1.1908527800314733e-17	9.650968774476e-17
9950.55304875	-6.873688636404403e-17	-6.871116012453345e-17	9.835033742369999e-17
9951.15300311	-1.4688221785992446e-17	-1.46783569545539e-17	9.322502161014e-17
9951.75295747	-6.119387760585667e-17	-6.112354898461914e-17	9.40670085541e-17
9952.35291183	-2.7245329634894536e-16	-2.7219304170194155e-16	9.359622660275999e-17
9952.95286619	-1.9380589818092527e-16	-1.9363121285572534e-16	9.48945956e-17
9953.55282055	-2.457919484488726e-16	-2.455724562077979e-16	9.162749718584001e-17
9954.15277492	-1.0326756567364375e-16	-1.0319440154040024e-16	9.10344021237e-17
9954.7537292	-5.434469478640842e-17	-5.43200048910756e-17	8.945851539824e-17
9955.35368357	-2.181056825167443e-16	-2.1801916256503167e-16	8.777374255950002e-17
9955.95363793	-4.798488857346627e-16	-4.795971336798143e-16	8.7350810288e-17
9956.5535923	3.021835608514879e-16	3.019164372124337e-16	9.361791654048e-17
9957.15354666	1.8428843681174498e-16	1.8405290797789346e-16	9.412900474614e-17
9957.75350103	2.0651678240608043e-16	2.0629394518120658e-16	9.395958927906e-17
9958.35345539	2.8156076046253823e-16	2.811596930052625e-16	9.411896008146e-17
9958.95440969	2.8269915517719925e-16	2.824010032140063e-16	8.856038292405e-17
9959.55436405	-3.951219514999082e-16	-3.9486280860977826e-16	8.31758320446e-17
9960.15431842	-1.5920754699460736e-16	-1.591437208699568e-16	8.715028184848001e-17
9960.75427279	-2.231731223705349e-16	-2.231066340148432e-16	8.729017016714999e-17
9961.35422716	-2.3337763549421696e-16	-2.3331391676131506e-16	8.676841784906e-17
9961.95418153	2.1863187011359414e-16	2.1856592491870395e-16	8.824627838550001e-17
9962.5541359	2.7128883011718423e-16	2.7117449128754357e-16	8.855688630638e-17
9963.15409027	1.4989378812787162e-16	1.4981142057019793e-16	8.633980220696e-17
9963.75504457	3.5257279922770406e-16	3.5244320389703315e-16	8.723951578879999e-17
9964.35499894	-3.781286466966372e-17	-3.7802288346930097e-17	8.46789530517e-17
9964.95495331	-2.765744654186875e-16	-2.764981843533614e-16	7.883318794025999e-17
9965.55490768	-1.7204266279623363e-16	-1.7198741334961558e-16	7.571871520682e-17
9966.15486206	-1.8627179440321552e-16	-1.8619392058249751e-16	7.756246627479e-17
9966.75481643	-1.5163464751022858e-16	-1.515491406259528e-16	7.605699372180001e-17
9967.35477081	-5.410153683775709e-17	-5.4059316925233445e-17	7.552227978612e-17
9967.95472518	3.19227602631739e-17	3.188292699675968e-17	7.586248514644e-17
9968.55567948	-1.0691736229330706e-16	-1.06673890258848e-16	7.68996350012e-17
9969.15563386	-1.3028547394388963e-16	-1.301244115089085e-16	7.522988344568e-17
9969.75558823	-2.0996992322910758e-16	-2.0984087796547101e-16	7.336212866445e-17
9970.35554261	-1.0382911503565951e-16	-1.0377308230620621e-16	7.170819269184e-17
9970.95549699	-8.458987919972873e-17	-8.453606342382317e-17	7.427588160752e-17
9971.55545137	-2.241919706361944e-16	-2.240866177399012e-16	7.330605766626e-17
9972.15540575	-1.288286830180069e-17	-1.2877366586709914e-17	7.124540855122001e-17
9972.75536013	1.533426349767325e-16	1.53293691196498e-16	7.282068840862999e-17
9973.35631443	-7.797944564465406e-17	-7.795872726002666e-17	7.238697199331e-17
9973.95626881	-1.3318419502051067e-19	-1.3314991436517496e-19	7.223057551856e-17
9974.55622319	5.311261961975048e-17	5.3098092082896564e-17	7.105865205429e-17
9975.15617757	-1.509946456324536e-16	-1.5094302285018301e-16	6.817581322136e-17
9975.75613195	5.112782645319164e-17	5.1103476053565355e-17	6.916749238212e-17
9976.35608634	7.465207048617017e-18	7.461725511612828e-18	6.686171306685e-17
9976.95604072	-1.2962894082879264e-16	-1.2955074541329965e-16	6.636379098870001e-17
9977.5559951	9.121118856403858e-17	9.109136524692382e-17	6.704154642200001e-17
9978.15694941	3.6785529493335366e-17	3.6685419312156206e-17	6.72061194404e-17
9978.7569038	6.18681943138609e-17	6.175366110010321e-17	6.570356198490001e-17
9979.35685818	3.262532665788316e-17	3.259685871912468e-17	6.5998159318e-17
9979.95681257	1.1390522142883823e-16	1.138405296786294e-16	6.563986824905999e-17
9980.55676696	7.395458621200476e-17	7.392342624556231e-17	6.533738872947e-17
9981.15672134	1.8021282053207205e-17	1.8015435957597625e-17	6.37702394826e-17
9981.75667573	2.5844684462777646e-17	2.5837260141926136e-17	6.316794713024e-17
9982.35763004	8.39500225261622e-17	8.392638055601282e-17	6.207259329524001e-17
9982.95758443	3.989294151745631e-18	3.9881148492663325e-18	6.239072636044e-17
9983.55753882	1.8404616005434043e-17	1.8398247749608867e-17	6.230131425391999e-17
9984.15749321	-1.5712121014330887e-17	-1.5704400755049742e-17	6.084461471879999e-17
9984.7574476	5.813053284281467e-17	5.80702434811997e-17	6.128157047808001e-17
9985.35740199	2.3262553477006327e-17	2.3215395803801815e-17	6.089609804565e-17
9985.95735638	1.4781892804028124e-16	1.4765034023702332e-16	6.175790750271999e-17
9986.55731078	2.1027600478329203e-17	2.1014984160702318e-17	6.04086621021e-17
9987.15826509	-3.7318907726387014e-17	-3.729745934563722e-17	5.917484629446e-17
9987.75821949	-1.8964553487781e-17	-1.8949684119077348e-17	5.780082643016e-17
9988.35817388	1.092117637941963e-16	1.0915097121517005e-16	5.794264608952e-17
9988.95812827	1.1651091708346586e-16	1.1644788413465196e-16	5.713628405259e-17
9989.55808267	-2.5151027326185145e-17	-2.5129397078764475e-17	5.824001142432e-17
9990.15803706	-3.8613456208074774e-17	-3.857020860449353e-17	5.639124400742e-17
9990.75799146	9.41425045175008e-17	9.407621891274258e-17	5.771219914191e-17
9991.35794586	6.483449042351819e-17	6.480184274479333e-17	6.595425906080001e-17
9991.95890018	2.4335139039755213e-17	2.4322773519526783e-17	6.687257597924999e-17
9992.55885458	-4.680271884697786e-17	-4.677702405704388e-17	5.954739966987e-17
9993.15880897	1.118951740570482e-16	1.118023641069624e-16	5.4974467625e-17
9993.75876337	9.653203075690226e-18	9.6347343914432e-18	5.4661123351380004e-17
9994.35871777	-4.3695701608106185e-17	-4.3533930419675884e-17	5.3025684850199994e-17
9994.95867217	9.542990636500721e-18	9.52475105743085e-18	5.3385997208280004e-17
9995.55862657	-1.853886455253048e-18	-1.8520457501694486e-18	5.273895955198e-17
9996.15858097	-2.707922918174072e-17	-2.705726493636889e-17	5.4545808995359996e-17
9996.7595353	6.299561562659047e-18	6.296076833875889e-18	5.3697840690559996e-17
9997.3594897	-1.1805233023117091e-18	-1.1799952131456092e-18	5.262995008104e-17
9997.9594441	7.957703169241339e-17	7.953851592775495e-17	5.138406252576e-17
9998.5593985	2.580349626032576e-17	2.578449430685252e-17	5.12384489276e-17
9999.15935291	1.7209511976862446e-17	1.718713893833601e-17	5.046203644164e-17
9999.76030724	1.1056372034742518e-17	1.1036539926787969e-17	5.2106949109899994e-17
10000.3602616	7.36060091868975e-17	7.339083446084036e-17	5.255595831783e-17
10000.960216	4.607741859604354e-17	4.5983706625288325e-17	5.2648713720550004e-17
10001.5601705	2.7036222203175526e-17	2.701085292952246e-17	5.233987734484e-17
10002.1601249	7.103503593972381e-17	7.099737675048744e-17	4.9989334365269995e-17
10002.7600793	-4.764864193577087e-17	-4.7627389232406494e-17	4.9907904315279995e-17
10003.3600337	6.2224657957507e-17	6.219495267574999e-17	4.9174711564800006e-17
10003.9599881	1.5474872886986893e-16	1.5469298537126152e-16	4.9034288342049997e-17
10004.5599425	3.171251807451146e-17	3.1703109072919013e-17	4.898010229088e-17
10005.1598969	1.2577049474550256e-16	1.257361175977192e-16	4.789866964272001e-17
10005.7598513	2.1471572158656627e-17	2.1465896343353864e-17	4.753893172564e-17
10006.3598057	-3.7134059881682366e-17	-3.7124278483892663e-17	4.7017881546e-17
10006.9597601	6.569822524087288e-17	6.568082597571762e-17	4.689995138248e-17
10007.5597145	8.887260397610281e-17	8.884858812689951e-17	4.718673717765e-17
10008.159669	5.065854386123323e-17	5.0644342128766085e-17	4.6922483398279996e-17
10008.7596234	6.586128188232411e-17	6.584185504028035e-17	4.767258924246e-17
10009.3595778	-2.9172139248506133e-17	-2.9162516247763936e-17	4.739196767989e-17
10009.9595322	6.491807838133258e-17	6.48923523604442e-17	4.5978885430920003e-17
10010.5594866	7.916168007809386e-17	7.91166859157432e-17	4.603464380307001e-17
10011.159441	1.0150780906120848e-16	1.0139921901964515e-16	5.1969288633570005e-17
10011.7593954	8.942576941712698e-17	8.926831863204393e-17	5.259406007592e-17
10012.3593498	-9.024064501540004e-17	-9.010451135631967e-17	4.9749659648559996e-17
10012.9593043	2.7402421808964487e-16	2.7350612301415606e-16	5.58457745144e-17
10013.5592587	-1.2275249655102813e-16	-1.2255296276511335e-16	5.73386707905e-17
10014.1592131	1.6728060893798302e-17	1.6710512990077595e-17	5.726915697515e-17
10014.7591675	8.909439908754998e-17	8.902738359049884e-17	5.671115269416001e-17
10015.3591219	-1.0234011465067086e-16	-1.0226169783002871e-16	5.1112303201600007e-17
10015.9590764	-3.8997544791192626e-17	-3.8957589915909743e-17	4.64517414504e-17
10016.5590308	1.297331047731312e-17	1.2951709678828359e-17	4.441994134924e-17
10017.1589852	-1.3003535596893436e-17	-1.2955443732650676e-17	4.226881012264e-17
