#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
2989.62723723	-1.2480889052588948e-15	-1.2480889052588948e-15	1.0276925709456e-15
2989.82722067	-1.243849931226334e-15	-1.243849931226334e-15	1.0277495711388e-15
2990.02720412	-1.2204976655517027e-15	-1.2204976655517027e-15	1.027145165244e-15
2990.22718757	-1.2347107294421002e-15	-1.2347107294421002e-15	1.0274054069602e-15
2990.42817093	-1.1865902194846375e-15	-1.1865902194846375e-15	1.0262953774169e-15
2990.62815438	-1.2287203814381693e-15	-1.2287203814381693e-15	1.027071925277e-15
2990.82813782	-1.1283089736204935e-15	-1.1283089736204935e-15	1.025006531871e-15
2991.02812127	-1.217984573357645e-15	-1.217984573357645e-15	1.0261944462708e-15
2991.22810472	-1.0097545107255377e-15	-1.0097545107255377e-15	1.0228239838863e-15
2991.42808816	-1.1800520327133529e-15	-1.1800520327133529e-15	1.0344983181416e-15
2991.62807161	-8.09822246488154e-16	-8.09822246488154e-16	1.009793453669e-15
2991.82805506	-4.789989763772883e-16	-4.789989763772883e-16	1.00273632658e-15
2992.0280385	-1.0257418346603217e-15	-1.0257418346603217e-15	9.9021351038e-16
2992.22802195	-9.718974845302544e-16	-9.718974845302544e-16	9.599954688635996e-16
2992.4280054	-8.155203826417421e-16	-8.155203826417421e-16	9.598353619409996e-16
2992.62798884	-1.3855306203416102e-15	-1.3855306203416102e-15	9.155212991811002e-16
2992.82797229	-2.6811502981811206e-16	-2.6811502981811206e-16	9.308487308680002e-16
2993.02795574	-1.0289862061828051e-15	-1.0289862061828051e-15	9.146357217657998e-16
2993.22793918	-1.4045598723195916e-15	-1.4045598723195916e-15	8.782035471109999e-16
2993.42792263	-7.958205197455106e-16	-7.958205197455106e-16	8.444216403965999e-16
2993.62790608	-2.6738489947797906e-16	-2.6738489947797906e-16	8.671937250854998e-16
2993.82788952	-3.804213022365688e-16	-3.804213022365688e-16	8.441112959244001e-16
2994.02787297	-1.6008501565271554e-15	-1.6008501565271554e-15	8.008839992016001e-16
2994.22785642	5.597947564295618e-16	5.597947564295618e-16	8.360464896755997e-16
2994.42783987	-4.366024602514137e-16	-4.366024602514137e-16	8.091794424507e-16
2994.62782331	-6.010487443165328e-16	-6.010487443165328e-16	8.100837931009998e-16
2994.82780676	-5.48854463748178e-16	-5.48854463748178e-16	7.629325922319996e-16
2995.02779021	-3.902400930178671e-16	-3.902400930178671e-16	7.632459070189999e-16
2995.22777365	-4.769310799657328e-16	-4.769310799657328e-16	7.315875599935999e-16
2995.4277571	-7.86791782188643e-16	-7.86791782188643e-16	7.171493911374e-16
2995.62774055	-2.7318285038731297e-16	-2.7318285038731297e-16	7.293351688896e-16
2995.82772399	-6.061845822387676e-16	-6.061845822387676e-16	7.09960614777e-16
2996.02870736	-6.295177850345862e-16	-6.295177850345862e-16	6.900473422975999e-16
2996.22869081	-1.0858925623141887e-15	-1.0858925623141887e-15	6.786408392999998e-16
2996.42867425	-9.965434355534439e-17	-9.965434355534439e-17	6.845575056456e-16
2996.6286577	-9.95880881380821e-16	-9.95880881380821e-16	6.748412074179997e-16
2996.82864115	-6.413822832652998e-16	-6.413822832652998e-16	6.457007017810997e-16
