#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
9941.58973068	2.5149501947396805e-25	2.5126054256102798e-25	1.3662257026824e-16
9942.18968503	2.3142095612453146e-17	2.31090103434229e-17	1.3390045982457e-16
9942.78963938	7.331514326349882e-19	7.319602445374893e-19	1.3767609415892e-16
9943.38959373	1.2414949577016935e-17	1.2401362054208302e-17	1.3858246617768e-16
9943.99054801	0.0	0.0	1.324364708280001e-16
9944.59050237	4.2654211534972767e-17	4.2644288491621466e-17	1.269756883384701e-16
9945.19045672	1.2915836466675902e-17	1.2913261266792012e-17	1.265983453e-16
9945.79041107	4.301711962203143e-17	4.3008279539431495e-17	1.2839623915212e-16
9946.39036543	-3.23789995846505e-17	-3.237143749175546e-17	1.2969937457382e-16
9946.99031979	-5.9394380162230825e-18	-5.937667073137329e-18	1.3392973417452e-16
9947.59027414	3.0898020936842233e-18	3.0887438178936765e-18	1.3064839799322e-16
9948.19122842	1.602254767341521e-17	1.601787296421301e-17	1.272738163864e-16
9948.79118278	-1.3886011661822555e-17	-1.388308106743092e-17	1.2473561758848e-16
9949.39113714	-5.9370379863251124e-18	-5.935967384377611e-18	1.2017833940742e-16
9949.9910915	-1.812976790488947e-17	-1.8125680554994433e-17	1.1631495045379e-16
9950.59104586	4.8954818935054683e-17	4.893311231647064e-17	1.1325164567172e-16
9951.19100022	7.492342982967311e-17	7.485594871481638e-17	1.160210874807e-16
9951.79095458	1.9841417429628227e-17	1.98160803574379e-17	1.1500906176474e-16
9952.39090894	4.55467985984501e-17	4.5489455851658597e-17	1.1071848596528e-16
9952.99186323	4.3398064727852673e-17	4.335265953458701e-17	1.1002661772384e-16
9953.59181759	5.871053841601107e-18	5.866366118794782e-18	1.0901635370297e-16
9954.19177195	2.968097337688546e-17	2.9664295792278597e-17	1.067673178849e-16
9954.79172631	6.075936415869355e-17	6.073528575598534e-17	1.0251630148374e-16
9955.39168068	2.037511476488719e-17	2.0365690030864763e-17	1.033461876186e-16
9955.99163504	6.0487526419579525e-18	6.043497394554184e-18	1.0402775266144e-16
9956.59158941	-3.520106552209811e-17	-3.5157795941044066e-17	1.0749073576854e-16
9957.19154377	-2.244134189864428e-17	-2.2414062320666727e-17	1.1685977967846e-16
9957.79249806	3.754789082452475e-17	3.750138594711526e-17	1.2100629682674e-16
9958.39245243	-4.718771457745995e-18	-4.7125145852518e-18	1.161316372404e-16
9958.9924068	4.676126876542778e-18	4.671133920316557e-18	1.0307269951695e-16
9959.59236116	1.5731176840907585e-17	1.5721322108163398e-17	1.044230223767e-16
9960.19231553	3.915002296573549e-17	3.913717167121795e-17	9.839982226238998e-17
9960.7922699	2.1939995355727667e-17	2.1935261700039937e-17	9.976571934120005e-17
9961.39222427	5.1684176353394245e-17	5.1671947174985225e-17	9.851484948900001e-17
9961.99317856	-3.4593449253701555e-18	-3.4580878706141226e-18	1.0828227950432e-16
9962.59313293	3.3930897429052096e-17	3.3914288144904006e-17	1.137343649295e-16
9963.1930873	3.4980400527561675e-17	3.496438274602169e-17	1.1336731703064e-16
9963.79304168	-2.0369873427351466e-18	-2.0363447341901803e-18	1.143178787044799e-16
9964.39299605	1.9111884831607086e-17	1.9107597977945516e-17	1.0120073897763e-16
9964.99295042	7.174281950854845e-18	7.172618485128654e-18	9.626157446219996e-17
9965.59290479	-5.800807304215859e-17	-5.799018577704061e-17	9.273496103494998e-17
9966.19285917	5.283942432592077e-17	5.2816063801407675e-17	9.038491763352e-17
9966.79381346	3.4112262539396356e-18	3.4091543484988747e-18	8.793811165815e-17
9967.39376784	2.4913375352526316e-17	2.4889915763541147e-17	9.001892419016002e-17
9967.99372221	4.4926283916386204e-17	4.484991329825872e-17	8.947187888644002e-17
9968.59367659	4.9315883912698765e-18	4.92088643914268e-18	9.104772364319998e-17
9969.19363097	1.8990560734085368e-17	1.896051029961108e-17	8.831947367173e-17
9969.79358534	5.294518080452519e-17	5.290104177879692e-17	8.653933333815998e-17
9970.39353972	7.219792652955205e-17	7.215576336133056e-17	8.579735869686e-17
9970.9934941	5.564869664486857e-19	5.562148841816247e-19	8.688296866181998e-17
9971.5944484	4.4199227392298114e-17	4.418170605407189e-17	8.622118284256002e-17
9972.19440278	-1.9003184667929132e-17	-1.899682394887068e-17	8.579692652604997e-17
9972.79435716	-2.4604236935434837e-17	-2.459778002479833e-17	8.700657857220002e-17
9973.39431154	1.734049402107886e-17	1.7337000097622757e-17	8.606817468507e-17
9973.99426592	2.6479105463274272e-17	2.6474214249729573e-17	8.685462351323995e-17
9974.5942203	4.2829621722472146e-17	4.2820322491031646e-17	8.476791152669999e-17
9975.19417468	1.1090792136306344e-17	1.108742635591046e-17	8.254088803995999e-17
9975.79512899	6.963839606959016e-17	6.961240482109105e-17	8.158409199925e-17
9976.39508337	2.2347805857735032e-17	2.233832983855449e-17	8.125064938060003e-17
9976.99503776	6.439664742913695e-17	6.434032805439236e-17	7.853857781700001e-17
