wavelength	flux
3763.4	3.1699996e-17
3763.7	1.1716661e-16
3764.0	1.1491977e-16
3764.2	1.2199882e-16
3764.5	9.1771349e-17
3764.7	1.8681768e-16
3765.0	8.9416213e-17
3765.2	6.9292397e-17
3765.5	1.6500234e-16
3765.7	1.0193348e-16
3766.0	1.1200479e-16
3766.2	6.0867205e-17
3766.5	1.7376545e-16
3766.7	7.1556523e-17
3767.0	8.908793e-17
3767.2	1.9268178e-16
3767.5	4.164323e-17
3767.8	2.1835349e-16
3767.9	2.633397e-17
3768.2	1.6224765e-16
3768.4	1.0083957e-16
3768.7	7.7862239e-17
3768.9	3.0637182e-17
3769.2	1.2686362e-16
3769.4	1.0868527e-16
3769.7	1.1401312e-16
3769.9	9.2143367e-17
3770.2	1.7725952e-16
3770.4	2.9190897e-17
3770.7	1.7661447e-17
3771.0	1.037944e-16
3771.2	7.5580022e-17
3771.5	5.5864733e-17
3771.7	6.3670263e-17
3772.0	1.6688588e-17
3772.2	4.8884044e-18
3772.5	5.7983547e-17
3772.7	-4.4196296e-18
3773.0	2.5915287e-17
3773.2	1.0561036e-16
3773.5	1.0618493e-16
3773.8	1.9736783e-16
3774.0	2.5373631e-17
3774.3	3.7163319e-17
3774.5	1.3425991e-16
3774.8	1.3429862e-16
3775.0	1.9538463e-16
3775.3	5.3990137e-17
3775.5	5.8556546e-17
3775.8	1.2119703e-16
3776.0	6.4026979e-17
3776.3	7.5219143e-17
3776.5	1.0519538e-16
3776.8	5.8170047e-17
3777.1	1.4278182e-16
3777.3	6.6477288e-17
3777.6	7.778652e-17
3777.8	5.3089744e-17
3778.1	5.5582412e-17
3778.2	9.8557648e-17
3778.5	1.00284e-16
3778.7	6.2831547e-17
3779.0	7.4101089e-17
3779.2	-1.6927065e-17
3779.5	-1.4491438e-17
3779.8	-3.0767137e-17
3780.0	1.7057938e-17
3780.3	5.2629697e-17
3780.5	2.3122585e-16
3780.8	5.0633567e-17
3781.0	9.5041487e-17
3781.3	4.899523e-17
3781.5	-9.6633078e-18
3781.8	1.8781996e-17
3782.0	6.2745249e-17
3782.3	5.4250031e-17
3782.6	5.4790803e-17
3782.8	1.4717961e-16
3783.1	9.9152953e-17
3783.3	2.3629201e-16
3783.6	6.6749873e-17
3783.8	1.0707298e-16
3784.1	-2.9426899e-17
