#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
9941.56473258	1.1795593166667235e-20	1.1769380262897655e-20	3.225053365864e-16
9942.16468693	2.1975208452820733e-18	2.1927390137102713e-18	3.204552249359999e-16
9942.76464128	-5.967690318825446e-17	-5.94943036278484e-17	3.113006393364001e-16
9943.36459564	-1.989677402893871e-17	-1.9864039565774578e-17	3.124114770350001e-16
9943.96454999	0.0	0.0	3.032644469602e-16
9944.56450434	6.593362335437623e-17	6.5898505480074e-17	2.996282741504e-16
9945.1644587	8.269643094753994e-18	8.26589973312302e-18	2.9350413554e-16
9945.76541298	-1.318449079244418e-16	-1.317924982547559e-16	2.966303483429999e-16
9946.36536733	-2.7073600436630617e-17	-2.7062851765830612e-17	3.036181579542001e-16
9946.96532169	6.228173111461883e-17	6.225885549229222e-17	3.085836201361999e-16
9947.56527604	2.372307214003911e-17	2.3712864114739993e-17	3.05017338e-16
9948.1652304	-2.027441878672463e-17	-2.0262637281709918e-17	2.947692276638e-16
9948.76518476	9.028344274502978e-17	9.024509062205981e-17	2.92207471704e-16
9949.36513912	-2.223466353446131e-18	-2.2226736981661453e-18	2.83822009614e-16
9949.96509348	5.881259089385526e-17	5.878962775607616e-17	2.809682969002001e-16
9950.56604776	2.1323988257624538e-17	2.131251798201297e-17	2.727191054461999e-16
9951.16600212	7.236111154518355e-17	7.228922026962168e-17	2.702917313268e-16
9951.76595648	2.699071236848193e-17	2.6943196555391874e-17	2.652069161882e-16
9952.36591084	1.2566942000563492e-16	1.254619772915098e-16	2.67212835603e-16
9952.9658652	2.2162612131463773e-16	2.2129111628485677e-16	2.787562699947e-16
9953.56581957	9.356741755343105e-17	9.342848711416076e-17	2.623822336119999e-16
9954.16577393	8.604085782261541e-17	8.593804197791491e-17	2.549211806936e-16
9954.76672822	1.3696361960876537e-16	1.3686289164220438e-16	2.674377648566e-16
9955.36668258	2.0015661648021584e-16	2.0003416728897777e-16	2.630295875735e-16
9955.96663694	5.816287570490553e-17	5.811628810400841e-17	2.617784474975999e-16
