#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
2989.47225006	-8.141229082367926e-16	-8.141229082367926e-16	6.821777584157999e-16
2989.6722335	-8.194683938344385e-16	-8.194683938344385e-16	6.813785698082997e-16
2989.87221695	-8.251030912187234e-16	-8.251030912187234e-16	6.809247371799999e-16
2990.0722004	-8.24991788509272e-16	-8.24991788509272e-16	6.8034725257e-16
2990.27218384	-8.327943498103237e-16	-8.327943498103237e-16	6.796184120172002e-16
2990.47216729	-8.2502868087902e-16	-8.2502868087902e-16	6.797006730359997e-16
2990.67215074	-8.326158811243418e-16	-8.326158811243418e-16	6.784855024927999e-16
2990.87213418	-8.131417175465488e-16	-8.131417175465488e-16	6.777940864464e-16
2991.07211763	-8.133893693412138e-16	-8.133893693412138e-16	6.767953295719998e-16
2991.27210108	-7.949471882609462e-16	-7.949471882609462e-16	6.809285943808001e-16
2991.47208452	-7.454329227621777e-16	-7.454329227621777e-16	6.724724159135998e-16
2991.67206797	-9.19283931807842e-17	-9.19283931807842e-17	6.539315113987999e-16
2991.87205142	-1.0134423844704597e-15	-1.0134423844704597e-15	6.340063479704999e-16
2992.07203486	-1.7137326666683667e-15	-1.7137326666683667e-15	6.12241505653e-16
2992.27301823	-1.1150705323290293e-15	-1.1150705323290293e-15	6.05892021916e-16
2992.47300167	-4.935124958230373e-16	-4.935124958230373e-16	6.087950738142e-16
2992.67298512	-6.788469238900655e-16	-6.788469238900655e-16	5.834202259285e-16
2992.87296857	-1.9312395228204766e-15	-1.9312395228204766e-15	5.60144890005e-16
2993.07295201	-1.22770813518316e-15	-1.22770813518316e-15	5.536620112286999e-16
2993.27293546	-1.696101248472964e-15	-1.696101248472964e-15	5.838091978326999e-16
2993.47291891	-1.680755633501043e-15	-1.680755633501043e-15	5.664974659893e-16
2993.67290235	-3.9506859175182364e-16	-3.9506859175182364e-16	5.835203601021e-16
2993.8728858	3.290254070398174e-17	3.290254070398174e-17	5.790072482705e-16
2994.07286925	-1.315407034695145e-15	-1.315407034695145e-15	5.319423150941999e-16
2994.27285269	-9.589098113808435e-16	-9.589098113808435e-16	5.139900276098e-16
2994.47283614	-1.5991310087075396e-15	-1.5991310087075396e-15	4.819317473179999e-16
2994.67281959	-7.822321784719346e-16	-7.822321784719346e-16	5.04251336151e-16
2994.87280303	-1.6351101399418793e-15	-1.6351101399418793e-15	4.751218594768001e-16
2995.07278648	-1.5360155400174891e-15	-1.5360155400174891e-15	4.672356122186e-16
2995.27276993	-9.961280705282132e-16	-9.961280705282132e-16	4.688555350277999e-16
2995.47275338	-7.427546200827111e-16	-7.427546200827111e-16	4.868602768686e-16
2995.67273682	-5.852782551614626e-16	-5.852782551614626e-16	4.856752140900001e-16
