#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
5337.21543742	6.648740807751412e-16	6.638444626700883e-16	8.388863183999999e-15
5337.41542115	2.9754232752162423e-16	2.9708290499174122e-16	8.751703986109997e-15
5337.61540488	2.2515306343373474e-15	2.2480654307048763e-15	8.863618152465001e-15
5337.81538862	1.936213578116357e-15	1.9332433263593273e-15	8.487346971154998e-15
5338.01537235	2.1421795954404973e-15	2.1389039790636956e-15	8.410082259844e-15
5338.21535608	1.7100594909441475e-15	1.7074530091183028e-15	8.321088274967997e-15
5338.41533982	1.3403309205602534e-15	1.3382946620387746e-15	7.343401208659998e-15
5338.61532355	1.5281819278309828e-16	1.5258680763134395e-16	7.129477163423998e-15
5338.8163072	-4.946882124857768e-16	-4.939417923632063e-16	6.967121664979998e-15
5339.01629093	9.691262768019314e-16	9.676690593945323e-16	7.730888033324e-15
5339.21627467	3.6286653589900536e-16	3.623228133121193e-16	8.402307983297997e-15
5339.4162584	-2.5400084189456566e-16	-2.536215659859234e-16	7.856079212336003e-15
5339.61624213	6.915281598697414e-16	6.904990596860077e-16	7.234574826107998e-15
5339.81622587	-1.6729390462762617e-15	-1.6704576622147281e-15	6.933915322308001e-15
5340.0162096	-1.6546709641960684e-15	-1.6522243830128147e-15	6.766436048109001e-15
5340.21619333	-2.4081429080789083e-15	-2.404592735960909e-15	6.705539669049e-15
5340.41617707	-1.1291137222233006e-15	-1.12745374234344e-15	7.058030415597002e-15
5340.6161608	2.1784604979080301e-16	2.1752657254946802e-16	7.076079244609e-15
5340.81614453	7.808634313776562e-16	7.797208044094242e-16	7.238515474008e-15
5341.01612827	6.820659706161419e-16	6.810697492973195e-16	6.886463792221999e-15
5341.216112	-1.2266701637323802e-16	-1.2248808485670077e-16	6.748802598647998e-15
5341.41609573	7.677883916106272e-16	7.666692649291591e-16	6.406297161023999e-15
5341.61607947	1.1945597771168565e-16	1.1928188368535935e-16	6.387237196896001e-15
5341.8160632	3.0285060632193186e-16	3.0240915313926923e-16	6.469568266604998e-15
5342.01604693	-7.491161369916025e-16	-7.480235688918173e-16	6.499224233389999e-15
5342.21603067	-1.0563007741778423e-15	-1.0547591202711123e-15	6.218731795545e-15
5342.4160144	-4.498957526530641e-16	-4.492386887749821e-16	6.013979389925e-15
5342.61599814	-1.8379556961714828e-16	-1.8352697909761663e-16	6.076548707249999e-15
5342.81598187	9.233532178108352e-18	9.220033394698575e-18	6.123988227674999e-15
5343.0159656	1.0764396205823076e-15	1.0748658760755807e-15	6.143960699855998e-15
5343.21594934	-7.147140749387333e-16	-7.136696305624222e-16	6.006620561165999e-15
5343.41593307	5.24233664867238e-16	5.234683744416964e-16	6.323105958643998e-15
5343.6159168	-5.7099515387710225e-16	-5.701630795642399e-16	6.055508239565999e-15
5343.81590054	-1.46791959952194e-17	-1.4657861146283986e-17	6.138088680239999e-15
5344.01588427	8.650376973791396e-16	8.637848991618587e-16	6.163378569997e-15
5344.21686793	-7.040645928737639e-17	-7.030494250071291e-17	6.183405074120997e-15
5344.41685166	1.265561146053052e-15	1.263745853423543e-15	6.121704292194001e-15
5344.61683539	-6.639853848371937e-17	-6.630386140081287e-17	5.920141932382999e-15
5344.81681913	-1.209333749874118e-15	-1.2076205302787578e-15	5.807824151892001e-15
5345.01680286	-1.1578201056153895e-15	-1.1561912861239597e-15	5.889609453688999e-15
5345.2167866	-1.0394489565843318e-15	-1.0379973852426682e-15	5.991767164656001e-15
5345.41677033	1.2294083737322e-15	1.2277044747946865e-15	6.206584168222e-15
5345.61675406	-9.051898797742164e-16	-9.039449540773707e-16	5.921855774103999e-15
5345.8167378	-1.0524411643766792e-15	-1.0510047966036616e-15	6.104378604876002e-15
5346.01672153	-1.295633852903447e-15	-1.2938789081305521e-15	6.138344270144e-15
5346.21670527	6.440609236908842e-16	6.431949051077078e-16	6.064793382163998e-15
5346.416689	7.322381748027427e-16	7.312604136908386e-16	5.886803214527001e-15
5346.61667273	1.1254058754980416e-16	1.1239127647971278e-16	5.659883332850999e-15
5346.81665647	1.259142286233278e-16	1.2574817396772687e-16	5.799142069002e-15
5347.0166402	9.986138438189403e-16	9.973041930716564e-16	6.189320139457e-15
5347.21662394	-4.632693778570891e-16	-4.626650564700055e-16	6.124433695620999e-15
5347.41660767	1.166808865281326e-15	1.1652946306753324e-15	6.077064877851e-15
5347.61659141	-1.0631607853160366e-15	-1.0617879657853377e-15	5.75167945175e-15
5347.81657514	1.5365798337885093e-15	1.534605276528926e-15	5.697499077419999e-15
5348.01655888	2.0989409853687698e-17	2.0962564057244267e-17	5.295004430250001e-15
5348.21654261	1.1945416484088358e-15	1.193020734973649e-15	5.858756701599999e-15
5348.41652634	-3.0375275875921376e-17	-3.033677516544458e-17	5.151031978409999e-15
5348.61651008	-3.2000173907246046e-16	-3.195979403302852e-16	5.40301318202e-15
5348.81649381	8.305532509392429e-16	8.295097979330045e-16	5.432913102219e-15
5349.01647755	-9.698435636406198e-16	-9.68630465106186e-16	5.433606864100999e-15
5349.21646128	4.495380857545575e-16	4.489782125001965e-16	5.305078929458e-15
5349.41744494	-1.3388018713494235e-15	-1.3371415009850224e-15	5.115108350544e-15
5349.61742867	1.3923727366306752e-15	1.39065167821993e-15	5.414724543635001e-15
5349.81741241	-9.955001823812838e-16	-9.942648237516756e-16	5.385736163835998e-15
