wavelength	flux
4953.3	9.1590242e-18
4955.3	5.7797118e-18
4957.2	9.3049852e-18
4959.2	1.0340263e-17
4961.2	8.6434324e-18
4963.1	5.6430089e-18
4965.1	9.4438774e-18
4967.1	9.0528038e-18
4969.1	8.8787559e-18
4971.0	9.8052825e-18
4973.0	7.598203e-18
4975.0	-8.724446e-19
4976.9	1.633486e-18
4978.9	7.5014336e-18
4980.9	8.9577547e-18
4982.9	1.0228562e-17
4984.8	8.9047943e-18
4986.8	-5.9469895e-20
4988.8	-2.2410252e-18
4990.7	2.4279183e-18
4992.7	4.181433e-18
4994.7	4.10047e-19
4996.6	4.3977381e-18
4998.6	1.0010865e-17
5000.6	8.1956312e-19
5002.6	1.3401545e-18
5004.5	5.3298341e-18
5006.5	7.7664388e-18
5008.5	8.0177264e-18
5010.4	8.2647039e-18
5012.4	1.5938223e-17
5014.4	1.2627817e-17
5016.4	1.8986955e-18
5018.3	-4.7836174e-18
5020.3	-2.8857045e-19
5022.3	8.047713e-18
5024.2	2.9431944e-18
5026.2	6.235896e-18
5028.2	-4.5164552e-18
5030.2	-4.684535e-19
5032.1	7.3778751e-18
5034.1	5.5932809e-18
5036.1	8.3147504e-18
5038.0	7.5121923e-18
5040.0	8.8889233e-18
5042.0	8.8704305e-18
5043.9	1.5156203e-17
5045.9	6.7736657e-18
5047.9	7.8918405e-19
5049.9	8.1231937e-18
5051.8	1.4193651e-17
5053.8	6.6770862e-18
5055.8	1.1084217e-17
5057.7	1.3775649e-17
5059.7	1.1691043e-17
5061.7	1.4547637e-17
5063.7	6.4836566e-18
5065.6	4.5551049e-18
5067.6	2.8298056e-18
5069.6	2.754407e-18
5071.5	3.9373963e-18
5073.5	1.1140428e-17
5075.5	1.205867e-17
5077.5	9.525333e-18
5079.4	8.0020483e-18
5081.4	5.3466013e-18
5083.4	6.6445896e-18
5085.3	7.0214728e-18
5087.3	7.6897919e-18
5089.3	1.0535734e-17
5091.2	6.9879432e-18
5093.2	4.1854017e-18
5095.2	3.5681939e-18
5097.2	1.1662024e-17
5099.1	1.796763e-17
5101.1	1.4393391e-17
5103.1	7.4089694e-18
5105.0	-1.5254585e-18
5107.0	-2.1988897e-18
5109.0	4.734021e-18
5111.0	4.2160494e-18
5112.9	5.3338228e-18
5114.9	4.8730431e-18
5116.9	6.6130172e-18
5118.8	1.1837656e-17
5120.8	3.1485884e-18
5122.8	5.5829781e-18
5124.8	8.1482528e-18
5126.7	3.8876371e-18
5128.7	6.5406318e-18
5130.7	1.1178833e-17
5132.6	8.7715325e-18
5134.6	2.9273663e-18
5136.6	1.8067825e-18
5138.5	8.8815679e-18
5140.5	1.7519941e-17
5142.5	1.2219922e-17
5144.5	5.2185801e-18
5146.4	9.9240191e-19
5148.4	2.0033312e-18
5150.4	7.8342438e-18
5152.3	7.6158196e-18
5154.3	2.8049612e-18
5156.3	2.8020856e-18
5158.3	5.1843576e-18
5160.2	7.2618946e-18
5162.2	-1.9541862e-18
5164.2	-3.2529341e-18
5166.1	7.6965762e-18
5168.1	1.1477085e-17
5170.1	1.0770742e-17
5172.1	4.065098e-18
5174.0	3.0278031e-18
5176.0	2.2058705e-20
5178.0	-4.2766968e-18
5179.9	2.4536819e-18
5181.9	1.1433868e-17
5183.9	1.2409584e-18
5185.8	-2.4152708e-18
5187.8	1.0013109e-17
5189.8	1.0381942e-17
5191.8	7.8385106e-18
5193.7	4.6426416e-18
5195.7	1.0712137e-17
5197.7	1.4915414e-17
5199.6	6.9826861e-18
5201.6	8.7997964e-18
5203.6	7.5612167e-18
5205.6	6.7285158e-18
5207.5	9.6835167e-18
5209.5	1.5286502e-18
5211.5	3.257744e-18
5213.4	1.0479075e-17
5215.4	1.06722e-17
5217.4	7.8070771e-18
5219.4	8.4592951e-18
5221.3	3.7812549e-18
5223.3	-2.3828171e-18
5225.3	6.0128175e-18
5227.2	1.3105121e-17
5229.2	9.6103327e-18
5231.2	4.0589227e-18
5233.1	2.2101916e-18
5235.1	9.7264647e-18
5237.1	1.8237354e-17
5239.1	1.4335172e-17
5241.0	1.1585431e-17
5243.0	1.1855797e-17
5245.0	8.173911e-18
5246.9	3.4570382e-18
5248.9	5.8535665e-19
5250.9	6.0959577e-18
5252.9	1.0301883e-17
5254.8	1.2107144e-17
5256.8	9.9721802e-18
5258.8	5.9480506e-18
5260.7	2.9324437e-18
5262.7	3.4256086e-18
5264.7	1.2946326e-17
5266.7	2.1218539e-17
5268.6	1.8121415e-17
5270.6	9.3261306e-18
5272.6	7.6257791e-18
5274.5	6.2299787e-18
5276.5	9.2877547e-18
5278.5	1.1542635e-17
5280.4	5.2874763e-18
5282.4	7.9554439e-18
5284.4	1.1105291e-17
5286.4	6.6742738e-18
5288.3	8.249978e-18
5290.3	1.0409156e-17
5292.3	9.983153e-18
5294.2	8.4558002e-18
5296.2	8.9978774e-18
5298.2	1.0323662e-17
5300.2	7.732882e-18
5302.1	7.5387895e-18
5304.1	1.0927092e-17
5306.1	1.0509312e-17
5308.0	1.1692601e-17
5310.0	1.8161638e-17
5312.0	1.8967937e-17
5314.0	1.1307181e-17
5315.9	6.2330393e-18
5317.9	7.2052993e-18
5319.9	8.1735142e-18
5321.8	8.1815695e-18
5323.8	1.0014256e-17
5325.8	1.2653169e-17
5327.7	9.7594973e-18
5329.7	5.6309174e-18
5331.7	6.5047067e-18
5333.7	1.280699e-17
5335.6	1.9072286e-17
5337.6	1.4802102e-17
5339.6	5.5150298e-18
5341.5	7.4648818e-18
5343.5	1.6771267e-17
5345.5	1.4177902e-17
5347.5	7.2099728e-18
5349.4	7.0241579e-18
5351.4	7.6796303e-18
5353.4	6.3968876e-18
5355.3	9.7240292e-18
5357.3	9.7006788e-18
5359.3	5.4484656e-18
5361.3	4.5265294e-18
5363.2	9.8913726e-18
5365.2	1.5739163e-17
5367.2	1.290635e-17
5369.1	8.6399337e-18
5371.1	2.6493075e-18
5373.1	5.6582028e-18
5375.0	4.5552874e-18
5377.0	2.6578066e-18
5379.0	2.5838661e-18
5381.0	1.5840227e-18
5382.9	9.2384249e-18
5384.9	1.1899941e-17
5386.9	9.260549e-18
5388.8	5.2062882e-18
5390.8	8.2241608e-18
5392.8	1.311563e-17
5394.8	9.9431605e-18
5396.7	4.4000115e-18
5398.7	6.7280261e-18
5400.7	1.0452212e-17
5402.6	1.3585862e-17
5404.6	1.3748304e-17
5406.6	8.5637935e-18
5408.6	1.2837362e-17
5410.5	1.5743284e-17
5412.5	7.1849224e-18
5414.5	2.1838121e-18
5416.4	-4.635739e-19
5418.4	3.9316489e-19
5420.4	2.6424862e-18
5422.3	2.9924212e-18
5424.3	9.3190893e-18
5426.3	6.7856814e-18
5428.3	3.8279603e-18
5430.2	3.7623455e-18
5432.2	1.0751495e-18
5434.2	3.5229449e-18
5436.1	5.4097336e-18
5438.1	5.7093405e-18
5440.1	1.143378e-17
5442.1	1.1600495e-17
5444.0	9.2636706e-18
5446.0	1.3782948e-17
5448.0	1.3621132e-17
5449.9	1.8496892e-18
5451.9	6.2376621e-18
5453.9	5.1718558e-18
5455.9	5.5980113e-18
5457.8	8.0044113e-18
5459.8	8.2924506e-18
5461.8	5.9386883e-18
5463.7	3.0968246e-18
5465.7	6.3720845e-18
5467.7	2.9424373e-18
5469.6	2.4870005e-18
5471.6	8.2509552e-18
5473.6	8.7896054e-18
5475.6	7.3095388e-18
5477.5	1.0677659e-17
5479.5	1.0656924e-17
5481.5	5.3972876e-18
5483.4	5.0821278e-18
5485.4	5.7656419e-18
5487.4	6.5134129e-18
5489.4	7.4094562e-18
5491.3	2.3783758e-18
5493.3	7.3263758e-18
5495.3	3.8800764e-18
5497.2	2.6028265e-18
5499.2	4.3172858e-18
5501.2	5.905827e-18
5503.2	6.5861928e-18
5505.1	4.664735e-18
5507.1	9.5519334e-18
5509.1	7.2139835e-18
5511.0	3.751814e-18
5513.0	1.9687495e-18
5515.0	1.0989656e-17
5516.9	9.0637598e-18
5518.9	4.8892711e-18
5520.9	1.7208128e-17
5522.9	1.1482349e-17
5524.8	-1.0607873e-18
5526.8	-2.7659879e-18
5528.8	-3.1041657e-18
5530.7	4.992473e-18
5532.7	1.0618504e-17
5534.7	7.8171894e-18
5536.7	1.1413299e-17
5538.6	1.9563464e-17
5540.6	1.2108249e-17
5542.6	1.1097501e-17
5544.5	6.5967099e-18
5546.5	1.6287498e-18
5548.5	5.2931465e-18
5550.5	1.0726239e-17
5552.4	1.744293e-17
5554.4	1.477535e-17
5556.4	1.1511346e-17
5558.3	1.2472828e-17
5560.3	1.3714525e-17
5562.3	1.6010345e-17
5564.2	7.2088421e-18
5566.2	5.0011199e-18
5568.2	1.2094956e-17
5570.2	8.0984573e-18
5572.1	1.0000487e-17
5574.1	9.9659984e-18
5576.1	1.2110174e-17
5578.0	1.3206671e-17
5580.0	1.0019795e-17
5582.0	1.1774548e-17
5584.0	1.2743349e-17
5585.9	1.075558e-17
5587.9	5.2934865e-18
5589.9	4.8251267e-18
5591.8	5.4134793e-18
5593.8	8.2559764e-18
5595.8	3.8468574e-18
5597.8	7.7930445e-18
5599.7	1.5086686e-17
5601.7	1.713703e-17
5603.7	1.4305327e-17
5605.6	2.8345237e-18
5607.6	4.7084577e-18
5609.6	1.1536448e-17
5611.5	1.1611882e-17
5613.5	6.8235342e-18
5615.5	1.1900561e-17
5617.5	6.858088e-18
5619.4	1.1791803e-17
5621.4	1.2701872e-17
5623.4	2.982368e-18
5625.3	2.027462e-18
5627.3	8.6739691e-18
5629.3	1.2389608e-17
5631.3	4.2459977e-18
5633.2	8.8369304e-18
5635.2	1.1650084e-17
5637.2	1.2105085e-17
5639.1	7.6672472e-18
5641.1	6.912004e-18
5643.1	1.0990128e-17
5645.1	9.486033e-18
5647.0	9.1365734e-18
5649.0	8.7107872e-18
5651.0	8.0810396e-18
5652.9	7.4536283e-18
5654.9	6.9071089e-18
5656.9	6.3050271e-18
5658.8	5.7259785e-18
5660.8	5.2744387e-18
5662.8	3.9840317e-18
5664.8	8.0912084e-18
5666.7	1.4586715e-17
5668.7	7.9249754e-18
5670.7	1.1295581e-17
5672.6	9.1501253e-18
5674.6	-7.0413282e-19
5676.6	6.435602e-18
5678.6	8.9286061e-18
5680.5	1.2157196e-17
5682.5	1.5684928e-17
5684.5	1.625158e-17
5686.4	6.1383224e-18
5688.4	7.1921526e-18
5690.4	1.1035073e-17
5692.4	2.355241e-18
5694.3	6.6209202e-18
5696.3	9.9785421e-18
5698.3	9.6549812e-18
5700.2	1.3564512e-17
5702.2	7.6479922e-18
5704.2	9.7211969e-18
5706.1	1.2708772e-17
5708.1	1.062627e-17
5710.1	8.9045786e-18
5712.1	8.6889252e-18
5714.0	3.5221104e-18
5716.0	1.0709174e-17
5718.0	2.5079984e-17
5719.9	1.3687922e-17
5721.9	1.6132316e-17
5723.9	1.3539134e-17
5725.9	1.6117304e-17
5727.8	1.1598524e-17
5729.8	7.4085298e-18
5731.8	8.8134167e-18
5733.7	6.9321388e-18
5735.7	8.0309797e-18
5737.7	1.7407564e-17
5739.7	7.6668292e-18
5741.6	1.9906854e-18
5743.6	5.4337482e-18
5745.6	1.1700165e-17
5747.5	2.2574182e-17
5749.5	1.937019e-17
5751.5	6.4893766e-18
5753.4	1.0379341e-17
5755.4	1.5909215e-17
5757.4	9.7071847e-18
5759.4	1.1238132e-17
5761.3	1.9654348e-17
5763.3	1.5237654e-17
5765.3	1.0274451e-17
5767.2	2.1111037e-17
5769.2	1.0159386e-17
5771.2	-2.3833287e-18
5773.2	3.8565949e-19
5775.1	1.4670902e-17
5777.1	9.0074076e-18
5779.1	7.7950808e-18
5781.0	1.524635e-17
5783.0	1.4592431e-17
5785.0	1.4136106e-17
5787.0	1.7734207e-17
5788.9	7.7052527e-18
5790.9	1.0339439e-17
5792.9	1.9400566e-17
5794.8	2.6488445e-17
5796.8	2.1150842e-17
5798.8	4.5602538e-18
5800.7	3.5444835e-18
5802.7	1.6843446e-17
5804.7	1.50996e-17
5806.7	1.9996567e-17
5808.6	1.6914926e-17
5810.6	3.5960656e-18
5812.6	-3.5620572e-19
5814.5	1.0005232e-17
5816.5	1.6714497e-17
5818.5	1.0484718e-17
5820.5	8.2887039e-18
5822.4	1.1744408e-17
5824.4	1.2946148e-17
5826.4	1.8618803e-17
5828.3	3.0238168e-17
5830.3	1.9671988e-17
5832.3	3.3329614e-18
5834.3	2.4763136e-18
5836.2	9.0300796e-18
5838.2	2.3170572e-17
5840.2	2.6345359e-17
5842.1	1.3887725e-17
5844.1	1.3677432e-17
5846.1	1.8604715e-17
5848.0	1.2423624e-17
5850.0	1.0253692e-17
5852.0	8.9443289e-18
5854.0	1.9283513e-17
5855.9	1.9432486e-17
5857.9	9.5390965e-18
5859.9	1.1749913e-17
5861.8	1.2133761e-17
5863.8	7.5473161e-18
5865.8	5.0981823e-18
5867.8	1.5286479e-17
5869.7	1.2315301e-17
5871.7	1.3005369e-17
5873.7	9.2418512e-18
5875.6	8.5750924e-18
5877.6	9.1454808e-18
5879.6	9.4972215e-18
5881.6	9.7840908e-18
5883.5	1.1306744e-17
5885.5	5.7338101e-18
5887.5	1.0352198e-17
5889.4	1.8410347e-17
5891.4	1.6514797e-17
5893.4	6.106422e-18
5895.3	5.7163402e-18
5897.3	1.7250787e-17
5899.3	1.9216586e-17
5901.3	1.1802756e-17
5903.2	3.6439395e-18
5905.2	5.684358e-18
5907.2	7.7391152e-18
5909.1	1.5782209e-17
5911.1	8.3834241e-18
