wavelength	flux
6375.0	-5.4718514e-19
6376.1	-4.6243268e-19
6377.3	-1.8070384e-19
6378.5	-1.1823371e-19
6379.6	-1.8421651e-19
6380.8	-2.0003229e-19
6381.9	-1.3078518e-19
6383.1	-1.5403516e-19
6384.3	-3.117135e-19
6385.4	-1.6246251e-19
6386.6	-1.8779202e-19
6387.7	-2.7014659e-19
6388.9	-2.3569937e-19
6390.1	-9.4072599e-20
6391.2	-4.0088854e-19
6392.4	-1.5771735e-19
6393.5	-5.9189428e-19
6394.7	-1.8702416e-19
6395.8	-1.6067859e-19
6397.0	-4.3554471e-19
6398.2	-3.5897847e-19
6399.3	-5.4388033e-19
6400.5	-3.1044076e-19
6401.6	-1.2966773e-19
6402.8	-4.1763749e-19
6404.0	-1.6217976e-19
6405.1	-2.9013129e-19
6406.3	-5.3292774e-19
6407.4	-3.6255817e-19
6408.6	-4.5226788e-19
6409.8	-3.4369502e-19
6410.9	-5.4799986e-19
6412.1	-3.1092282e-19
6413.2	-2.6073662e-19
6414.4	-2.6050294e-19
6415.5	-1.2145172e-19
6416.7	-1.7686512e-19
6417.9	-2.4331062e-19
6419.0	-1.2266487e-19
6420.2	-1.4064018e-19
6421.3	-1.4916354e-19
6422.5	-1.1360291e-19
6423.7	-1.9520214e-19
6424.8	-3.6187559e-19
6426.0	-3.7360869e-19
6427.1	-2.0402969e-19
6428.3	-8.1508566e-20
6429.5	-2.72085e-19
6430.6	-2.7999323e-19
6431.8	-1.7416423e-19
6432.9	-1.4954519e-19
6434.1	-1.384444e-19
6435.2	-2.5827951e-19
6436.4	-4.600243e-19
6437.6	-2.8364154e-19
6438.7	-2.0096436e-19
6439.9	-1.9070429e-19
6441.0	-1.8934463e-19
6442.2	-2.2196535e-19
6443.4	-1.0505345e-19
6444.5	-4.4823824e-20
6445.7	-1.0710396e-19
6446.8	-8.7746222e-20
6448.0	-1.1994327e-19
6449.1	-3.9773631e-20
6450.3	-8.6786933e-20
6451.5	-1.4865068e-19
6452.6	-1.9413152e-19
6453.8	-1.3549662e-19
6454.9	-1.5778328e-19
6456.1	-1.1296715e-19
6457.3	-6.130754e-20
6458.4	-7.8925301e-20
6459.6	-9.3374353e-20
6460.7	-8.0164676e-20
6461.9	-1.0328223e-19
6463.1	-1.5308661e-19
6464.2	-1.1691444e-19
6465.4	-7.8804001e-20
6466.5	-7.4422462e-20
6467.7	-6.1825545e-20
6468.8	-7.6550968e-20
6470.0	-5.9936782e-20
6471.2	-4.1692568e-20
6472.3	-1.0819728e-19
6473.5	-1.0754404e-19
6474.6	-6.8151436e-20
6475.8	-8.2259172e-20
6477.0	-5.985993e-20
6478.1	-2.1285655e-20
