#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
5337.1984388	-4.702540083486212e-16	-4.695092983606216e-16	5.805815309210998e-15
5337.39842253	-1.1218525549649878e-15	-1.1200796012639693e-15	5.535501638800001e-15
5337.59840627	4.4222926632163264e-16	4.4153224547805374e-16	5.435564111449999e-15
5337.79839	-1.3904297983647953e-15	-1.388244901731805e-15	5.07595840114e-15
5337.99837373	9.721095987141498e-16	9.70586884646092e-16	5.433137150844001e-15
5338.19835747	1.209494677916904e-15	1.2076062321312497e-15	5.398734680400001e-15
5338.3983412	2.8502960452744845e-16	2.845860275767989e-16	5.037372812208e-15
5338.59832493	1.9662716882485406e-15	1.9632218409869325e-15	4.99228530318e-15
5338.79830867	-4.55518239454471e-16	-4.54814075199898e-16	4.970032699070999e-15
5338.9982924	6.575905286238673e-17	6.565774494628442e-17	4.936194715052001e-15
5339.19827613	-4.178501572136658e-16	-4.1720861368698316e-16	5.202247564051999e-15
5339.39825986	-1.4344295104756192e-15	-1.432234610682758e-15	4.767585733199999e-15
5339.5982436	1.3934040832867574e-15	1.3912790296839797e-15	4.797964400355e-15
5339.79822733	6.851255369230033e-16	6.840840268087696e-16	4.949698406183999e-15
5339.99821106	-1.728413535203875e-15	-1.7257941411590509e-15	5.023325179682998e-15
5340.1981948	-1.1741113973849216e-15	-1.1723372148338305e-15	4.700573117305e-15
5340.39817853	-8.321412287279093e-16	-8.308871770426841e-16	4.989304642532e-15
5340.59816226	1.50568251644899e-15	1.5034189451245876e-15	4.877191745536001e-15
5340.798146	-5.64694286285281e-17	-5.63847149706516e-17	4.898118956417001e-15
5340.99812973	-1.0689867164705827e-15	-1.067385840295906e-15	4.792480963581001e-15
5341.19811346	1.1292764366940438e-15	1.1275874540382203e-15	4.9475284683e-15
5341.3980972	4.822697607602384e-16	4.815490475757725e-16	4.781910418668e-15
5341.59808093	2.32069756963641e-15	2.317230704274531e-15	4.709806617924e-15
5341.79806467	1.7823376309489067e-15	1.779674938446144e-15	4.596276397367999e-15
5341.99904832	-1.1083638142277876e-15	-1.1067074854369878e-15	4.482798844171999e-15
5342.19903205	-2.2887496457914853e-16	-2.285327774245648e-16	4.63041710854e-15
5342.39901578	-6.664698698598587e-16	-6.654729487850838e-16	4.491605528591999e-15
5342.59899952	-4.988588704356558e-16	-4.981123652034798e-16	4.427761454754e-15
5342.79898325	4.897880424166661e-16	4.890549755386996e-16	4.312900074629999e-15
5342.99896699	1.2859747784111628e-17	1.2840503742282137e-17	4.382640895869999e-15
5343.19895072	-2.3471159394501112e-15	-2.3436058354763554e-15	4.455356102664e-15
5343.39893445	-1.0279238629780288e-15	-1.0263884932165655e-15	4.563681087504001e-15
5343.59891819	-2.212669214508224e-15	-2.2093705556017176e-15	4.671611890950001e-15
5343.79890192	-2.6235566031343426e-15	-2.6196558490725923e-15	4.447316692754e-15
5343.99888566	9.738488931535104e-16	9.724059910008374e-16	4.264418416031999e-15
5344.19886939	1.8067792692900724e-15	1.8041137067860207e-15	4.212003380246999e-15
5344.39885312	1.4586006353282744e-15	1.4564595685590488e-15	4.400316530169001e-15
5344.59883686	-8.218661863060815e-16	-8.206666547455347e-16	4.4587261564e-15
5344.79882059	6.301252496198185e-18	6.292113353045126e-18	4.392793703210002e-15
5344.99880433	-8.843577925185872e-16	-8.830837763840431e-16	4.253147355863001e-15
5345.19878806	-1.8722765335104862e-15	-1.8695983810133208e-15	4.394914533816002e-15
5345.39877179	-4.096322292102277e-16	-4.0905055970027773e-16	4.523119138248e-15
5345.59875553	-1.950905356500921e-15	-1.9481556811837486e-15	4.593530974178999e-15
5345.79873926	2.0585352264219433e-15	2.055655427796708e-15	4.051962561627001e-15
5345.998723	3.2707415582611284e-16	3.2661994592197525e-16	4.252002841424001e-15
5346.19870673	-5.099572595489121e-16	-5.092541057901172e-16	4.26176623978e-15
5346.39869046	2.1548886094954087e-15	2.151937468817699e-15	4.205568053700002e-15
5346.5986742	2.1200856327894343e-15	2.1172007118872705e-15	4.251164835852e-15
5346.79865793	1.1464737220630975e-15	1.144923023618947e-15	4.319640741288001e-15
5346.99864167	1.6552144660426169e-15	1.6529883495005096e-15	4.449223964231999e-15
5347.1986254	1.0905747581419095e-15	1.089115948497445e-15	4.248675912181e-15
5347.39960905	1.545994904542819e-15	1.5439376191932409e-15	4.270246762560001e-15
5347.59959279	-8.481732045323762e-16	-8.470501779867997e-16	4.327426464141e-15
5347.79957652	-1.2038745176370478e-16	-1.2022882767717123e-16	4.470970789161999e-15
5347.99956026	1.6999189889462846e-15	1.697689770162717e-15	4.285696300500002e-15
5348.19954399	3.0928805847770114e-17	3.088843477938001e-17	4.282298104499999e-15
5348.39952773	-6.210162992066791e-17	-6.20209376930399e-17	4.094580344310001e-15
5348.59951146	-7.328432747690896e-16	-7.318953039209079e-16	3.920832584064e-15
5348.7994952	-1.938453434710649e-15	-1.9359569478168718e-15	3.643900724542001e-15
5348.99947893	9.312963365461788e-16	9.30102037346955e-16	4.002859328260999e-15
5349.19946267	1.7639062717370092e-15	1.7616531025434214e-15	3.919551475701999e-15
5349.3994464	-1.814073690338118e-15	-1.811764197741268e-15	4.113730833169999e-15
5349.59943014	4.374725567028421e-16	4.3691718658182904e-16	4.056812295250001e-15
5349.79941387	-8.447502154095539e-16	-8.436810876292016e-16	3.959169426525001e-15
