#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
6000.16769124	4.871015610334906e-18	4.866721494134198e-18	5.251875040639999e-18
6000.36767509	5.720928159440604e-18	5.710967288554291e-18	5.318643750777999e-18
6000.56765893	3.826471173733413e-18	3.8173917687823876e-18	5.273462426312e-18
6000.76764277	7.473588318437109e-18	7.457568617880887e-18	5.280078558265e-18
6000.96762662	1.2517418520416355e-17	1.2499287796678396e-17	5.298784039747001e-18
6001.16761046	1.4681422884871993e-17	1.4669061806262943e-17	5.287185237023996e-18
6001.36859423	1.1884095411597164e-17	1.1878432923767353e-17	5.266779216569997e-18
6001.56857807	1.1251174233528656e-17	1.1247341253490787e-17	5.349921098578001e-18
6001.76856191	8.466545944553054e-18	8.463529920167459e-18	5.373156286757e-18
6001.96854576	7.263295613213441e-18	7.259780444688247e-18	5.278971529986e-18
6002.1685296	7.396083573891817e-18	7.391097072746673e-18	5.191724016640002e-18
6002.36851344	1.262289275992612e-17	1.2613255047757757e-17	5.234851277829999e-18
6002.56849729	1.5368423873759686e-17	1.535750563969856e-17	5.248079102478e-18
6002.76848113	1.2355654575198372e-17	1.234680706118721e-17	5.255321021397002e-18
6002.96846498	6.734510480706687e-18	6.7288535959613084e-18	5.16518123382e-18
6003.16844882	6.3270318432251e-18	6.320707788696077e-18	5.171080387872e-18
6003.36843267	8.397736031596836e-18	8.388012697846327e-18	5.219547456159999e-18
6003.56841651	7.65309572815769e-18	7.644281621701777e-18	5.163717051704999e-18
6003.76840035	1.9024878734858606e-17	1.9007898732250336e-17	5.235464709311999e-18
6003.9683842	1.925632532551525e-17	1.9245245981408584e-17	5.358025055136001e-18
6004.16836804	1.3258377309511765e-17	1.3252958677284389e-17	5.610203934335999e-18
6004.36835189	1.5473334696546795e-17	1.54664661153241e-17	5.995870407175001e-18
6004.56833573	2.954379187413287e-17	2.9525617103998934e-17	6.223372376186e-18
6004.76831958	3.984260171264114e-18	3.981358167208739e-18	5.770719367280001e-18
6004.96830342	3.300527552842862e-18	3.2982863102440915e-18	5.675465760149998e-18
6005.16828726	4.741272711382612e-18	4.7380079546649115e-18	5.475093804116999e-18
6005.36827111	6.361218410913893e-18	6.355348325454296e-18	5.273681178909001e-18
6005.56825495	1.3937832545966044e-17	1.3922289133749184e-17	5.231107818206996e-18
6005.7682388	1.5659106825158103e-17	1.5644026626828293e-17	5.351226581659998e-18
6005.96822264	1.6265100086124097e-17	1.6254819288977255e-17	5.260199580903998e-18
6006.16820649	3.205952546664753e-17	3.2045343535643866e-17	5.440194504427999e-18
6006.36919025	2.4529600772736816e-17	2.451908401358404e-17	5.379769160589999e-18
6006.5691741	5.6195617495503835e-18	5.6170774326714884e-18	5.14277074119e-18
6006.76915794	-2.8456906066325582e-18	-2.8445556017150384e-18	5.197357446732e-18
6006.96914179	1.0309980369694622e-17	1.0306537805300432e-17	5.271913592085e-18
6007.16912563	1.3686676909130422e-17	1.368252775837083e-17	5.246140010565999e-18
6007.36910948	1.277154679695133e-17	1.2767256722894843e-17	5.273066523334999e-18
6007.56909332	1.0677857208330329e-17	1.0673305903677845e-17	5.202757592694e-18
6007.76907717	1.7985806410620016e-17	1.7976882156661263e-17	5.317326872259998e-18
6007.96906101	1.7905650319851553e-17	1.789721318066443e-17	5.261691782106e-18
6008.16904486	7.57355271978221e-18	7.5705689526943e-18	5.038072940199e-18
6008.3690287	7.929586902402617e-18	7.926803850375589e-18	5.01311005732e-18
6008.56901255	-9.244524246733794e-19	-9.240946928830631e-19	4.950307747007999e-18
6008.76899639	7.163142403663021e-18	7.159536976505722e-18	5.062229481683999e-18
6008.96898024	1.4890868742488187e-17	1.4881723412049204e-17	5.136215901816999e-18
6009.16896408	9.010059166169802e-18	9.004682625714123e-18	5.00816312381e-18
6009.36894793	3.317581880906754e-18	3.3160099039156382e-18	4.996113795192e-18
6009.56893177	2.0620220217564174e-17	2.0611974933736318e-17	5.189250848039997e-18
6009.76891562	1.408725698087966e-17	1.408008424599702e-17	5.193604325000002e-18
6009.96889946	3.142424747478624e-18	3.139943069837737e-18	5.128177759097997e-18
6010.16888331	7.912175164083894e-18	7.90457254648922e-18	5.222867698300998e-18
6010.36886715	1.7127022079225396e-17	1.7113249470066795e-17	5.413437546976e-18
6010.568851	9.459809342441821e-18	9.45466617421369e-18	5.29465655114e-18
6010.76883484	4.067835658577038e-18	4.066150935416809e-18	5.138294751090001e-18
6010.96881869	1.003258787986445e-17	1.0028849693687534e-17	5.174911603775999e-18
6011.16880253	1.3786444411115666e-17	1.3781713269187374e-17	5.184013307000001e-18
6011.3697863	8.210775595416862e-18	8.20812531795318e-18	5.150876160616e-18
6011.56977014	1.585240246225126e-17	1.584731921998163e-17	5.334193262815999e-18
6011.76975399	1.453566902139398e-17	1.4530675692631924e-17	5.296990017906e-18
6011.96973784	1.1892515990648076e-17	1.188760767228913e-17	5.313544522124999e-18
6012.16972168	1.0350015986431381e-17	1.0344409632671713e-17	5.201828039393999e-18
6012.36970553	1.0114363753379872e-17	1.0107444778010831e-17	5.125955073024e-18
6012.56968937	1.9085233293076277e-17	1.9071104637015955e-17	5.147425124214998e-18
6012.76967322	7.95570053438968e-18	7.950458972971591e-18	4.938060432215e-18
6012.96965707	6.302508394120508e-18	6.299219663830274e-18	4.840225114378999e-18
6013.16964091	1.5604779870496683e-17	1.5597403397627804e-17	5.045254137165998e-18
6013.36962476	7.390207630909729e-18	7.386160024699541e-18	4.887351503879999e-18
6013.5696086	1.335202929286734e-18	1.3343831766918293e-18	4.907798279385001e-18
6013.76959245	8.919932196923169e-18	8.91498817569156e-18	4.926460359953998e-18
6013.9695763	9.414485408082578e-18	9.410327836866824e-18	4.889158019159999e-18
6014.16956014	1.389077037224811e-17	1.388547612978286e-17	4.974049371843999e-18
6014.36954399	1.4799211876412272e-17	1.4793621406147248e-17	4.9491492596e-18
6014.56952783	1.1833936933735125e-17	1.1829361930095553e-17	4.969661401088999e-18
6014.76951168	1.2331685488022747e-17	1.2327041343282194e-17	5.038021744695e-18
6014.96949553	1.724771353849925e-17	1.724148679282119e-17	4.964586002112e-18
6015.16947937	2.667591853900112e-17	2.666624640452687e-17	5.12461714101e-18
6015.36946322	1.0967072741625274e-17	1.0962779186516514e-17	5.004352843632e-18
