#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
2991.40409015	-2.64267294109e-15	-2.64267294109e-15	1.497398453196e-15
2991.6040736	-2.17344957811e-15	-2.17344957811e-15	1.452450056554e-15
2991.80405704	-1.5186815755e-15	-1.5186815755e-15	1.430621849241e-15
2992.00404049	-1.93042982956e-15	-1.93042982956e-15	1.398039793095e-15
2992.20402394	-2.1652932447e-15	-2.1652932447e-15	1.3697930934e-15
2992.40400738	-1.91611786875e-15	-1.91611786875e-15	1.364104090352999e-15
2992.60399083	-2.28091569019e-15	-2.28091569019e-15	1.3225160253141e-15
2992.80397428	-8.01900320852e-16	-8.01900320852e-16	1.3363604279028e-15
2993.00395772	-6.00890663282e-16	-6.00890663282e-16	1.2947166658296e-15
2993.20394117	-3.63878313213e-15	-3.63878313213e-15	1.2358986997969e-15
2993.40392462	-3.36189100855e-15	-3.36189100855e-15	1.2367729665404e-15
2993.60390806	-2.34573117009e-16	-2.34573117009e-16	1.2483652311024e-15
2993.80389151	-1.52348123747e-15	-1.52348123747e-15	1.210287461352e-15
2994.00387496	-3.59719469131e-15	-3.59719469131e-15	1.1659688892835e-15
2994.2038584	-1.6650804149e-15	-1.6650804149e-15	1.1686482573936e-15
2994.40384185	-6.97771715902e-16	-6.97771715902e-16	1.1499566032054e-15
2994.6038253	-1.24258388752e-15	-1.24258388752e-15	1.1065191623897e-15
2994.80380875	-3.45887105688e-16	-3.45887105688e-16	1.1151299158632e-15
2995.00479211	1.42737791391e-15	1.42737791391e-15	1.1236480234486e-15
2995.20477556	-9.46343570484e-16	-9.46343570484e-16	1.0618376807547e-15
2995.404759	-1.82548900065e-15	-1.82548900065e-15	1.02893032946e-15
2995.60474245	-2.15745724854e-15	-2.15745724854e-15	9.861735321900001e-16
2995.8047259	-3.44649667778e-16	-3.44649667778e-16	1.0016538639107e-15
2996.00470934	-2.6887902716e-15	-2.6887902716e-15	9.711035091528e-16
2996.20469279	-1.81557294495e-15	-1.81557294495e-15	9.483623661427998e-16
2996.40467624	-2.15901070848e-15	-2.15901070848e-15	9.438992572535996e-16
2996.60465969	-1.83107009571e-15	-1.83107009571e-15	9.263194631949998e-16
2996.80464313	-2.07322190532e-15	-2.07322190532e-15	8.964097203318e-16
2997.00462658	-7.06171705775e-16	-7.06171705775e-16	8.940667675575998e-16
2997.20461003	-4.87503013972e-16	-4.87503013972e-16	8.686410429384999e-16
2997.40459347	-1.65621591432e-15	-1.65621591432e-15	8.459110903425003e-16
2997.60457692	-2.74720085578e-15	-2.74720085578e-15	8.159838720988e-16
2997.80456037	-9.78725657602e-16	-9.78725657602e-16	8.160779282277999e-16
2998.00454382	-2.16342228445e-15	-2.16342228445e-15	7.905805896106004e-16
2998.20452726	-1.2147773787e-15	-1.2147773787e-15	7.754363836128002e-16
2998.40451071	-3.05580705548e-15	-3.05580705548e-15	7.375378207231999e-16
2998.60449416	-1.44832558426e-15	-1.44832558426e-15	7.568072681292001e-16
2998.8044776	-1.07681720467e-15	-1.07681720467e-15	7.472394904872001e-16
2999.00446105	-7.49398073373e-16	-7.49398073373e-16	7.351597348979998e-16
2999.2044445	-1.17835388042e-15	-1.17835388042e-15	7.056015293119997e-16
2999.40442795	2.66588681009e-17	2.66588681009e-17	7.062679676015997e-16
2999.60441139	-1.56168711222e-15	-1.56168711222e-15	6.785404466932999e-16
2999.80439484	-1.21969941327e-14	-1.21969941327e-14	6.608235393792001e-16
3011.00546775	-4.3854435743e-14	-4.3854435743e-14	5.658554493938e-14
3012.60633526	6.56683698556e-14	6.56683698556e-14	4.749526889473999e-14
3013.2062856	1.2181960634e-14	1.2181960634e-14	4.296439427891999e-14
3014.0062194	1.86326711216e-14	1.86326711216e-14	4.042288874520002e-14
3014.80615319	6.6266204352e-14	6.6266204352e-14	3.630218159250001e-14
3015.00613664	1.74034411866e-14	1.74034411866e-14	3.50426908832e-14
3015.20612009	1.2102032755e-14	1.2102032755e-14	3.404228708609999e-14
3015.40610354	-2.13374055704e-14	-2.13374055704e-14	3.25879972954e-14
3015.80607044	1.24255477858e-14	1.24255477858e-14	3.226172690308001e-14
3016.00605389	-7.33141217375e-15	-7.33141217375e-15	3.080813054844001e-14
3016.20603733	2.92207811294e-14	2.92207811294e-14	3.11680096389e-14
3016.40602078	7.41223462995e-15	7.41223462995e-15	3.063578559975001e-14
3016.80598768	-1.8132124091e-14	-1.8132124091e-14	2.844071027537999e-14
3017.00597113	1.40584903792e-14	1.40584903792e-14	2.770635466032001e-14
3017.20595458	4.27323514188e-14	4.27323514188e-14	2.73379986042e-14
3017.40593803	-1.37980902487e-14	-1.37980902487e-14	2.602064256009e-14
3017.60592148	3.65818348181e-14	3.65818348181e-14	2.679590133432001e-14
3017.80690484	2.72467533457e-14	2.72467533457e-14	2.572801648822e-14
3018.00688829	2.91506742816e-14	2.91506742816e-14	2.51631406308e-14
3018.20687174	1.35442452562e-14	1.35442452562e-14	2.495690764954001e-14
3018.40685519	1.70286030882e-14	1.70286030882e-14	2.466004334010001e-14
3018.60683864	5.12828255104e-15	5.12828255104e-15	2.363525147280001e-14
3018.80682209	-1.18389324465e-14	-1.18389324465e-14	2.239760482047e-14
3019.20678898	9.69380790971e-15	9.69380790971e-15	2.186730781092e-14
3019.60675588	-1.72999961683e-15	-1.72999961683e-15	2.052376405272001e-14
3019.80673933	1.98636709721e-14	1.98636709721e-14	2.083746062240001e-14
3020.00672278	-1.5625495222e-14	-1.5625495222e-14	1.992947043798e-14
3020.20670623	-1.48148242715e-14	-1.48148242715e-14	1.967707511951999e-14
3020.40668968	-1.5948780991e-14	-1.5948780991e-14	1.912451811834001e-14
3020.60667313	-4.31547651662e-15	-4.31547651662e-15	1.91979707533e-14
3020.80665658	-8.42511715852e-15	-8.42511715852e-15	1.816895514605e-14
3021.20662348	-1.67704578564e-14	-1.67704578564e-14	1.735205419272e-14
3021.40660693	7.37061919427e-15	7.37061919427e-15	1.697003189034e-14
3021.60659037	3.03278202372e-14	3.03278202372e-14	1.695583924431e-14
3021.80657382	1.29945441194e-14	1.29945441194e-14	1.661224333120001e-14
3022.00655727	4.5783082724e-14	4.5783082724e-14	1.699556017552e-14
3022.20654072	4.42124790778e-15	4.42124790778e-15	1.575569824561e-14
3022.40652417	3.42990309378e-15	3.42990309378e-15	1.533842035059e-14
3022.60650762	-1.15526767275e-14	-1.15526767275e-14	1.53221345375e-14
3022.80649107	8.22087794924e-16	8.22087794924e-16	1.50661638512e-14
3023.00647452	2.12137569957e-14	2.12137569957e-14	1.510319766509999e-14
3023.20645797	-2.06620031922e-15	-2.06620031922e-15	1.402368044026e-14
3023.40744134	-1.7622765044e-15	-1.7622765044e-15	1.35881630667e-14
3023.60742479	4.45242981606e-15	4.45242981606e-15	1.36398708907e-14
3023.80740823	4.41304351384e-15	4.41304351384e-15	1.3071688622172e-14
3024.00739168	1.99379543002e-15	1.99379543002e-15	1.291498214264e-14
3024.20737513	1.40672698704e-14	1.40672698704e-14	1.2709636185138e-14
3024.40735858	2.69886249873e-14	2.69886249873e-14	1.276670147609999e-14
3024.60734203	-2.06260273547e-14	-2.06260273547e-14	1.1971845346752e-14
3024.80732548	-2.29698659658e-14	-2.29698659658e-14	1.166593116144e-14
3025.00730893	1.76640407775e-14	1.76640407775e-14	1.195898842575e-14
3025.20729238	1.82275817086e-14	1.82275817086e-14	1.188898781985e-14
3025.40727583	-5.17234227034e-16	-5.17234227034e-16	1.1062227501888e-14
3025.60725928	3.1732239545e-15	3.1732239545e-15	1.1044474667992e-14
