#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
5337.22543661	-1.6905920286178152e-16	-1.6878942875422756e-16	4.08781489064e-15
5337.42542034	-2.111739571510457e-16	-2.1083779084039706e-16	4.122947758784001e-15
5337.62540407	3.489496407183276e-16	3.4839578500255445e-16	4.165068232500001e-15
5337.8253878	-3.747234539180003e-16	-3.741305248404319e-16	3.939840709965e-15
5338.02537154	-4.976321805625255e-16	-4.96847217716613e-16	4.036445267579999e-15
5338.22535527	-3.044740942596212e-16	-3.0399532187613967e-16	3.885150397424999e-15
5338.425339	5.38081428487238e-16	5.372380098667731e-16	3.818783149645e-15
5338.62532274	-1.075838787939913e-15	-1.0741579531804198e-15	3.675711723816e-15
5338.82530647	9.294517276586447e-16	9.280044129856891e-16	4.009283678568999e-15
5339.0252902	3.7827458599748197e-16	3.7768753004975043e-16	3.657900789773999e-15
5339.22527394	5.838072375525368e-16	5.829042749160297e-16	3.692805494519999e-15
5339.42625759	1.0394880318800336e-15	1.037885647270468e-15	3.808080403204001e-15
5339.62624132	-3.55161498017683e-16	-3.5461581293340787e-16	3.928904776850999e-15
5339.82622505	-2.295379213193297e-16	-2.291863777232563e-16	3.736038460419999e-15
5340.02620879	3.0267039650059835e-16	3.022082746889197e-16	3.967511720524001e-15
5340.22619252	4.1908496757030115e-16	4.1844696155065016e-16	3.903140048261999e-15
5340.42617625	-1.0797411556817304e-16	-1.0781018494477893e-16	3.942273483935001e-15
5340.62615999	2.6340773378782035e-16	2.630088065423315e-16	4.108931976659999e-15
5340.82614372	-3.4087608317194417e-16	-3.4036096099761884e-16	3.815019846410001e-15
5341.02612745	-4.3210318925071945e-17	-4.314514154419265e-17	3.824026798581999e-15
5341.22611119	-2.568964180378277e-16	-2.565094609384509e-16	3.823586878691999e-15
5341.42609492	-6.518151402922296e-16	-6.508341918175701e-16	3.807246998201999e-15
5341.62607865	-1.5994699738142706e-15	-1.5970638745001344e-15	3.717551540069999e-15
5341.82606239	5.96561706447534e-17	5.956643243544108e-17	3.774276828944e-15
5342.02604612	-8.801002298197956e-16	-8.787760475217046e-16	3.789414675437999e-15
5342.22602986	-3.9243228428376467e-16	-3.9184160781888596e-16	3.853684698301e-15
5342.42601359	-6.760708758844292e-16	-6.750528411119783e-16	3.49220778462e-15
5342.62599732	-6.672857096983972e-16	-6.66280552285795e-16	3.495464596416e-15
5342.82598106	-1.4569100569069303e-15	-1.454715100856817e-15	3.400930990506001e-15
5343.02596479	9.846814091871242e-16	9.831981331651936e-16	3.592031771034999e-15
5343.22594852	-8.162042016261226e-16	-8.149754381065692e-16	3.57005467171e-15
5343.42593226	-4.665557813423525e-16	-4.658542024122028e-16	3.376464668985001e-15
5343.62591599	-7.441966395493137e-16	-7.430795609151724e-16	3.361709353683e-15
5343.82589973	-6.272711294032623e-16	-6.26331964730683e-16	3.225844281840001e-15
5344.02588346	-4.5984053817259594e-17	-4.591543892562495e-17	3.246967962528002e-15
5344.22586719	-6.702072748046788e-16	-6.692114296653456e-16	3.260275554559e-15
5344.42585093	-2.5706214715837884e-16	-2.566820790646549e-16	3.3812484441e-15
5344.62683458	-5.736112219342536e-16	-5.727678860262537e-16	3.34120433472e-15
5344.82681831	4.963396711129618e-16	4.956144459782937e-16	3.428567176751002e-15
5345.02680205	-5.148336287633847e-18	-5.1408637113043994e-18	3.435533839114001e-15
5345.22678578	-7.991144373288209e-17	-7.979626857920034e-17	3.391399486536001e-15
5345.42676952	-6.597614095410756e-16	-6.588173992655748e-16	3.403487822469e-15
5345.62675325	8.070006209447889e-17	8.058544855669937e-17	3.316320525900001e-15
5345.82673698	-4.554381382679095e-16	-4.547961082877882e-16	3.333484795959999e-15
5346.02672072	2.5700741173660375e-16	2.5664776476599964e-16	3.453788704080001e-15
5346.22670445	-8.810091778733408e-17	-8.797851293116764e-17	3.410724229656998e-15
5346.42668819	-7.343477925157852e-16	-7.333344738644968e-16	3.267199712087998e-15
5346.62667192	8.263571488256342e-17	8.252241906384072e-17	3.336307378778999e-15
5346.82665566	-5.315358797869518e-16	-5.308115079046155e-16	3.153927411043e-15
5347.02663939	6.006365880210684e-16	5.998226942439568e-16	3.244439176104001e-15
5347.22662312	-5.908314431712269e-16	-5.900351712671945e-16	3.052791876077999e-15
5347.42660686	9.744293167993638e-16	9.731229338609631e-16	3.256981131303e-15
5347.62659059	6.092346907597232e-16	6.084220440694035e-16	3.182863373888001e-15
5347.82657433	-5.13742904312268e-16	-5.130609948674388e-16	3.186823898572001e-15
5348.02655806	-8.346133523531496e-16	-8.335108391081371e-16	2.967976852456001e-15
5348.2265418	2.918597526021801e-16	2.914760086670713e-16	3.054029204376001e-15
5348.42652553	1.9756319372783322e-16	1.9730462471410084e-16	3.0924849384e-15
5348.62650927	4.700881551239701e-16	4.694756958591647e-16	3.159233910275e-15
5348.826493	1.9296749675691764e-16	1.9271721801141237e-16	2.988508695414e-15
5349.02647674	5.834199576605846e-17	5.826666337517128e-17	3.117090168804001e-15
5349.22646047	-8.721441433595882e-17	-8.710230152736012e-17	3.002786984124e-15
5349.42644421	-5.322007489164855e-16	-5.31519637794999e-16	2.934726059427e-15
5349.62642794	7.282377796741443e-16	7.273099218222072e-16	3.01401936808e-15
5349.82641167	-9.961599340849498e-16	-9.948963467277538e-16	2.966083298916001e-15
5350.02739533	-1.1784034741228977e-15	-1.1769152431535114e-15	2.914886123891e-15
5350.22737906	3.493273949680994e-16	3.488881171713991e-16	2.914796480706e-15
5350.4273628	-2.2475488575139486e-16	-2.244734609306018e-16	3.123931523183999e-15
5350.62734653	-3.338660235978902e-17	-3.3344973111306097e-17	2.800101971401e-15
5350.82733027	2.204520492396304e-16	2.2017831610103567e-16	2.841924296424001e-15
5351.027314	-3.6253067773978406e-16	-3.6208239861622647e-16	2.855358793560001e-15
5351.22729774	-6.718576001979451e-16	-6.71030288204752e-16	2.830225773375e-15
5351.42728147	-6.553016618481248e-16	-6.544980739170659e-16	2.63943498602e-15
5351.62726521	-3.422136655107112e-16	-3.4179575265758096e-16	2.741951518440001e-15
5351.82724894	2.9254406741211047e-16	2.921882968197829e-16	2.767798138807e-15
5352.02723268	1.0439442969418055e-15	1.0426800154118314e-15	2.870322378931999e-15
5352.22721641	1.010065889600933e-15	1.00884779155399e-15	2.914201251720001e-15
5352.42720015	1.0975686434537997e-15	1.0962506908186973e-15	2.803848391178999e-15
5352.62718388	-1.3829972487085745e-16	-1.3813437167727045e-16	2.884231533173999e-15
5352.82716762	-1.3504978581879314e-15	-1.3488902245073399e-15	2.7157374407e-15
5353.02715135	-3.8943437546153555e-16	-3.889728338181449e-16	2.66347902333e-15
5353.22713509	-1.5638200669385315e-16	-1.5619748778854583e-16	2.628978158708999e-15
5353.42711883	5.780908287677334e-16	5.774117494404007e-16	2.437060395736001e-15
5353.62710256	-3.078527395912727e-17	-3.0749272028220487e-17	2.647855901250001e-15
5353.8270863	6.412500085589729e-17	6.40503462134511e-17	2.761024630815001e-15
5354.02707003	2.500313116050492e-16	2.4974152778062155e-16	2.6834946873e-15
5354.22705377	2.0531871877561938e-16	2.050818256490976e-16	2.685608358264e-15
5354.4270375	6.41034006440275e-16	6.402977333950495e-16	2.746226823322e-15
5354.62702124	-1.1490467518991173e-16	-1.1477330149598942e-16	2.581791194712e-15
5354.82700497	9.926762466961785e-17	9.915464806706133e-17	2.479838332444e-15
5355.02698871	4.982946850958805e-16	4.977301767692119e-16	2.585012695881001e-15
5355.22797236	1.1749832286401747e-16	1.1736582683811926e-16	2.547506547248e-15
5355.4279561	5.423809612319496e-16	5.417721869928216e-16	2.543893218546e-15
5355.62793984	-8.565218493677968e-16	-8.555649758170661e-16	2.271200873107001e-15
5355.82792357	-8.706439312006837e-16	-8.696758734292484e-16	2.461716282935001e-15
5356.02790731	-4.602086271578474e-16	-4.596993693875668e-16	2.581466329842001e-15
5356.22789104	3.7845642406587637e-17	3.7803963050491644e-17	2.637054089725e-15
5356.42787478	-1.2528831073960776e-15	-1.2515099636158707e-15	2.547951191875e-15
5356.62785851	2.645356184861335e-16	2.6424709187132986e-16	2.5054566845e-15
5356.82784225	-2.4469331961726814e-16	-2.4442772524104747e-16	2.67600301845e-15
5357.02782599	2.628726895829975e-17	2.6258874271302856e-17	2.645187420744e-15
5357.22780972	8.605864553885905e-17	8.596613800038267e-17	2.439913301408e-15
5357.42779346	-3.7380482777953523e-16	-3.7340495328269675e-16	2.373829757728001e-15
5357.62777719	-4.209845794805511e-16	-4.2053640069866815e-16	2.290341635062e-15
5357.82776093	4.61290570076397e-16	4.608018393328402e-16	2.412890102724001e-15
5358.02774467	1.6532218741972365e-17	1.6514786366270853e-17	2.53446501696e-15
5358.2277284	2.5876981744756357e-16	2.584982640399358e-16	2.491070616392e-15
5358.42771214	-4.2799564975204494e-16	-4.2754869499368123e-16	2.4292285649e-15
5358.62769588	2.162305894628093e-16	2.1600590101271045e-16	2.490925393296e-15
5358.82767961	-2.8620107516218093e-16	-2.8590517609991505e-16	2.473706883186e-15
