#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
2989.62523739	-7.553416550723161e-17	-7.553416550723161e-17	3.051012497259999e-16
2989.82522084	-7.525071747751124e-17	-7.525071747751124e-17	3.055569597132e-16
2990.02520429	-7.827499408259604e-17	-7.827499408259604e-17	3.055896786448001e-16
2990.22518773	-7.585978959392222e-17	-7.585978959392222e-17	3.06441068268e-16
2990.42517118	-8.161370608105906e-17	-8.161370608105906e-17	3.061645390368e-16
2990.62515463	-8.048410459252312e-17	-8.048410459252312e-17	3.072054414679e-16
2990.82513807	-9.11790626631821e-17	-9.11790626631821e-17	3.063318274476e-16
2991.02512152	-8.247704092426447e-17	-8.247704092426447e-17	3.086123062593999e-16
2991.22510497	-1.17608076050566e-16	-1.17608076050566e-16	3.056972617206e-16
2991.42508841	-1.1338314410051253e-16	-1.1338314410051253e-16	3.070464923412e-16
2991.62507186	-3.3592782033701387e-16	-3.3592782033701387e-16	2.931876449003e-16
2991.82505531	-2.675850073333037e-16	-2.675850073333037e-16	2.989670729178e-16
2992.02503875	-3.121438671148264e-16	-3.121438671148264e-16	2.881463638096e-16
2992.2250222	-1.2534794029191922e-16	-1.2534794029191922e-16	2.890244576637001e-16
2992.42500565	-1.0861820529159304e-17	-1.0861820529159304e-17	2.82504516576e-16
2992.62498909	-1.8482510174820373e-16	-1.8482510174820373e-16	2.691685254720001e-16
2992.82497254	-2.2489193546512613e-16	-2.2489193546512613e-16	2.657272609565e-16
2993.02495599	-2.2153257081549394e-16	-2.2153257081549394e-16	2.67230870791e-16
2993.22493943	-2.441444886686229e-16	-2.441444886686229e-16	2.621400301152e-16
2993.42492288	-1.371023958428311e-16	-1.371023958428311e-16	2.725894005548001e-16
2993.62490633	-6.00870243498397e-17	-6.00870243498397e-17	2.697728671440001e-16
2993.82488977	-2.0826411587702245e-16	-2.0826411587702245e-16	2.552882226741e-16
2994.02487322	-1.8686322770943254e-16	-1.8686322770943254e-16	2.612694277475999e-16
2994.22585658	1.1530361032378373e-17	1.1530361032378373e-17	2.665830367519999e-16
2994.42584003	-4.95833514577813e-18	-4.95833514577813e-18	2.60442454422e-16
2994.62582348	-2.8604616748357e-17	-2.8604616748357e-17	2.540769024e-16
2994.82580692	-2.302855920714715e-17	-2.302855920714715e-17	2.46137175816e-16
2995.02579037	-2.8898437681668e-16	-2.8898437681668e-16	2.301278349275999e-16
2995.22577382	-1.435537482471961e-17	-1.435537482471961e-17	2.418361095023999e-16
2995.42575727	-4.103719060015856e-17	-4.103719060015856e-17	2.457126526390001e-16
2995.62574071	-3.0126710942747285e-16	-3.0126710942747285e-16	2.311503547865e-16
2995.82572416	-1.5883311459379054e-16	-1.5883311459379054e-16	2.402166398436e-16
2996.02570761	-1.1596810669951277e-17	-1.1596810669951277e-17	2.32261782501e-16
2996.22569105	-1.227896722177683e-16	-1.227896722177683e-16	2.184517445482001e-16
2996.4256745	1.6209377356388621e-16	1.6209377356388621e-16	2.342591886852e-16
2996.62565795	-1.3803564240295413e-16	-1.3803564240295413e-16	2.240822225911999e-16
2996.82564139	-1.636780735643763e-16	-1.636780735643763e-16	2.089436180744e-16
2997.02562484	4.865125215166649e-17	4.865125215166649e-17	2.2686271536e-16
2997.22560829	7.537395083297605e-18	7.537395083297605e-18	2.129318934226e-16
2997.42559174	-6.531633690321425e-17	-6.531633690321425e-17	2.120896739094001e-16
2997.62557518	1.8995969853262508e-16	1.8995969853262508e-16	2.209223173300001e-16
