wavelength	flux
4705.0	3.4928823e-17
4706.9	3.0182985e-17
4708.9	3.1454071e-17
4710.9	3.2408255e-17
4712.9	3.175912e-17
4714.8	2.6306023e-17
4716.8	3.2621515e-17
4718.8	3.2061423e-17
4720.7	2.8735082e-17
4722.7	2.0795064e-17
4724.7	3.040148e-17
4726.7	4.0571596e-17
4728.6	4.6833884e-17
4730.6	2.7297521e-17
4732.6	2.5230514e-17
4734.5	2.6078509e-17
4736.5	3.5820945e-17
4738.5	3.0360739e-17
4740.4	3.0318519e-17
4742.4	2.5841079e-17
4744.4	3.391659e-17
4746.4	3.6947532e-17
4748.3	3.5727786e-17
4750.3	2.4224366e-17
4752.3	2.6121129e-17
4754.2	3.5456218e-17
4756.2	3.4245951e-17
4758.2	3.2741645e-17
4760.2	2.8105159e-17
4762.1	2.4074215e-17
4764.1	2.2035823e-17
4766.1	2.8606192e-17
4768.0	1.9824578e-17
4770.0	2.4281905e-17
4772.0	2.6590885e-17
4774.0	3.0702867e-17
4775.9	2.8062394e-17
4777.9	2.1103328e-17
4779.9	2.0234991e-17
4781.8	2.826904e-17
4783.8	3.1555281e-17
4785.8	2.8743611e-17
4787.7	3.1314622e-17
4789.7	3.6162199e-17
4791.7	3.9352756e-17
4793.7	3.7347922e-17
4795.6	2.935613e-17
4797.6	2.5992963e-17
4799.6	2.9918688e-17
4801.5	3.320327e-17
4803.5	3.7540411e-17
4805.5	3.886124e-17
4807.5	2.8430548e-17
4809.4	2.3241771e-17
4811.4	3.6467608e-17
4813.4	3.2040591e-17
4815.3	3.3312532e-17
4817.3	4.5218834e-17
4819.3	4.0126318e-17
4821.3	2.8646139e-17
4823.2	3.5727116e-17
4825.2	4.3016872e-17
4827.2	3.3766502e-17
4829.1	2.9961972e-17
4831.1	3.6272084e-17
4833.1	2.9886179e-17
4835.0	1.6309769e-17
4837.0	3.1788896e-17
4839.0	3.0922462e-17
4841.0	2.4723977e-17
4842.9	3.3757218e-17
4844.9	3.6999054e-17
4846.9	3.4142246e-17
4848.8	2.6784374e-17
4850.8	3.4582966e-17
4852.8	4.3603127e-17
4854.8	3.3015135e-17
4856.7	2.7840476e-17
4858.7	3.0429325e-17
4860.7	3.148531e-17
4862.6	3.1142327e-17
4864.6	3.3507371e-17
4866.6	3.7505004e-17
4868.6	3.1449767e-17
4870.5	2.8854702e-17
4872.5	2.8469843e-17
4874.5	2.5863624e-17
4876.4	2.1509923e-17
4878.4	2.2720314e-17
4880.4	2.9485222e-17
4882.3	2.8806949e-17
4884.3	3.5400344e-17
4886.3	2.7657174e-17
4888.3	2.4998012e-17
4890.2	1.9168278e-17
4892.2	2.6177372e-17
4894.2	2.9759859e-17
4896.1	2.9334776e-17
4898.1	2.7096126e-17
4900.1	2.4416595e-17
4902.1	2.6674235e-17
4904.0	3.1298878e-17
4906.0	3.0609466e-17
4908.0	2.574019e-17
4909.9	2.0475855e-17
4911.9	3.2561145e-17
4913.9	3.4555752e-17
4915.9	3.1927906e-17
4917.8	2.430803e-17
4919.8	2.5438279e-17
4921.8	1.854027e-17
4923.7	2.4072358e-17
4925.7	2.5989463e-17
4927.7	2.1416926e-17
4929.6	2.278367e-17
4931.6	2.1510763e-17
4933.6	2.6490535e-17
4935.6	3.3194956e-17
4937.5	3.1553852e-17
4939.5	2.6777534e-17
4941.5	2.4574676e-17
4943.4	2.5029033e-17
4945.4	2.7988856e-17
4947.4	2.7233205e-17
4949.4	3.0860467e-17
4951.3	2.8991414e-17
4953.3	2.7859111e-17
4955.3	3.3940955e-17
4957.2	3.1424321e-17
4959.2	3.6081581e-17
4961.2	3.2119189e-17
4963.2	2.6207643e-17
4965.1	2.7775919e-17
4967.1	2.7800878e-17
4969.1	2.2474528e-17
4971.0	3.5923908e-17
4973.0	3.356464e-17
4975.0	2.8197095e-17
4976.9	2.8417752e-17
4978.9	3.1394828e-17
4980.9	3.2350611e-17
4982.9	3.0774096e-17
4984.8	2.686255e-17
4986.8	2.6081327e-17
4988.8	2.6184733e-17
4990.7	2.617636e-17
4992.7	2.1428586e-17
4994.7	2.6748432e-17
4996.7	2.7926935e-17
4998.6	3.1418434e-17
5000.6	3.7106422e-17
5002.6	3.1610727e-17
5004.5	3.2079652e-17
5006.5	3.0228029e-17
5008.5	2.6965446e-17
5010.5	2.5392172e-17
5012.4	3.0215511e-17
5014.4	3.5263059e-17
5016.4	3.1549257e-17
5018.3	2.7713232e-17
5020.3	2.7301734e-17
5022.3	2.4965081e-17
5024.2	2.517575e-17
5026.2	2.6102364e-17
5028.2	2.8900482e-17
5030.2	2.5836302e-17
5032.1	2.9600135e-17
5034.1	2.8329498e-17
5036.1	3.015019e-17
5038.0	3.2865981e-17
5040.0	3.1003584e-17
5042.0	2.8965212e-17
5044.0	3.0607264e-17
5045.9	3.7142538e-17
5047.9	3.1757906e-17
5049.9	2.8110398e-17
5051.8	2.6283302e-17
5053.8	3.6880228e-17
5055.8	3.8830352e-17
5057.8	3.5290485e-17
5059.7	2.950011e-17
5061.7	2.6730855e-17
5063.7	3.1298796e-17
5065.6	3.5482928e-17
5067.6	3.166211e-17
5069.6	4.3050397e-17
5071.5	4.0889734e-17
5073.5	2.8128591e-17
5075.5	2.7496312e-17
5077.5	3.1176818e-17
5079.4	2.6941411e-17
5081.4	2.5754546e-17
5083.4	2.5679485e-17
5085.3	3.0576369e-17
5087.3	3.8822077e-17
5089.3	3.7231423e-17
5091.3	3.6829777e-17
5093.2	3.453047e-17
5095.2	3.4535915e-17
5097.2	3.2061581e-17
5099.1	2.9858952e-17
5101.1	2.91321e-17
5103.1	3.5819642e-17
5105.1	3.2181304e-17
5107.0	2.938647e-17
5109.0	2.7863068e-17
5111.0	2.9098104e-17
5112.9	3.3999476e-17
5114.9	3.3940841e-17
5116.9	3.2744586e-17
5118.8	3.2199912e-17
5120.8	2.9693108e-17
5122.8	2.9846454e-17
5124.8	3.2144333e-17
5126.7	3.5999767e-17
5128.7	3.0396701e-17
5130.7	2.8671946e-17
5132.6	3.2941903e-17
5134.6	3.1403065e-17
5136.6	2.9226127e-17
5138.6	2.6303657e-17
5140.5	3.0771861e-17
5142.5	3.4756702e-17
5144.5	3.375773e-17
5146.4	3.178687e-17
5148.4	3.1406201e-17
5150.4	3.2497467e-17
5152.4	3.4002648e-17
5154.3	3.3057267e-17
5156.3	3.0398714e-17
5158.3	3.0620573e-17
5160.2	2.5390032e-17
5162.2	2.3982459e-17
5164.2	2.7159558e-17
5166.1	2.4670373e-17
5168.1	2.9355803e-17
5170.1	3.2155419e-17
5172.1	2.6890265e-17
5174.0	2.5263441e-17
5176.0	3.2495115e-17
5178.0	3.1916828e-17
5179.9	2.9734837e-17
5181.9	3.2211195e-17
5183.9	2.7017896e-17
5185.9	2.5253161e-17
5187.8	2.6024081e-17
5189.8	2.8884377e-17
5191.8	3.0152784e-17
5193.7	3.0143963e-17
5195.7	2.6031136e-17
5197.7	3.0828064e-17
5199.7	2.8236045e-17
5201.6	2.4085022e-17
5203.6	2.8052223e-17
5205.6	3.0254886e-17
5207.5	2.9789509e-17
5209.5	2.7425786e-17
5211.5	2.4244687e-17
5213.4	2.5771019e-17
5215.4	2.9126853e-17
5217.4	3.0959501e-17
5219.4	2.8952916e-17
5221.3	2.9926205e-17
5223.3	3.0338454e-17
5225.3	3.3446763e-17
5227.2	3.5067338e-17
5229.2	2.734531e-17
5231.2	2.9359511e-17
5233.2	3.0532692e-17
5235.1	2.888124e-17
5237.1	3.0823289e-17
5239.1	2.5852967e-17
5241.0	2.8678751e-17
5243.0	3.1211615e-17
5245.0	3.3878511e-17
5247.0	3.0198182e-17
5248.9	2.7799425e-17
5250.9	3.0370805e-17
5252.9	3.1582649e-17
5254.8	3.0173369e-17
5256.8	2.9370067e-17
5258.8	3.4062401e-17
5260.7	2.808059e-17
5262.7	2.7672991e-17
5264.7	2.790112e-17
5266.7	2.9987438e-17
5268.6	3.1442596e-17
5270.6	2.8143944e-17
5272.6	2.8085027e-17
5274.5	3.0265525e-17
5276.5	2.9501346e-17
5278.5	2.5816345e-17
5280.5	3.1584042e-17
5282.4	3.0503698e-17
5284.4	2.9959004e-17
5286.4	3.349745e-17
5288.3	3.3535594e-17
5290.3	3.3596498e-17
5292.3	3.0702091e-17
5294.3	3.3212084e-17
5296.2	3.2474327e-17
5298.2	3.2562925e-17
5300.2	3.0105995e-17
5302.1	3.0801741e-17
5304.1	3.4803738e-17
5306.1	3.254835e-17
5308.0	2.7309042e-17
5310.0	2.873e-17
5312.0	3.2905995e-17
5314.0	3.6101253e-17
5315.9	2.8352468e-17
5317.9	3.0613725e-17
5319.9	3.1298066e-17
5321.8	2.9172263e-17
5323.8	4.1907599e-17
5325.8	4.276043e-17
5327.8	2.8908494e-17
5329.7	3.1985309e-17
5331.7	3.1324619e-17
5333.7	2.6639835e-17
5335.6	3.0483714e-17
5337.6	3.5086329e-17
5339.6	3.3519648e-17
5341.6	3.130364e-17
5343.5	3.4360308e-17
5345.5	3.5243234e-17
5347.5	3.0676289e-17
5349.4	3.0947646e-17
5351.4	3.0424531e-17
5353.4	3.0153461e-17
5355.3	2.9295507e-17
5357.3	3.2911989e-17
5359.3	3.4348264e-17
5361.3	3.4078216e-17
5363.2	3.4482782e-17
5365.2	2.9086554e-17
5367.2	2.4457415e-17
5369.1	2.7252403e-17
5371.1	3.2891518e-17
5373.1	3.1245691e-17
5375.1	2.7958627e-17
