#wls	flux	flux_err
nan	8.4100e-16	2.8625e-16
nan	8.3804e-16	2.8625e-16
nan	8.3514e-16	2.8625e-16
nan	8.3224e-16	2.8625e-16
nan	8.2926e-16	2.8625e-16
nan	8.2627e-16	2.8625e-16
nan	8.2336e-16	2.8625e-16
nan	8.2040e-16	2.8625e-16
nan	8.1746e-16	2.8625e-16
nan	8.1451e-16	2.8625e-16
nan	8.1150e-16	2.8625e-16
nan	8.0855e-16	2.8625e-16
nan	8.0562e-16	2.8625e-16
nan	8.0267e-16	2.8625e-16
nan	7.9973e-16	2.8625e-16
nan	7.9679e-16	2.8625e-16
nan	7.9378e-16	2.8625e-16
nan	7.9080e-16	2.8625e-16
nan	7.8782e-16	2.8625e-16
nan	7.8484e-16	2.8625e-16
nan	7.8189e-16	2.8625e-16
nan	7.7885e-16	2.8625e-16
nan	7.7578e-16	2.8625e-16
nan	7.7277e-16	2.8625e-16
nan	7.6976e-16	2.8625e-16
nan	7.6679e-16	2.8625e-16
nan	7.6371e-16	2.8625e-16
nan	7.6068e-16	2.8625e-16
nan	7.5764e-16	2.8625e-16
nan	7.5458e-16	2.8625e-16
nan	7.5158e-16	2.8625e-16
nan	7.4848e-16	2.8625e-16
nan	7.4536e-16	2.8625e-16
nan	7.4226e-16	2.8625e-16
nan	7.3917e-16	2.8625e-16
nan	7.3617e-16	2.8625e-16
nan	7.3316e-16	2.8625e-16
nan	7.3024e-16	2.8625e-16
nan	7.2711e-16	2.8625e-16
nan	7.2404e-16	2.8625e-16
nan	7.2099e-16	2.8625e-16
nan	7.1790e-16	2.8625e-16
nan	7.1485e-16	2.8625e-16
nan	7.1179e-16	2.8625e-16
nan	7.0879e-16	2.8625e-16
nan	7.0563e-16	2.8625e-16
nan	7.0256e-16	2.8625e-16
nan	6.9942e-16	2.8625e-16
nan	6.9637e-16	2.8625e-16
nan	6.9323e-16	2.8625e-16
nan	6.9010e-16	2.8625e-16
nan	6.8700e-16	2.8625e-16
nan	6.8399e-16	2.8625e-16
nan	6.8099e-16	2.8625e-16
nan	6.7797e-16	2.8625e-16
nan	6.7484e-16	2.8625e-16
nan	6.7176e-16	2.8625e-16
nan	6.6864e-16	2.8625e-16
nan	6.6554e-16	2.8625e-16
nan	6.6249e-16	2.8625e-16
nan	6.5938e-16	2.8625e-16
nan	6.5636e-16	2.8625e-16
nan	6.5323e-16	2.8625e-16
nan	6.5014e-16	2.8625e-16
nan	6.4702e-16	2.8625e-16
nan	6.4386e-16	2.8625e-16
nan	6.4082e-16	2.8625e-16
nan	6.3780e-16	2.8625e-16
nan	6.3474e-16	2.8625e-16
nan	6.3170e-16	2.8625e-16
nan	6.2877e-16	2.8625e-16
nan	6.2570e-16	2.8625e-16
nan	6.2261e-16	2.8625e-16
nan	6.1951e-16	2.8625e-16
nan	6.1653e-16	2.8625e-16
nan	6.1356e-16	2.8625e-16
nan	6.1056e-16	2.8625e-16
nan	6.0757e-16	2.8625e-16
nan	6.0452e-16	2.8625e-16
nan	6.0145e-16	2.8625e-16
nan	5.9842e-16	2.8625e-16
nan	5.9539e-16	2.8625e-16
nan	5.9233e-16	2.8625e-16
nan	5.8927e-16	2.8625e-16
nan	5.8621e-16	2.8625e-16
nan	5.8325e-16	2.8625e-16
nan	5.8019e-16	2.8625e-16
nan	5.7714e-16	2.8625e-16
nan	5.7418e-16	2.8625e-16
nan	5.7122e-16	2.8625e-16
nan	5.6827e-16	2.8625e-16
nan	5.6529e-16	2.8625e-16
nan	5.6230e-16	2.8625e-16
nan	5.5935e-16	2.8625e-16
nan	5.5646e-16	2.8625e-16
nan	5.5353e-16	2.8625e-16
nan	5.5056e-16	2.8625e-16
nan	5.4758e-16	2.8625e-16
nan	5.4449e-16	2.8625e-16
nan	5.4152e-16	2.8625e-16
nan	5.3861e-16	2.8625e-16
nan	5.3563e-16	2.8625e-16
nan	5.3270e-16	2.8625e-16
nan	5.2979e-16	2.8625e-16
nan	5.2685e-16	2.8625e-16
nan	5.2398e-16	2.8625e-16
nan	5.2116e-16	2.8625e-16
nan	5.1825e-16	2.8625e-16
nan	5.1531e-16	2.8625e-16
nan	5.1233e-16	2.8625e-16
nan	5.0941e-16	2.8625e-16
nan	5.0645e-16	2.8625e-16
nan	5.0351e-16	2.8625e-16
nan	5.0066e-16	2.8625e-16
nan	4.9775e-16	2.8625e-16
nan	4.9491e-16	2.8625e-16
nan	4.9207e-16	2.8625e-16
nan	4.8923e-16	2.8625e-16
nan	4.8637e-16	2.8625e-16
nan	4.8355e-16	2.8625e-16
nan	4.8072e-16	2.8625e-16
nan	4.7783e-16	2.8625e-16
nan	4.7502e-16	2.8625e-16
nan	4.7216e-16	2.8532e-16
nan	4.6931e-16	2.5871e-16
nan	4.6649e-16	2.5883e-16
nan	4.6372e-16	2.5597e-16
nan	4.6094e-16	2.5193e-16
nan	4.5818e-16	2.5174e-16
nan	4.5540e-16	2.5084e-16
nan	4.5263e-16	2.5039e-16
nan	4.5000e-16	2.4802e-16
nan	4.4730e-16	2.4694e-16
nan	4.4460e-16	2.4294e-16
nan	4.4186e-16	2.3981e-16
nan	4.3913e-16	2.3621e-16
nan	4.3653e-16	2.3617e-16
nan	4.3384e-16	2.3495e-16
nan	4.3109e-16	2.3082e-16
nan	4.2841e-16	2.3071e-16
nan	4.2572e-16	2.2725e-16
nan	4.2297e-16	2.2703e-16
nan	4.2030e-16	2.2560e-16
nan	4.1774e-16	2.2105e-16
nan	4.1515e-16	2.1966e-16
nan	4.1251e-16	2.0978e-16
nan	4.0984e-16	2.0787e-16
nan	4.0728e-16	2.0195e-16
nan	4.0476e-16	2.0135e-16
nan	4.0223e-16	2.0122e-16
nan	3.9957e-16	1.9990e-16
nan	3.9691e-16	1.9999e-16
nan	3.9430e-16	1.9776e-16
nan	3.9177e-16	1.9418e-16
nan	3.8929e-16	1.9409e-16
nan	3.8673e-16	1.9409e-16
nan	3.8424e-16	1.9416e-16
nan	3.8178e-16	1.9417e-16
nan	3.7928e-16	1.9417e-16
nan	3.7683e-16	1.9430e-16
nan	3.7429e-16	1.9457e-16
nan	3.7187e-16	1.9464e-16
nan	3.6947e-16	1.9465e-16
nan	3.6714e-16	1.9461e-16
nan	3.6481e-16	1.9461e-16
nan	3.6244e-16	1.9473e-16
nan	3.6010e-16	1.9475e-16
nan	3.5773e-16	1.9501e-16
nan	3.5535e-16	1.9545e-16
nan	3.5302e-16	1.9582e-16
nan	3.5058e-16	1.9594e-16
nan	3.4826e-16	1.9625e-16
nan	3.4596e-16	1.9639e-16
nan	3.4365e-16	1.9656e-16
nan	3.4132e-16	1.9669e-16
nan	3.3898e-16	1.9490e-16
nan	3.3676e-16	1.9491e-16
nan	3.3453e-16	1.9447e-16
nan	3.3225e-16	1.9404e-16
nan	3.2994e-16	1.9365e-16
nan	3.2772e-16	1.9319e-16
nan	3.2557e-16	1.9304e-16
nan	3.2338e-16	1.9266e-16
nan	3.2122e-16	1.9286e-16
nan	3.1907e-16	1.9266e-16
nan	3.1692e-16	1.9156e-16
nan	3.1476e-16	1.8907e-16
nan	3.1272e-16	1.8830e-16
nan	3.1062e-16	1.8477e-16
nan	3.0849e-16	1.8383e-16
nan	3.0638e-16	1.8316e-16
nan	3.0422e-16	1.8141e-16
nan	3.0214e-16	1.8149e-16
nan	3.0011e-16	1.7931e-16
