#wls	flux	flux_err
nan	2.8422e-20	3.3027e-20
nan	2.9545e-20	3.3027e-20
nan	3.2698e-20	3.3027e-20
nan	3.1787e-20	3.3027e-20
nan	3.3071e-20	3.3027e-20
nan	3.5644e-20	3.3027e-20
nan	3.6220e-20	3.3027e-20
nan	3.7375e-20	3.3027e-20
nan	4.0632e-20	3.3027e-20
nan	4.4034e-20	3.3027e-20
nan	4.6801e-20	3.3027e-20
nan	4.9460e-20	3.3027e-20
nan	5.2175e-20	3.3027e-20
nan	5.4246e-20	3.3027e-20
nan	5.6030e-20	3.3027e-20
nan	5.7008e-20	3.3027e-20
nan	5.8280e-20	3.3027e-20
nan	6.1689e-20	3.3027e-20
nan	6.3851e-20	3.3027e-20
nan	6.5004e-20	3.3027e-20
nan	6.6553e-20	3.3027e-20
nan	6.8532e-20	4.3647e-20
nan	7.2149e-20	5.4198e-20
nan	7.2720e-20	5.6785e-20
nan	7.1532e-20	5.6594e-20
nan	7.4090e-20	5.7038e-20
nan	7.7992e-20	5.6957e-20
nan	8.1368e-20	5.7085e-20
nan	8.1259e-20	5.9050e-20
nan	8.5719e-20	6.4392e-20
nan	8.9847e-20	6.5367e-20
nan	9.2488e-20	6.6914e-20
nan	9.2070e-20	7.0900e-20
nan	9.2002e-20	7.2898e-20
nan	9.4326e-20	7.2976e-20
nan	9.6815e-20	7.5150e-20
nan	9.9811e-20	7.5408e-20
nan	1.0186e-19	7.5635e-20
nan	1.0297e-19	7.7704e-20
nan	1.0598e-19	7.7612e-20
nan	1.0593e-19	7.9336e-20
nan	1.0844e-19	7.9653e-20
nan	1.1679e-19	8.0353e-20
nan	1.2099e-19	8.1799e-20
nan	1.2447e-19	8.3367e-20
nan	1.2846e-19	8.3477e-20
nan	1.3031e-19	8.3614e-20
nan	1.3206e-19	8.4423e-20
nan	1.3545e-19	8.4393e-20
nan	1.3933e-19	8.4319e-20
nan	1.4159e-19	8.4402e-20
nan	1.4509e-19	8.4818e-20
nan	1.5064e-19	8.4869e-20
nan	1.5679e-19	9.0033e-20
