#wls	flux	flux_err
nan	3.4464e-17	2.5039e-17
nan	3.4485e-17	2.5039e-17
nan	3.4833e-17	2.5039e-17
nan	3.5216e-17	2.5039e-17
nan	3.5553e-17	2.5039e-17
nan	3.5810e-17	2.5039e-17
nan	3.5893e-17	2.5039e-17
nan	3.6190e-17	2.5039e-17
nan	3.6196e-17	2.5039e-17
nan	3.6321e-17	2.5039e-17
nan	3.6564e-17	2.5039e-17
nan	3.6860e-17	2.5039e-17
nan	3.6930e-17	2.5039e-17
nan	3.6959e-17	2.5039e-17
nan	3.7159e-17	2.5039e-17
nan	3.7494e-17	2.5039e-17
nan	3.7723e-17	2.5039e-17
nan	3.8013e-17	2.5039e-17
nan	3.8391e-17	2.5039e-17
nan	3.8663e-17	2.5039e-17
nan	3.8869e-17	2.5039e-17
nan	3.8997e-17	2.5039e-17
nan	3.9357e-17	2.5039e-17
nan	3.9709e-17	2.5039e-17
nan	4.0225e-17	2.5039e-17
nan	4.0637e-17	2.5039e-17
nan	4.1039e-17	2.5039e-17
nan	4.1255e-17	2.5039e-17
nan	4.1359e-17	2.5039e-17
nan	4.1464e-17	2.5039e-17
nan	4.1928e-17	2.5039e-17
nan	4.2129e-17	2.5039e-17
nan	4.2302e-17	2.5039e-17
nan	4.2749e-17	2.5039e-17
nan	4.3068e-17	2.5039e-17
nan	4.3416e-17	2.5039e-17
nan	4.3759e-17	2.5039e-17
nan	4.4331e-17	2.5039e-17
nan	4.4702e-17	2.5039e-17
nan	4.4855e-17	2.5039e-17
nan	4.5241e-17	2.5039e-17
nan	4.5409e-17	2.5833e-17
nan	4.5867e-17	2.6516e-17
nan	4.6313e-17	2.6755e-17
nan	4.6725e-17	2.6684e-17
nan	4.7240e-17	2.6654e-17
nan	4.7603e-17	2.6797e-17
nan	4.7906e-17	2.6674e-17
nan	4.8380e-17	2.6552e-17
nan	4.8904e-17	2.7003e-17
nan	4.9272e-17	2.6894e-17
nan	4.9665e-17	2.6647e-17
nan	5.0133e-17	2.6595e-17
nan	5.0501e-17	2.6393e-17
nan	5.0948e-17	2.6560e-17
nan	5.1368e-17	2.6247e-17
nan	5.1737e-17	2.6307e-17
nan	5.2024e-17	2.6877e-17
nan	5.2243e-17	2.6797e-17
nan	5.2769e-17	2.6475e-17
nan	5.3194e-17	2.6277e-17
nan	5.3672e-17	2.5979e-17
nan	5.3919e-17	2.5848e-17
nan	5.4180e-17	2.5545e-17
nan	5.4435e-17	2.5299e-17
nan	5.4534e-17	2.5332e-17
nan	5.4881e-17	2.5450e-17
nan	5.4924e-17	2.5163e-17
nan	5.5457e-17	2.5160e-17
nan	5.5639e-17	2.5186e-17
nan	5.6062e-17	2.5095e-17
nan	5.6408e-17	2.4950e-17
nan	5.6564e-17	2.5065e-17
nan	5.6867e-17	2.5589e-17
nan	5.7142e-17	2.5250e-17
nan	5.7567e-17	2.4992e-17
nan	5.7870e-17	2.5177e-17
nan	5.8170e-17	2.4994e-17
nan	5.8361e-17	2.4915e-17
nan	5.8721e-17	2.4876e-17
nan	5.8945e-17	2.4840e-17
nan	5.9360e-17	2.4948e-17
nan	5.9666e-17	2.4986e-17
nan	5.9810e-17	2.4596e-17
nan	6.0079e-17	2.4177e-17
nan	6.0361e-17	2.3738e-17
nan	6.0524e-17	2.3765e-17
nan	6.0698e-17	2.3877e-17
nan	6.1011e-17	2.3869e-17
nan	6.1264e-17	2.3950e-17
nan	6.1528e-17	2.3612e-17
nan	6.1859e-17	2.3904e-17
nan	6.2113e-17	2.3919e-17
nan	6.2363e-17	2.4059e-17
nan	6.2519e-17	2.4013e-17
nan	6.2754e-17	2.4018e-17
nan	6.2983e-17	2.4514e-17
nan	6.3218e-17	2.4508e-17
nan	6.3460e-17	2.4584e-17
nan	6.3706e-17	2.4598e-17
nan	6.3956e-17	2.4327e-17
nan	6.4209e-17	2.4509e-17
nan	6.4463e-17	2.4265e-17
nan	6.4718e-17	2.4173e-17
nan	6.4973e-17	2.4174e-17
nan	6.5227e-17	2.4320e-17
nan	6.5479e-17	2.3472e-17
nan	6.5729e-17	2.3768e-17
nan	6.5776e-17	2.3753e-17
nan	6.5894e-17	2.3009e-17
nan	6.5944e-17	2.2603e-17
nan	6.6092e-17	2.2579e-17
nan	6.6107e-17	2.2538e-17
nan	6.6063e-17	2.2481e-17
nan	6.6206e-17	2.2423e-17
nan	6.6330e-17	2.2731e-17
nan	6.6418e-17	2.2554e-17
nan	6.6391e-17	2.2450e-17
nan	6.6515e-17	2.2823e-17
nan	6.6614e-17	2.2795e-17
nan	6.6750e-17	2.2807e-17
nan	6.6768e-17	2.2037e-17
nan	6.6832e-17	2.1554e-17
nan	6.6997e-17	2.1497e-17
nan	6.6950e-17	2.1587e-17
nan	6.7037e-17	2.1833e-17
nan	6.7005e-17	2.1778e-17
nan	6.6996e-17	2.1766e-17
nan	6.6901e-17	2.1726e-17
nan	6.6998e-17	2.1211e-17
nan	6.6898e-17	2.1507e-17
nan	6.6938e-17	2.1568e-17
nan	6.6968e-17	2.1523e-17
nan	6.7104e-17	2.1490e-17
nan	6.7034e-17	2.1489e-17
nan	6.6875e-17	2.1930e-17
nan	6.6894e-17	2.1781e-17
nan	6.6810e-17	2.1028e-17
nan	6.6716e-17	2.1043e-17
nan	6.6733e-17	2.1043e-17
nan	6.6684e-17	2.1086e-17
nan	6.6633e-17	2.1057e-17
nan	6.6649e-17	2.1127e-17
nan	6.6558e-17	2.1402e-17
nan	6.6460e-17	2.1306e-17
nan	6.6523e-17	2.1231e-17
nan	6.6438e-17	2.1388e-17
nan	6.6498e-17	2.1290e-17
nan	6.6518e-17	2.1374e-17
nan	6.6400e-17	2.1364e-17
nan	6.6353e-17	2.1721e-17
nan	6.6394e-17	2.1997e-17
nan	6.6277e-17	2.1914e-17
nan	6.6280e-17	2.1429e-17
nan	6.6275e-17	2.1669e-17
nan	6.6239e-17	2.1701e-17
nan	6.6183e-17	2.1562e-17
nan	6.6123e-17	2.1472e-17
nan	6.6048e-17	2.1327e-17
nan	6.6006e-17	2.1654e-17
nan	6.6003e-17	2.1650e-17
nan	6.5881e-17	2.1925e-17
nan	6.5774e-17	2.1890e-17
nan	6.5693e-17	2.2307e-17
nan	6.5550e-17	2.2293e-17
nan	6.5293e-17	2.2270e-17
nan	6.5299e-17	2.2179e-17
nan	6.5269e-17	2.2226e-17
nan	6.4971e-17	2.2110e-17
nan	6.5050e-17	2.2071e-17
nan	6.4996e-17	2.1917e-17
nan	6.5153e-17	2.1793e-17
nan	6.5218e-17	2.1774e-17
nan	6.5136e-17	2.1626e-17
