#wls	flux	flux_err
nan	4.0626e-19	2.4452e-19
nan	4.1452e-19	2.4452e-19
nan	4.2073e-19	2.4452e-19
nan	4.2761e-19	2.4452e-19
nan	4.3036e-19	2.4452e-19
nan	4.3305e-19	2.4452e-19
nan	4.3726e-19	2.4452e-19
nan	4.5020e-19	2.4452e-19
nan	4.5949e-19	2.4452e-19
nan	4.6830e-19	2.4452e-19
nan	4.7357e-19	2.4452e-19
nan	4.8445e-19	2.4452e-19
nan	4.9502e-19	2.4452e-19
nan	5.0186e-19	2.4452e-19
nan	5.1257e-19	2.4452e-19
nan	5.1958e-19	2.4452e-19
nan	5.1646e-19	2.4452e-19
nan	5.1527e-19	2.4452e-19
nan	5.1877e-19	2.4452e-19
nan	5.2243e-19	2.4452e-19
nan	5.2842e-19	2.4452e-19
nan	5.3349e-19	2.4452e-19
nan	5.3991e-19	2.4851e-19
nan	5.4899e-19	2.5113e-19
nan	5.5338e-19	2.5000e-19
nan	5.6200e-19	2.5258e-19
nan	5.7691e-19	2.5311e-19
nan	5.8765e-19	2.5140e-19
nan	5.9862e-19	2.5405e-19
nan	5.9696e-19	2.5872e-19
nan	5.9670e-19	2.6333e-19
nan	6.0013e-19	2.4751e-19
nan	6.0137e-19	2.4926e-19
nan	6.0390e-19	2.4380e-19
nan	6.0054e-19	2.4488e-19
nan	5.9924e-19	2.3793e-19
nan	6.0268e-19	2.4121e-19
nan	6.0675e-19	2.4117e-19
nan	6.1424e-19	2.3887e-19
nan	6.1122e-19	2.3631e-19
nan	6.0946e-19	2.5008e-19
nan	6.0999e-19	2.4663e-19
nan	6.1664e-19	2.5276e-19
nan	6.2334e-19	2.6520e-19
nan	6.1958e-19	2.6297e-19
nan	6.2202e-19	2.7044e-19
nan	6.2429e-19	2.7234e-19
nan	6.2360e-19	2.7200e-19
nan	6.2280e-19	2.7196e-19
nan	6.2523e-19	2.6469e-19
nan	6.2794e-19	2.6090e-19
nan	6.2326e-19	2.6229e-19
nan	6.2153e-19	2.6600e-19
nan	6.1876e-19	2.6497e-19
nan	6.1337e-19	2.4781e-19
nan	6.1626e-19	2.4658e-19
nan	6.1765e-19	2.4488e-19
nan	6.1698e-19	2.4397e-19
nan	6.2613e-19	2.4852e-19
nan	6.3437e-19	2.4884e-19
nan	6.3723e-19	2.4982e-19
nan	6.4124e-19	2.5493e-19
nan	6.4387e-19	2.5935e-19
nan	6.5031e-19	2.7601e-19
nan	6.5750e-19	2.9427e-19
nan	6.6251e-19	2.9264e-19
nan	6.6898e-19	2.9115e-19
nan	6.7631e-19	2.8928e-19
nan	6.7889e-19	2.8773e-19
nan	6.8698e-19	2.9467e-19
nan	6.8984e-19	3.0305e-19
nan	6.9683e-19	3.0633e-19
nan	7.0465e-19	3.0742e-19
