#wls	flux	flux_err
nan	2.9836e-17	3.2543e-17
nan	3.0235e-17	3.2543e-17
nan	3.0780e-17	3.2543e-17
nan	3.1176e-17	3.2543e-17
nan	3.1520e-17	3.2543e-17
nan	3.1936e-17	3.2543e-17
nan	3.2374e-17	3.2543e-17
nan	3.2826e-17	3.2543e-17
nan	3.3253e-17	3.2543e-17
nan	3.3654e-17	3.2543e-17
nan	3.4097e-17	3.2543e-17
nan	3.4570e-17	3.2543e-17
nan	3.5016e-17	3.2543e-17
nan	3.5319e-17	3.2543e-17
nan	3.5753e-17	3.2543e-17
nan	3.5991e-17	3.2543e-17
nan	3.6240e-17	3.2543e-17
nan	3.6544e-17	3.2543e-17
nan	3.6802e-17	3.2543e-17
nan	3.7297e-17	3.2543e-17
nan	3.7546e-17	3.2543e-17
nan	3.7740e-17	3.2543e-17
nan	3.8097e-17	3.2543e-17
nan	3.8303e-17	3.2543e-17
nan	3.8477e-17	3.2543e-17
nan	3.8732e-17	3.2543e-17
nan	3.9021e-17	3.2543e-17
nan	3.9374e-17	3.2543e-17
nan	3.9632e-17	3.2543e-17
nan	3.9785e-17	3.2543e-17
nan	3.9947e-17	3.2543e-17
nan	4.0118e-17	3.2543e-17
nan	4.0201e-17	3.2543e-17
nan	4.0328e-17	3.2543e-17
nan	4.0414e-17	3.2543e-17
nan	4.0516e-17	3.2543e-17
nan	4.0673e-17	3.2543e-17
nan	4.0813e-17	3.2543e-17
nan	4.0860e-17	3.2324e-17
nan	4.0884e-17	3.2221e-17
nan	4.1054e-17	3.2169e-17
nan	4.1199e-17	3.2266e-17
nan	4.1312e-17	3.2069e-17
nan	4.1401e-17	3.1865e-17
nan	4.1467e-17	3.1196e-17
nan	4.1505e-17	3.1106e-17
nan	4.1521e-17	3.0800e-17
nan	4.1518e-17	3.0847e-17
nan	4.1495e-17	3.0821e-17
nan	4.1453e-17	2.9728e-17
nan	4.1394e-17	2.9420e-17
nan	4.1316e-17	2.9551e-17
nan	4.1226e-17	2.9247e-17
nan	4.1170e-17	2.8983e-17
nan	4.1020e-17	2.8728e-17
nan	4.0971e-17	2.8484e-17
nan	4.0790e-17	2.8251e-17
nan	4.0684e-17	2.8040e-17
nan	4.0566e-17	2.7840e-17
nan	4.0370e-17	2.7684e-17
nan	4.0205e-17	2.7542e-17
nan	4.0116e-17	2.7441e-17
nan	3.9988e-17	2.7400e-17
nan	3.9750e-17	2.7537e-17
nan	3.9553e-17	2.7131e-17
nan	3.9357e-17	2.6856e-17
nan	3.9079e-17	2.6816e-17
nan	3.8850e-17	2.6586e-17
nan	3.8581e-17	2.6601e-17
nan	3.8336e-17	2.6506e-17
nan	3.7985e-17	2.6379e-17
nan	3.7652e-17	2.5002e-17
nan	3.7342e-17	2.4875e-17
nan	3.6994e-17	2.4837e-17
nan	3.6744e-17	2.4616e-17
nan	3.6413e-17	2.4252e-17
nan	3.6232e-17	2.2637e-17
nan	3.6004e-17	2.2583e-17
nan	3.5584e-17	2.2209e-17
nan	3.5258e-17	2.1913e-17
nan	3.4911e-17	2.1916e-17
nan	3.4457e-17	2.1612e-17
nan	3.4032e-17	1.9233e-17
nan	3.3546e-17	1.9363e-17
nan	3.3248e-17	1.9060e-17
nan	3.2893e-17	1.8715e-17
nan	3.2471e-17	1.8638e-17
nan	3.2167e-17	1.8536e-17
nan	3.1669e-17	1.6839e-17
nan	3.1193e-17	1.7056e-17
nan	3.0680e-17	1.6962e-17
nan	3.0142e-17	1.6829e-17
nan	2.9716e-17	1.6811e-17
nan	2.9227e-17	1.6796e-17
nan	2.8789e-17	1.6675e-17
nan	2.8243e-17	1.6636e-17
nan	2.7743e-17	1.6457e-17
nan	2.7243e-17	1.6485e-17
nan	2.6746e-17	1.6604e-17
nan	2.6250e-17	1.6792e-17
nan	2.5756e-17	1.6844e-17
nan	2.5264e-17	1.7048e-17
nan	2.4774e-17	1.7178e-17
nan	2.4288e-17	1.7301e-17
nan	2.3806e-17	1.7273e-17
nan	2.3328e-17	1.7417e-17
nan	2.2856e-17	1.7119e-17
nan	2.2389e-17	1.6741e-17
nan	2.2009e-17	1.6742e-17
nan	2.1616e-17	1.6555e-17
nan	2.1219e-17	1.6561e-17
nan	2.0822e-17	1.6413e-17
nan	2.0424e-17	1.6297e-17
nan	2.0027e-17	1.6544e-17
nan	1.9631e-17	1.6351e-17
nan	1.9239e-17	1.6138e-17
nan	1.8837e-17	1.6079e-17
nan	1.8441e-17	1.6083e-17
nan	1.8052e-17	1.5987e-17
nan	1.7671e-17	1.5980e-17
nan	1.7309e-17	1.5993e-17
nan	1.6965e-17	1.5674e-17
nan	1.6640e-17	1.5152e-17
nan	1.6338e-17	1.5079e-17
