#wls	flux	flux_err
nan	3.8052e-16	2.5771e-16
nan	3.7999e-16	2.5771e-16
nan	3.7945e-16	2.5771e-16
nan	3.7891e-16	2.5771e-16
nan	3.7839e-16	2.5771e-16
nan	3.7784e-16	2.5771e-16
nan	3.7726e-16	2.5771e-16
nan	3.7668e-16	2.5771e-16
nan	3.7612e-16	2.5771e-16
nan	3.7553e-16	2.5771e-16
nan	3.7497e-16	2.5771e-16
nan	3.7437e-16	2.5771e-16
nan	3.7377e-16	2.5771e-16
nan	3.7315e-16	2.5771e-16
nan	3.7257e-16	2.5771e-16
nan	3.7196e-16	2.5771e-16
nan	3.7136e-16	2.5771e-16
nan	3.7076e-16	2.5771e-16
nan	3.7011e-16	2.5771e-16
nan	3.6949e-16	2.5771e-16
nan	3.6889e-16	2.5771e-16
nan	3.6823e-16	2.5771e-16
nan	3.6757e-16	2.5771e-16
nan	3.6690e-16	2.5771e-16
nan	3.6624e-16	2.5771e-16
nan	3.6558e-16	2.5771e-16
nan	3.6490e-16	2.5771e-16
nan	3.6423e-16	2.5771e-16
nan	3.6352e-16	2.5771e-16
nan	3.6279e-16	2.5771e-16
nan	3.6207e-16	2.5771e-16
nan	3.6133e-16	2.5771e-16
nan	3.6061e-16	2.5771e-16
nan	3.5987e-16	2.5771e-16
nan	3.5911e-16	2.5771e-16
nan	3.5836e-16	2.5771e-16
nan	3.5761e-16	2.5771e-16
nan	3.5685e-16	2.5771e-16
nan	3.5611e-16	2.5771e-16
nan	3.5535e-16	2.5771e-16
nan	3.5455e-16	2.5771e-16
nan	3.5374e-16	2.5771e-16
nan	3.5295e-16	2.5771e-16
nan	3.5214e-16	2.5771e-16
nan	3.5133e-16	2.5771e-16
nan	3.5050e-16	2.5771e-16
nan	3.4966e-16	2.5771e-16
nan	3.4884e-16	2.5771e-16
nan	3.4802e-16	2.5771e-16
nan	3.4719e-16	2.5771e-16
nan	3.4633e-16	2.5771e-16
nan	3.4546e-16	2.5771e-16
nan	3.4461e-16	2.5771e-16
nan	3.4377e-16	2.5771e-16
nan	3.4291e-16	2.5771e-16
nan	3.4200e-16	2.5771e-16
nan	3.4109e-16	2.5771e-16
nan	3.4023e-16	2.5771e-16
nan	3.3931e-16	2.5771e-16
nan	3.3838e-16	2.5771e-16
nan	3.3746e-16	2.5771e-16
nan	3.3653e-16	2.5771e-16
nan	3.3563e-16	2.5771e-16
nan	3.3471e-16	2.5771e-16
nan	3.3376e-16	2.5771e-16
nan	3.3280e-16	2.5771e-16
nan	3.3186e-16	2.5771e-16
nan	3.3093e-16	2.5771e-16
nan	3.2996e-16	2.5771e-16
nan	3.2899e-16	2.5771e-16
nan	3.2805e-16	2.5771e-16
nan	3.2706e-16	2.5771e-16
nan	3.2606e-16	2.5771e-16
nan	3.2505e-16	2.5771e-16
nan	3.2404e-16	2.5771e-16
nan	3.2302e-16	2.5771e-16
nan	3.2202e-16	2.5771e-16
nan	3.2102e-16	2.5771e-16
nan	3.2000e-16	2.5771e-16
nan	3.1898e-16	2.5771e-16
nan	3.1796e-16	2.5771e-16
nan	3.1695e-16	2.5771e-16
nan	3.1589e-16	2.5771e-16
nan	3.1483e-16	2.5771e-16
nan	3.1377e-16	2.5771e-16
nan	3.1273e-16	2.5771e-16
nan	3.1167e-16	2.5771e-16
nan	3.1060e-16	2.5771e-16
nan	3.0953e-16	2.5771e-16
nan	3.0847e-16	2.5771e-16
nan	3.0741e-16	2.5771e-16
nan	3.0634e-16	2.5771e-16
nan	3.0526e-16	2.5771e-16
nan	3.0418e-16	2.5771e-16
nan	3.0308e-16	2.5771e-16
nan	3.0198e-16	2.5771e-16
nan	3.0087e-16	2.5771e-16
nan	2.9976e-16	2.5771e-16
nan	2.9864e-16	2.5771e-16
nan	2.9751e-16	2.5771e-16
nan	2.9638e-16	2.5771e-16
nan	2.9526e-16	2.5771e-16
nan	2.9412e-16	2.5771e-16
nan	2.9299e-16	2.5771e-16
nan	2.9185e-16	2.5771e-16
nan	2.9071e-16	2.5771e-16
nan	2.8955e-16	2.5771e-16
nan	2.8842e-16	2.5771e-16
nan	2.8729e-16	2.5771e-16
nan	2.8613e-16	2.5771e-16
nan	2.8497e-16	2.5771e-16
nan	2.8381e-16	2.5771e-16
nan	2.8264e-16	2.5771e-16
nan	2.8145e-16	2.5771e-16
nan	2.8027e-16	2.5771e-16
nan	2.7911e-16	2.5771e-16
nan	2.7792e-16	2.5771e-16
nan	2.7672e-16	2.5771e-16
nan	2.7551e-16	2.5771e-16
nan	2.7430e-16	2.5771e-16
nan	2.7309e-16	2.5771e-16
nan	2.7187e-16	2.5771e-16
nan	2.7065e-16	2.5780e-16
nan	2.6943e-16	2.5770e-16
nan	2.6820e-16	2.5557e-16
nan	2.6697e-16	2.5566e-16
nan	2.6574e-16	2.5548e-16
nan	2.6450e-16	2.5223e-16
nan	2.6326e-16	2.5226e-16
nan	2.6202e-16	2.5235e-16
nan	2.6079e-16	2.5231e-16
nan	2.5955e-16	2.5149e-16
nan	2.5832e-16	2.4870e-16
nan	2.5708e-16	2.4871e-16
nan	2.5584e-16	2.4800e-16
nan	2.5460e-16	2.4794e-16
nan	2.5336e-16	2.4724e-16
nan	2.5212e-16	2.4695e-16
nan	2.5087e-16	2.4411e-16
nan	2.4963e-16	2.4375e-16
nan	2.4838e-16	2.4375e-16
nan	2.4713e-16	2.4352e-16
nan	2.4587e-16	2.4352e-16
nan	2.4463e-16	2.4328e-16
nan	2.4337e-16	2.4246e-16
nan	2.4209e-16	2.4148e-16
nan	2.4082e-16	2.4152e-16
nan	2.3955e-16	2.4137e-16
nan	2.3827e-16	2.4136e-16
nan	2.3700e-16	2.3754e-16
nan	2.3572e-16	2.3400e-16
nan	2.3444e-16	2.2928e-16
nan	2.3316e-16	2.2891e-16
nan	2.3188e-16	2.2814e-16
nan	2.3061e-16	2.2806e-16
nan	2.2935e-16	2.2787e-16
nan	2.2805e-16	2.2720e-16
nan	2.2675e-16	2.2661e-16
nan	2.2545e-16	2.2647e-16
nan	2.2416e-16	2.2597e-16
nan	2.2288e-16	2.2569e-16
nan	2.2156e-16	2.2478e-16
nan	2.2024e-16	2.2473e-16
nan	2.1896e-16	2.2375e-16
nan	2.1765e-16	2.2310e-16
nan	2.1635e-16	2.2262e-16
nan	2.1502e-16	2.2221e-16
nan	2.1371e-16	2.2184e-16
nan	2.1241e-16	2.2157e-16
nan	2.1112e-16	2.2138e-16
nan	2.0980e-16	2.2130e-16
