#wls	flux	flux_err
nan	1.8694e-16	5.3284e-16
nan	1.8727e-16	5.3284e-16
nan	1.8760e-16	5.3284e-16
nan	1.8790e-16	5.3284e-16
nan	1.8816e-16	5.3284e-16
nan	1.8845e-16	5.3284e-16
nan	1.8868e-16	5.3284e-16
nan	1.8892e-16	5.3284e-16
nan	1.8916e-16	5.3284e-16
nan	1.8939e-16	5.3284e-16
nan	1.8959e-16	5.3284e-16
nan	1.8981e-16	5.3284e-16
nan	1.9001e-16	5.3284e-16
nan	1.9020e-16	5.3284e-16
nan	1.9037e-16	5.3284e-16
nan	1.9053e-16	5.3284e-16
nan	1.9068e-16	5.3284e-16
nan	1.9083e-16	5.3284e-16
nan	1.9099e-16	5.3284e-16
nan	1.9114e-16	5.3284e-16
nan	1.9130e-16	5.3284e-16
nan	1.9143e-16	5.3284e-16
nan	1.9155e-16	5.3284e-16
nan	1.9165e-16	5.3284e-16
nan	1.9174e-16	5.3284e-16
nan	1.9182e-16	5.3284e-16
nan	1.9190e-16	5.3284e-16
nan	1.9195e-16	5.3284e-16
nan	1.9201e-16	5.3284e-16
nan	1.9205e-16	5.3284e-16
nan	1.9208e-16	5.3284e-16
nan	1.9211e-16	5.3284e-16
nan	1.9213e-16	5.3284e-16
nan	1.9215e-16	5.3284e-16
nan	1.9215e-16	5.3284e-16
nan	1.9214e-16	5.3284e-16
nan	1.9212e-16	5.3284e-16
nan	1.9210e-16	5.3284e-16
nan	1.9207e-16	5.3284e-16
nan	1.9203e-16	5.3284e-16
nan	1.9199e-16	5.3284e-16
nan	1.9193e-16	5.3284e-16
nan	1.9187e-16	5.3284e-16
nan	1.9180e-16	5.3284e-16
nan	1.9173e-16	5.3284e-16
nan	1.9164e-16	5.3284e-16
nan	1.9155e-16	5.3284e-16
nan	1.9147e-16	5.3284e-16
nan	1.9135e-16	5.3284e-16
nan	1.9122e-16	5.3284e-16
nan	1.9108e-16	5.3284e-16
nan	1.9094e-16	5.3284e-16
nan	1.9082e-16	5.3284e-16
nan	1.9066e-16	5.3284e-16
nan	1.9052e-16	5.3284e-16
nan	1.9036e-16	5.3284e-16
nan	1.9019e-16	5.3284e-16
nan	1.9001e-16	5.3284e-16
nan	1.8982e-16	5.3284e-16
nan	1.8961e-16	5.3284e-16
nan	1.8941e-16	5.3284e-16
nan	1.8918e-16	5.3284e-16
nan	1.8898e-16	5.3284e-16
nan	1.8875e-16	5.3284e-16
nan	1.8849e-16	5.3284e-16
nan	1.8822e-16	5.3284e-16
nan	1.8795e-16	5.3284e-16
nan	1.8766e-16	5.3284e-16
nan	1.8739e-16	5.3284e-16
nan	1.8710e-16	5.3284e-16
nan	1.8683e-16	5.3284e-16
nan	1.8653e-16	5.3284e-16
nan	1.8620e-16	5.3284e-16
nan	1.8588e-16	5.3284e-16
nan	1.8556e-16	5.3284e-16
nan	1.8521e-16	5.3284e-16
nan	1.8485e-16	5.3284e-16
nan	1.8447e-16	5.3284e-16
nan	1.8412e-16	5.3284e-16
