#wls	flux	flux_err
nan	1.3425e-16	3.4611e-16
nan	1.3442e-16	3.4611e-16
nan	1.3451e-16	3.4611e-16
nan	1.3465e-16	3.4611e-16
nan	1.3479e-16	3.4611e-16
nan	1.3490e-16	3.4611e-16
nan	1.3497e-16	3.4611e-16
nan	1.3505e-16	3.4611e-16
nan	1.3511e-16	3.4611e-16
nan	1.3519e-16	3.4611e-16
nan	1.3528e-16	3.4611e-16
nan	1.3536e-16	3.4611e-16
nan	1.3545e-16	3.4611e-16
nan	1.3548e-16	3.4611e-16
nan	1.3551e-16	3.4611e-16
nan	1.3553e-16	3.4611e-16
nan	1.3555e-16	3.4611e-16
nan	1.3555e-16	3.4611e-16
nan	1.3562e-16	3.4611e-16
nan	1.3562e-16	3.4611e-16
nan	1.3560e-16	3.4611e-16
nan	1.3559e-16	3.4611e-16
nan	1.3558e-16	3.4611e-16
nan	1.3557e-16	3.4611e-16
nan	1.3554e-16	3.4611e-16
nan	1.3555e-16	3.4611e-16
nan	1.3557e-16	3.4611e-16
nan	1.3551e-16	3.4611e-16
nan	1.3543e-16	3.4611e-16
nan	1.3540e-16	3.4611e-16
nan	1.3533e-16	3.4611e-16
nan	1.3526e-16	3.4611e-16
nan	1.3522e-16	3.4611e-16
nan	1.3516e-16	3.4611e-16
nan	1.3506e-16	3.4611e-16
nan	1.3499e-16	3.4611e-16
nan	1.3487e-16	3.4611e-16
nan	1.3476e-16	3.4611e-16
nan	1.3463e-16	3.4611e-16
nan	1.3450e-16	3.4611e-16
nan	1.3436e-16	3.4611e-16
nan	1.3422e-16	3.4611e-16
nan	1.3408e-16	3.4611e-16
nan	1.3393e-16	3.4611e-16
nan	1.3378e-16	3.4611e-16
nan	1.3363e-16	3.4611e-16
nan	1.3347e-16	3.4611e-16
nan	1.3330e-16	3.4611e-16
nan	1.3313e-16	3.4611e-16
nan	1.3296e-16	3.4611e-16
nan	1.3278e-16	3.4611e-16
nan	1.3259e-16	3.4611e-16
nan	1.3239e-16	3.4611e-16
