#wls	flux	flux_err
nan	1.1287e-15	7.1543e-16
nan	1.1360e-15	7.1543e-16
nan	1.1408e-15	7.1543e-16
nan	1.1482e-15	7.1543e-16
nan	1.1523e-15	7.1543e-16
nan	1.1528e-15	7.1543e-16
nan	1.1590e-15	7.1543e-16
nan	1.1679e-15	7.1543e-16
nan	1.1756e-15	7.1543e-16
nan	1.1788e-15	7.1543e-16
nan	1.1798e-15	7.1543e-16
nan	1.1829e-15	7.1543e-16
nan	1.1886e-15	7.1543e-16
nan	1.1926e-15	7.1543e-16
nan	1.1945e-15	7.1543e-16
nan	1.2001e-15	7.1543e-16
nan	1.2071e-15	7.1543e-16
nan	1.2119e-15	7.1543e-16
nan	1.2162e-15	7.1543e-16
nan	1.2232e-15	7.1543e-16
nan	1.2309e-15	7.1543e-16
nan	1.2355e-15	7.1543e-16
nan	1.2388e-15	7.1543e-16
nan	1.2440e-15	7.1543e-16
nan	1.2501e-15	7.1543e-16
nan	1.2565e-15	7.1543e-16
nan	1.2618e-15	7.1543e-16
nan	1.2646e-15	7.1543e-16
nan	1.2679e-15	7.1543e-16
nan	1.2705e-15	7.1543e-16
nan	1.2736e-15	7.1543e-16
nan	1.2750e-15	7.1543e-16
nan	1.2760e-15	7.1543e-16
nan	1.2782e-15	7.1543e-16
nan	1.2793e-15	7.1543e-16
nan	1.2804e-15	7.1543e-16
nan	1.2823e-15	7.1543e-16
nan	1.2856e-15	7.1543e-16
nan	1.2891e-15	7.1658e-16
nan	1.2915e-15	7.0395e-16
nan	1.2912e-15	6.9579e-16
nan	1.2915e-15	6.9549e-16
nan	1.2932e-15	6.9947e-16
nan	1.2946e-15	7.0254e-16
nan	1.2974e-15	7.0077e-16
nan	1.2988e-15	6.8879e-16
nan	1.3006e-15	6.7536e-16
nan	1.2996e-15	6.6360e-16
nan	1.2983e-15	6.6892e-16
nan	1.3011e-15	6.7043e-16
nan	1.3032e-15	6.7131e-16
nan	1.3027e-15	6.8133e-16
nan	1.3041e-15	6.8224e-16
nan	1.3050e-15	6.8233e-16
nan	1.3059e-15	6.8390e-16
nan	1.3076e-15	6.7522e-16
nan	1.3085e-15	6.7315e-16
nan	1.3072e-15	6.7271e-16
nan	1.3081e-15	6.7400e-16
nan	1.3094e-15	6.7302e-16
nan	1.3104e-15	6.7399e-16
nan	1.3117e-15	6.6963e-16
nan	1.3137e-15	6.6308e-16
nan	1.3168e-15	6.5855e-16
nan	1.3197e-15	6.5270e-16
nan	1.3220e-15	6.3916e-16
nan	1.3232e-15	6.3331e-16
nan	1.3240e-15	6.2520e-16
nan	1.3262e-15	6.2468e-16
nan	1.3285e-15	6.2417e-16
nan	1.3292e-15	6.2015e-16
nan	1.3285e-15	6.1999e-16
nan	1.3301e-15	6.1574e-16
nan	1.3312e-15	6.1510e-16
nan	1.3308e-15	6.1455e-16
nan	1.3317e-15	6.1309e-16
nan	1.3343e-15	6.1994e-16
nan	1.3366e-15	6.2479e-16
