#wls	flux	flux_err
nan	1.3782e-16	5.7194e-17
nan	1.3639e-16	5.7194e-17
nan	1.3504e-16	5.7194e-17
nan	1.3358e-16	5.7194e-17
nan	1.3239e-16	5.7194e-17
nan	1.3099e-16	5.7194e-17
nan	1.2959e-16	5.7194e-17
nan	1.2818e-16	5.7194e-17
nan	1.2680e-16	5.7194e-17
nan	1.2551e-16	5.7194e-17
nan	1.2435e-16	5.7194e-17
nan	1.2287e-16	5.7194e-17
nan	1.2178e-16	5.7194e-17
nan	1.2041e-16	5.7194e-17
nan	1.1935e-16	5.7194e-17
nan	1.1805e-16	5.7194e-17
nan	1.1692e-16	5.7194e-17
nan	1.1562e-16	5.7194e-17
nan	1.1444e-16	5.7194e-17
nan	1.1325e-16	5.7194e-17
nan	1.1216e-16	5.7194e-17
nan	1.1109e-16	5.7194e-17
nan	1.1005e-16	5.7194e-17
nan	1.0885e-16	5.7194e-17
nan	1.0767e-16	5.7194e-17
nan	1.0652e-16	5.7194e-17
nan	1.0520e-16	5.7194e-17
nan	1.0413e-16	5.7194e-17
nan	1.0317e-16	5.7194e-17
nan	1.0205e-16	5.7194e-17
nan	1.0112e-16	5.7194e-17
nan	9.9930e-17	5.7194e-17
nan	9.8921e-17	5.7194e-17
nan	9.8012e-17	5.7194e-17
nan	9.7025e-17	5.7194e-17
nan	9.6140e-17	5.7194e-17
nan	9.5117e-17	5.7194e-17
nan	9.4039e-17	5.6929e-17
nan	9.3091e-17	5.7135e-17
nan	9.2262e-17	5.6844e-17
nan	9.1537e-17	5.6842e-17
nan	9.0584e-17	5.6437e-17
nan	8.9909e-17	5.6430e-17
nan	8.8958e-17	5.6512e-17
nan	8.8327e-17	5.6521e-17
nan	8.7762e-17	5.6996e-17
nan	8.6774e-17	5.6997e-17
nan	8.5927e-17	5.7144e-17
nan	8.5323e-17	5.7155e-17
nan	8.4814e-17	5.6982e-17
nan	8.3879e-17	5.7068e-17
nan	8.3271e-17	5.6894e-17
nan	8.2727e-17	5.8461e-17
nan	8.2105e-17	5.8276e-17
nan	8.1503e-17	5.8182e-17
nan	8.0866e-17	5.7320e-17
nan	8.0298e-17	5.6015e-17
nan	7.9931e-17	5.5345e-17
nan	7.9515e-17	5.4963e-17
nan	7.9110e-17	5.4982e-17
nan	7.9015e-17	5.4042e-17
nan	7.8756e-17	5.3277e-17
nan	7.8396e-17	5.1857e-17
nan	7.8005e-17	5.1513e-17
nan	7.7906e-17	4.9324e-17
nan	7.7748e-17	4.9423e-17
nan	7.7406e-17	4.9438e-17
nan	7.7123e-17	4.8885e-17
nan	7.6992e-17	4.6153e-17
nan	7.6794e-17	4.6269e-17
nan	7.6759e-17	4.3899e-17
nan	7.6634e-17	4.2587e-17
nan	7.6778e-17	4.2156e-17
nan	7.6808e-17	4.2635e-17
nan	7.6846e-17	4.1971e-17
nan	7.6963e-17	4.1408e-17
nan	7.7153e-17	4.1875e-17
nan	7.7181e-17	4.1819e-17
nan	7.7165e-17	4.1404e-17
nan	7.7581e-17	4.0667e-17
nan	7.7581e-17	4.0687e-17
nan	7.7815e-17	4.0266e-17
nan	7.7772e-17	4.0064e-17
nan	7.7802e-17	4.0183e-17
nan	7.8350e-17	4.0233e-17
nan	7.8762e-17	3.9386e-17
nan	7.9309e-17	3.9417e-17
nan	7.9811e-17	3.8625e-17
nan	8.0152e-17	3.8400e-17
nan	8.0463e-17	3.7260e-17
nan	8.0767e-17	3.6316e-17
nan	8.1060e-17	3.6360e-17
nan	8.1457e-17	3.6300e-17
