#wls	flux	flux_err
6386.7000	3.2242e-16	6.4837e-18
6387.9000	3.2234e-16	6.4837e-18
6389.1000	3.2224e-16	6.4837e-18
6390.1000	3.2221e-16	6.4837e-18
6391.3000	3.2215e-16	6.4837e-18
6392.4000	3.2219e-16	6.4837e-18
6393.6000	3.2225e-16	6.4837e-18
6394.7000	3.2224e-16	6.4837e-18
6395.9000	3.2215e-16	6.4837e-18
6397.1000	3.2208e-16	6.4837e-18
6398.2000	3.2218e-16	6.4837e-18
6399.4000	3.2223e-16	6.4837e-18
6400.4000	3.2212e-16	6.4837e-18
6401.6000	3.2200e-16	6.4837e-18
6402.8000	3.2191e-16	6.4837e-18
6403.9000	3.2182e-16	6.4837e-18
6405.1000	3.2175e-16	6.4837e-18
6406.2000	3.2171e-16	6.4837e-18
6407.4000	3.2165e-16	6.4837e-18
6408.5000	3.2155e-16	6.4837e-18
6409.7000	3.2152e-16	6.4837e-18
6410.8000	3.2157e-16	6.4837e-18
6411.9000	3.2162e-16	6.8753e-18
6413.1000	3.2166e-16	7.0798e-18
6414.2000	3.2164e-16	6.9521e-18
6415.4000	3.2156e-16	6.9486e-18
6416.6000	3.2146e-16	6.7816e-18
6417.7000	3.2142e-16	6.5142e-18
6418.9000	3.2136e-16	6.4836e-18
6420.0000	3.2132e-16	6.4826e-18
6421.1000	3.2136e-16	6.4707e-18
6422.2000	3.2125e-16	6.3382e-18
6423.4000	3.2108e-16	6.3246e-18
6424.6000	3.2088e-16	6.2859e-18
6425.7000	3.2070e-16	6.1784e-18
6426.9000	3.2061e-16	6.1048e-18
6428.0000	3.2062e-16	5.9283e-18
6429.2000	3.2056e-16	5.9325e-18
6430.4000	3.2043e-16	5.9623e-18
6431.4000	3.2036e-16	5.9837e-18
6432.6000	3.2027e-16	5.8523e-18
6433.7000	3.2010e-16	6.0444e-18
6434.9000	3.1988e-16	5.7400e-18
6436.0000	3.1967e-16	5.6913e-18
6437.2000	3.1945e-16	5.7101e-18
6438.4000	3.1934e-16	5.6352e-18
6439.5000	3.1923e-16	5.7179e-18
6440.7000	3.1908e-16	5.7295e-18
6441.7000	3.1890e-16	5.7530e-18
6442.9000	3.1877e-16	5.7318e-18
6444.1000	3.1862e-16	5.7313e-18
6445.2000	3.1837e-16	5.6044e-18
6446.4000	3.1819e-16	5.5727e-18
6447.5000	3.1804e-16	5.5372e-18
6448.7000	3.1787e-16	5.6612e-18
6449.8000	3.1770e-16	5.6611e-18
6451.0000	3.1753e-16	5.8796e-18
6452.1000	3.1731e-16	6.0394e-18
6453.2000	3.1716e-16	6.0381e-18
6454.4000	3.1719e-16	5.9840e-18
6455.5000	3.1708e-16	5.9613e-18
6456.7000	3.1684e-16	6.0241e-18
6457.9000	3.1665e-16	6.1184e-18
6459.0000	3.1656e-16	6.1210e-18
6460.2000	3.1644e-16	6.1256e-18
6461.3000	3.1635e-16	5.7020e-18
6462.4000	3.1629e-16	5.4444e-18
6463.5000	3.1613e-16	5.5042e-18
6464.7000	3.1606e-16	5.6152e-18
6465.9000	3.1601e-16	5.5902e-18
6467.0000	3.1587e-16	5.6372e-18
6468.2000	3.1570e-16	5.6104e-18
6469.3000	3.1562e-16	5.6583e-18
6470.5000	3.1560e-16	5.6581e-18
6471.7000	3.1558e-16	5.7745e-18
6472.7000	3.1560e-16	5.8150e-18
6473.9000	3.1570e-16	6.0547e-18
6475.0000	3.1579e-16	6.0160e-18
6476.2000	3.1581e-16	6.1078e-18
6477.3000	3.1578e-16	6.2291e-18
6478.5000	3.1572e-16	6.3161e-18
6479.7000	3.1569e-16	6.3093e-18
6480.8000	3.1571e-16	6.2352e-18
6482.0000	3.1570e-16	6.1819e-18
6483.0000	3.1563e-16	6.0560e-18
6484.2000	3.1564e-16	6.1746e-18
6485.4000	3.1574e-16	6.1593e-18
6486.5000	3.1582e-16	6.2036e-18
6487.7000	3.1590e-16	6.2829e-18
6488.8000	3.1599e-16	6.2800e-18
6490.0000	3.1595e-16	6.2978e-18
6491.1000	3.1599e-16	6.2486e-18
6492.2000	3.1593e-16	6.2422e-18
6493.4000	3.1582e-16	6.2285e-18
6494.5000	3.1576e-16	6.1886e-18
6495.7000	3.1565e-16	6.2413e-18
6496.8000	3.1562e-16	6.5441e-18
6498.0000	3.1575e-16	6.4243e-18
6499.1000	3.1587e-16	6.4655e-18
6500.3000	3.1587e-16	6.3453e-18
6501.5000	3.1582e-16	6.1960e-18
6502.5000	3.1573e-16	6.2063e-18
6503.7000	3.1557e-16	6.4334e-18
6504.8000	3.1548e-16	6.5378e-18
6506.0000	3.1542e-16	6.3742e-18
6507.2000	3.1523e-16	6.3894e-18
6508.3000	3.1504e-16	6.5040e-18
6509.5000	3.1497e-16	6.4906e-18
6510.6000	3.1505e-16	6.5039e-18
6511.8000	3.1521e-16	6.5155e-18
6512.8000	3.1528e-16	6.4840e-18
6514.0000	3.1527e-16	6.3758e-18
6515.2000	3.1526e-16	6.4244e-18
6516.3000	3.1532e-16	6.3538e-18
6517.5000	3.1534e-16	6.3445e-18
6518.6000	3.1536e-16	6.3457e-18
6519.8000	3.1544e-16	6.3533e-18
6521.0000	3.1547e-16	6.3156e-18
6522.1000	3.1541e-16	6.2238e-18
6523.2000	3.1545e-16	6.0219e-18
6524.3000	3.1561e-16	5.9402e-18
6525.5000	3.1564e-16	5.8182e-18
6526.6000	3.1565e-16	5.6325e-18
6527.8000	3.1566e-16	5.6440e-18
6529.0000	3.1566e-16	5.5398e-18
6530.1000	3.1555e-16	5.8255e-18
6531.3000	3.1555e-16	5.7771e-18
6532.4000	3.1556e-16	5.9540e-18
6533.5000	3.1548e-16	5.8672e-18
6534.7000	3.1552e-16	5.8382e-18
6535.8000	3.1552e-16	5.8302e-18
6537.0000	3.1534e-16	5.7659e-18
6538.1000	3.1520e-16	5.6709e-18
6539.3000	3.1520e-16	5.7807e-18
6540.4000	3.1504e-16	5.7633e-18
6541.6000	3.1486e-16	5.7334e-18
6542.8000	3.1494e-16	5.8622e-18
6543.8000	3.1508e-16	6.1270e-18
6545.0000	3.1513e-16	6.1559e-18
6546.1000	3.1514e-16	5.7984e-18
6547.3000	3.1510e-16	5.7875e-18
6548.5000	3.1492e-16	5.7606e-18
6549.6000	3.1485e-16	5.8460e-18
6550.8000	3.1491e-16	5.9280e-18
6551.9000	3.1485e-16	5.9472e-18
6553.1000	3.1494e-16	5.6715e-18
6554.1000	3.1498e-16	5.6278e-18
6555.3000	3.1501e-16	5.6431e-18
6556.5000	3.1508e-16	5.4868e-18
6557.6000	3.1497e-16	5.3378e-18
6558.8000	3.1485e-16	5.5653e-18
6559.9000	3.1480e-16	5.5883e-18
6561.1000	3.1466e-16	5.6025e-18
6562.3000	3.1454e-16	5.5639e-18
6563.4000	3.1442e-16	5.5077e-18
6564.5000	3.1425e-16	5.4059e-18
6565.6000	3.1418e-16	5.3842e-18
6566.8000	3.1412e-16	5.4909e-18
6567.9000	3.1399e-16	5.4338e-18
6569.1000	3.1394e-16	5.4324e-18
6570.3000	3.1397e-16	5.3859e-18
6571.4000	3.1395e-16	5.4409e-18
6572.6000	3.1398e-16	5.4687e-18
6573.7000	3.1408e-16	5.5130e-18
6574.8000	3.1405e-16	5.5820e-18
6576.0000	3.1395e-16	5.6571e-18
6577.1000	3.1397e-16	5.7006e-18
6578.3000	3.1410e-16	5.6966e-18
6579.4000	3.1420e-16	5.2246e-18
6580.6000	3.1408e-16	5.2060e-18
6581.7000	3.1381e-16	5.0912e-18
6582.9000	3.1359e-16	5.1192e-18
6584.1000	3.1349e-16	5.1392e-18
6585.1000	3.1338e-16	5.2451e-18
6586.3000	3.1323e-16	5.2859e-18
6587.4000	3.1319e-16	5.4749e-18
6588.6000	3.1317e-16	5.5313e-18
6589.7000	3.1316e-16	5.6371e-18
6590.9000	3.1315e-16	5.6791e-18
6592.1000	3.1313e-16	5.6447e-18
6593.2000	3.1305e-16	5.4397e-18
6594.4000	3.1293e-16	5.5200e-18
6595.4000	3.1278e-16	5.5801e-18
6596.6000	3.1266e-16	5.6220e-18
6597.8000	3.1256e-16	5.7533e-18
6598.9000	3.1232e-16	5.5693e-18
6600.1000	3.1218e-16	5.6146e-18
6601.2000	3.1211e-16	5.6072e-18
6602.4000	3.1200e-16	5.6071e-18
6603.5000	3.1198e-16	5.5493e-18
6604.7000	3.1197e-16	5.5318e-18
6605.8000	3.1201e-16	5.5302e-18
6606.9000	3.1199e-16	5.5103e-18
6608.1000	3.1197e-16	5.2748e-18
6609.2000	3.1211e-16	5.3895e-18
6610.4000	3.1220e-16	5.3796e-18
6611.6000	3.1216e-16	5.3791e-18
6612.7000	3.1212e-16	5.3911e-18
6613.9000	3.1203e-16	5.3810e-18
6615.0000	3.1191e-16	5.3864e-18
6616.1000	3.1183e-16	5.4040e-18
6617.2000	3.1179e-16	5.5787e-18
6618.4000	3.1178e-16	5.6474e-18
6619.6000	3.1175e-16	5.9452e-18
6620.7000	3.1161e-16	5.9543e-18
6621.9000	3.1129e-16	5.9699e-18
6623.0000	3.1117e-16	5.9551e-18
6624.2000	3.1117e-16	5.9995e-18
6625.4000	3.1122e-16	5.9451e-18
6626.4000	3.1126e-16	5.8198e-18
6627.6000	3.1108e-16	5.8516e-18
6628.7000	3.1074e-16	5.9556e-18
6629.9000	3.1053e-16	6.0039e-18
6631.0000	3.1043e-16	5.8936e-18
6632.2000	3.1028e-16	5.7432e-18
6633.4000	3.1014e-16	5.7257e-18
6634.5000	3.1004e-16	5.5895e-18
6635.7000	3.0990e-16	5.5258e-18
6636.7000	3.0979e-16	5.5246e-18
6637.9000	3.0970e-16	5.4788e-18
6639.1000	3.0949e-16	5.4309e-18
6640.2000	3.0932e-16	5.4667e-18
6641.4000	3.0936e-16	5.4017e-18
6642.5000	3.0938e-16	5.3420e-18
6643.7000	3.0921e-16	5.2536e-18
6644.8000	3.0907e-16	5.2794e-18
6646.0000	3.0897e-16	5.2715e-18
6647.1000	3.0883e-16	5.1639e-18
6648.2000	3.0865e-16	5.1703e-18
6649.4000	3.0844e-16	4.8263e-18
6650.5000	3.0829e-16	4.8091e-18
6651.7000	3.0824e-16	4.8068e-18
6652.9000	3.0822e-16	5.3104e-18
6654.0000	3.0807e-16	5.9319e-18
6655.2000	3.0779e-16	6.1354e-18
6656.3000	3.0764e-16	6.1408e-18
6657.4000	3.0749e-16	6.2175e-18
6658.5000	3.0732e-16	6.1146e-18
6659.7000	3.0709e-16	6.1204e-18
6660.9000	3.0680e-16	6.1427e-18
6662.0000	3.0658e-16	6.1624e-18
6663.2000	3.0635e-16	6.2125e-18
6664.3000	3.0609e-16	6.2379e-18
6665.5000	3.0581e-16	6.1529e-18
6666.7000	3.0568e-16	6.0027e-18
6667.7000	3.0559e-16	5.9542e-18
6668.9000	3.0549e-16	5.7344e-18
6670.0000	3.0537e-16	5.7626e-18
6671.2000	3.0519e-16	5.6878e-18
6672.3000	3.0495e-16	5.7590e-18
6673.5000	3.0462e-16	5.7582e-18
6674.7000	3.0423e-16	5.7581e-18
6675.8000	3.0393e-16	5.8050e-18
6677.0000	3.0367e-16	5.7663e-18
6678.0000	3.0338e-16	5.8073e-18
6679.2000	3.0313e-16	5.7468e-18
6680.4000	3.0285e-16	5.7468e-18
6681.5000	3.0247e-16	5.7806e-18
6682.7000	3.0218e-16	5.7674e-18
6683.8000	3.0207e-16	5.7862e-18
6685.0000	3.0203e-16	5.8509e-18
6686.1000	3.0179e-16	5.8556e-18
6687.3000	3.0149e-16	5.7962e-18
6688.4000	3.0125e-16	5.7955e-18
6689.5000	3.0101e-16	5.7109e-18
6690.7000	3.0089e-16	5.7162e-18
6691.8000	3.0070e-16	5.7747e-18
6693.0000	3.0048e-16	5.6747e-18
6694.1000	3.0022e-16	5.5684e-18
6695.3000	3.0001e-16	5.5316e-18
6696.5000	2.9998e-16	5.5487e-18
6697.6000	2.9990e-16	5.7710e-18
6698.7000	2.9963e-16	5.7985e-18
6699.8000	2.9926e-16	5.7301e-18
6701.0000	2.9883e-16	5.7302e-18
6702.2000	2.9842e-16	5.3977e-18
6703.3000	2.9843e-16	5.1640e-18
6704.5000	2.9835e-16	5.5758e-18
6705.6000	2.9808e-16	5.7533e-18
6706.8000	2.9793e-16	5.6782e-18
6707.9000	2.9786e-16	5.6584e-18
6709.0000	2.9775e-16	5.6475e-18
6710.2000	2.9780e-16	5.6294e-18
6711.3000	2.9798e-16	5.7771e-18
6712.5000	2.9796e-16	5.8711e-18
6713.6000	2.9793e-16	5.9863e-18
6714.8000	2.9815e-16	6.2156e-18
6716.0000	2.9818e-16	6.1537e-18
6717.1000	2.9807e-16	6.4367e-18
6718.3000	2.9801e-16	6.5605e-18
6719.3000	2.9778e-16	6.4197e-18
6720.5000	2.9754e-16	6.4311e-18
6721.6000	2.9746e-16	6.3935e-18
6722.8000	2.9752e-16	6.3529e-18
6724.0000	2.9759e-16	6.3529e-18
6725.1000	2.9742e-16	6.2955e-18
6726.3000	2.9736e-16	6.2960e-18
6727.4000	2.9737e-16	6.3713e-18
6728.6000	2.9729e-16	6.5176e-18
6729.7000	2.9711e-16	6.5262e-18
6730.8000	2.9700e-16	6.6436e-18
6732.0000	2.9691e-16	6.9778e-18
6733.1000	2.9685e-16	6.9684e-18
6734.3000	2.9695e-16	6.8963e-18
6735.4000	2.9688e-16	6.8051e-18
6736.6000	2.9683e-16	6.7936e-18
6737.8000	2.9681e-16	6.7118e-18
6738.9000	2.9672e-16	6.7592e-18
6740.0000	2.9656e-16	6.8136e-18
6741.1000	2.9642e-16	6.7957e-18
6742.3000	2.9641e-16	7.2059e-18
6743.5000	2.9630e-16	7.3265e-18
6744.6000	2.9602e-16	7.3538e-18
6745.8000	2.9577e-16	7.4553e-18
6746.9000	2.9558e-16	7.4127e-18
6748.1000	2.9546e-16	7.4016e-18
6749.2000	2.9546e-16	7.4184e-18
6750.3000	2.9528e-16	7.4121e-18
6751.5000	2.9503e-16	7.5489e-18
6752.6000	2.9489e-16	7.4102e-18
6753.8000	2.9455e-16	6.9023e-18
6754.9000	2.9426e-16	6.6940e-18
6756.1000	2.9420e-16	6.6357e-18
6757.3000	2.9404e-16	6.8106e-18
6758.4000	2.9384e-16	6.9056e-18
6759.5000	2.9374e-16	6.8810e-18
6760.6000	2.9354e-16	6.8582e-18
6761.8000	2.9344e-16	6.6242e-18
6762.9000	2.9330e-16	6.5489e-18
6764.1000	2.9318e-16	6.2066e-18
6765.3000	2.9308e-16	6.1208e-18
6766.4000	2.9287e-16	6.0130e-18
6767.6000	2.9264e-16	5.9626e-18
6768.7000	2.9242e-16	5.9581e-18
6769.8000	2.9235e-16	6.0032e-18
6771.0000	2.9213e-16	5.9694e-18
6772.1000	2.9183e-16	6.0577e-18
6773.3000	2.9164e-16	6.0411e-18
6774.4000	2.9149e-16	6.0089e-18
6775.6000	2.9131e-16	6.5362e-18
6776.7000	2.9105e-16	7.4723e-18
6777.9000	2.9074e-16	8.1797e-18
6779.1000	2.9039e-16	8.3512e-18
6780.1000	2.9005e-16	8.2788e-18
6781.3000	2.8979e-16	8.5427e-18
6782.4000	2.8956e-16	8.9042e-18
6783.6000	2.8935e-16	9.1308e-18
6784.8000	2.8908e-16	9.4139e-18
6785.9000	2.8880e-16	9.4287e-18
6787.1000	2.8855e-16	9.5131e-18
6788.2000	2.8820e-16	9.4747e-18
6789.4000	2.8787e-16	9.4748e-18
6790.4000	2.8753e-16	9.7801e-18
6791.6000	2.8723e-16	9.5010e-18
6792.8000	2.8700e-16	9.3415e-18
6793.9000	2.8669e-16	9.3111e-18
6795.1000	2.8632e-16	9.2825e-18
6796.2000	2.8611e-16	9.2978e-18
6797.4000	2.8611e-16	9.3307e-18
6798.5000	2.8605e-16	9.3339e-18
6799.7000	2.8587e-16	9.4219e-18
6800.8000	2.8561e-16	9.2631e-18
6801.9000	2.8542e-16	9.1728e-18
6803.1000	2.8539e-16	9.3345e-18
6804.2000	2.8535e-16	9.3304e-18
6805.4000	2.8526e-16	9.3413e-18
6806.6000	2.8511e-16	9.2707e-18
6807.7000	2.8501e-16	9.2443e-18
6808.9000	2.8496e-16	9.2356e-18
6810.0000	2.8473e-16	9.1459e-18
6811.1000	2.8455e-16	9.1668e-18
6812.2000	2.8446e-16	9.1801e-18
6813.4000	2.8426e-16	9.2762e-18
6814.6000	2.8400e-16	9.3140e-18
6815.7000	2.8386e-16	9.2383e-18
6816.9000	2.8377e-16	9.2197e-18
6818.0000	2.8361e-16	9.2092e-18
6819.2000	2.8331e-16	9.2531e-18
6820.4000	2.8296e-16	9.2400e-18
6821.4000	2.8271e-16	9.0950e-18
6822.6000	2.8262e-16	9.0320e-18
6823.7000	2.8243e-16	9.0886e-18
6824.9000	2.8220e-16	8.9940e-18
6826.0000	2.8197e-16	8.3833e-18
6827.2000	2.8172e-16	7.7859e-18
6828.4000	2.8160e-16	7.5467e-18
6829.5000	2.8150e-16	7.6474e-18
6830.7000	2.8142e-16	7.2431e-18
6831.7000	2.8137e-16	7.0536e-18
6832.9000	2.8134e-16	6.7593e-18
6834.1000	2.8126e-16	6.2650e-18
6835.2000	2.8117e-16	6.3706e-18
6836.4000	2.8108e-16	6.3434e-18
6837.5000	2.8102e-16	6.3771e-18
6838.7000	2.8105e-16	6.3695e-18
6839.8000	2.8117e-16	6.0418e-18
6841.0000	2.8122e-16	6.1353e-18
6842.1000	2.8103e-16	6.1369e-18
6843.2000	2.8082e-16	6.1669e-18
6844.4000	2.8078e-16	6.0032e-18
6845.5000	2.8076e-16	5.7894e-18
6846.7000	2.8084e-16	5.5962e-18
6847.9000	2.8084e-16	5.7467e-18
6849.0000	2.8083e-16	5.6980e-18
6850.2000	2.8081e-16	5.7135e-18
6851.3000	2.8088e-16	5.7145e-18
6852.4000	2.8083e-16	5.6295e-18
6853.5000	2.8075e-16	5.6384e-18
6854.7000	2.8071e-16	5.6241e-18
6855.9000	2.8057e-16	5.6098e-18
6857.0000	2.8048e-16	5.6066e-18
6858.2000	2.8048e-16	5.7219e-18
6859.3000	2.8032e-16	5.6381e-18
6860.5000	2.8013e-16	5.6528e-18
6861.7000	2.8003e-16	5.6274e-18
6862.7000	2.7990e-16	5.6665e-18
6863.9000	2.7989e-16	5.8546e-18
6865.0000	2.7987e-16	6.0023e-18
6866.2000	2.7982e-16	6.2587e-18
6867.3000	2.7966e-16	6.3876e-18
6868.5000	2.7949e-16	6.3855e-18
6869.7000	2.7937e-16	6.5086e-18
6870.8000	2.7921e-16	6.7764e-18
6872.0000	2.7910e-16	6.8571e-18
6873.0000	2.7907e-16	6.9081e-18
6874.2000	2.7897e-16	6.7783e-18
6875.4000	2.7892e-16	6.8216e-18
6876.5000	2.7885e-16	6.8379e-18
6877.7000	2.7873e-16	6.9121e-18
6878.8000	2.7857e-16	6.7799e-18
6880.0000	2.7849e-16	6.7861e-18
6881.1000	2.7846e-16	6.5566e-18
6882.3000	2.7846e-16	6.5392e-18
6883.4000	2.7840e-16	6.5468e-18
6884.5000	2.7824e-16	6.3393e-18
6885.7000	2.7798e-16	6.2357e-18
6886.8000	2.7777e-16	6.1682e-18
6888.0000	2.7767e-16	6.3813e-18
6889.2000	2.7751e-16	6.3244e-18
6890.3000	2.7740e-16	6.1753e-18
6891.5000	2.7724e-16	6.2297e-18
6892.6000	2.7706e-16	6.3169e-18
6893.7000	2.7678e-16	6.3613e-18
6894.8000	2.7656e-16	6.1595e-18
6896.0000	2.7643e-16	6.1857e-18
6897.2000	2.7614e-16	6.1422e-18
6898.3000	2.7577e-16	6.1652e-18
6899.5000	2.7550e-16	6.0702e-18
6900.6000	2.7530e-16	6.0764e-18
6901.8000	2.7531e-16	6.0780e-18
6902.9000	2.7530e-16	6.0248e-18
6904.0000	2.7500e-16	5.8710e-18
6905.2000	2.7487e-16	5.8996e-18
6906.3000	2.7488e-16	5.8992e-18
6907.5000	2.7482e-16	5.9054e-18
6908.6000	2.7473e-16	6.1128e-18
6909.8000	2.7471e-16	6.2263e-18
6911.0000	2.7456e-16	6.2623e-18
6912.1000	2.7424e-16	6.2137e-18
6913.3000	2.7401e-16	6.0992e-18
6914.3000	2.7389e-16	5.9525e-18
6915.5000	2.7362e-16	5.5697e-18
6916.6000	2.7347e-16	5.4432e-18
6917.8000	2.7335e-16	5.4143e-18
6919.0000	2.7321e-16	5.3039e-18
6920.1000	2.7320e-16	4.8145e-18
6921.3000	2.7315e-16	4.6668e-18
6922.4000	2.7308e-16	4.7953e-18
6923.6000	2.7297e-16	4.8230e-18
6924.7000	2.7277e-16	4.6920e-18
6925.8000	2.7260e-16	4.6381e-18
6927.0000	2.7238e-16	4.5082e-18
6928.1000	2.7217e-16	4.5270e-18
6929.3000	2.7206e-16	4.4979e-18
6930.4000	2.7194e-16	4.4996e-18
6931.6000	2.7181e-16	4.5216e-18
6932.8000	2.7166e-16	4.6513e-18
6933.9000	2.7159e-16	4.7208e-18
6935.0000	2.7139e-16	4.9269e-18
6936.1000	2.7121e-16	5.1934e-18
6937.3000	2.7112e-16	5.3709e-18
6938.5000	2.7099e-16	5.5501e-18
6939.6000	2.7079e-16	5.5932e-18
6940.8000	2.7065e-16	5.6863e-18
6941.9000	2.7056e-16	5.7203e-18
6943.1000	2.7044e-16	5.7059e-18
6944.2000	2.7028e-16	5.7497e-18
6945.3000	2.7009e-16	5.7727e-18
6946.5000	2.6996e-16	5.8302e-18
6947.6000	2.6977e-16	5.8104e-18
6948.8000	2.6957e-16	5.8248e-18
6949.9000	2.6933e-16	6.0120e-18
6951.1000	2.6928e-16	6.0099e-18
6952.3000	2.6927e-16	6.1291e-18
