#nm,g,r,i,z,dich,g+dich,r+dich,i+dich,z+dich
884,0.197549,,0.266086,99.235,94.766,1.87E-01,0.00E+00,2.52E-01,9.40E+01
885,0.193527,,0.270131,99.2229,94.57,1.83E-01,0.00E+00,2.55E-01,9.38E+01
886,0.188512,,0.262102,99.2107,94.374,1.78E-01,0.00E+00,2.47E-01,9.36E+01
887,0.192577,,0.243998,99.2035,94.1615,1.81E-01,0.00E+00,2.30E-01,9.34E+01
888,0.183508,,0.245014,99.1762,93.949,1.72E-01,0.00E+00,2.30E-01,9.32E+01
889,0.183516,,0.251074,99.1399,93.7255,1.72E-01,0.00E+00,2.35E-01,9.29E+01
890,0.180491,,0.245024,99.0935,93.502,1.69E-01,0.00E+00,2.29E-01,9.27E+01
891,0.171421,,0.251081,99.0663,93.2575,1.60E-01,0.00E+00,2.34E-01,9.24E+01
892,0.164366,,0.254112,99.042,93.013,1.53E-01,0.00E+00,2.36E-01,9.21E+01
893,0.160344,,0.246062,99.0289,92.7465,1.49E-01,0.00E+00,2.28E-01,9.18E+01
894,0.156324,,0.237007,99.0167,92.48,1.45E-01,0.00E+00,2.19E-01,9.16E+01
895,0.157341,,0.233994,99.0196,92.195,1.45E-01,0.00E+00,2.16E-01,9.13E+01
896,0.160376,,0.238042,99.0135,91.91,1.47E-01,0.00E+00,2.19E-01,9.10E+01
897,0.166435,,0.233009,99.0327,91.599,1.52E-01,0.00E+00,2.13E-01,9.07E+01
898,0.170469,,0.226956,99.0417,91.288,1.56E-01,0.00E+00,2.07E-01,9.04E+01
899,0.159375,,0.219898,99.07,90.9565,1.45E-01,0.00E+00,2.00E-01,9.01E+01
900,0.154346,,0.219918,99.1143,90.625,1.40E-01,0.00E+00,1.99E-01,8.98E+01
901,0.160389,,,99.1466,90.2645,1.45E-01,0.00E+00,0.00E+00,8.95E+01
902,0.16341,,,99.1819,89.904,1.47E-01,0.00E+00,0.00E+00,8.92E+01
903,0.161411,,,99.2293,89.5075,1.44E-01,0.00E+00,0.00E+00,8.88E+01
904,0.157388,,,99.2807,89.111,1.40E-01,0.00E+00,0.00E+00,8.85E+01
905,0.143272,,,99.324,88.672,1.27E-01,0.00E+00,0.00E+00,8.81E+01
906,0.144256,,,99.3493,88.233,1.27E-01,0.00E+00,0.00E+00,8.77E+01
907,0.149291,,,99.3796,87.751,1.31E-01,0.00E+00,0.00E+00,8.72E+01
908,0.155341,,,99.4039,87.269,1.36E-01,0.00E+00,0.00E+00,8.67E+01
909,0.149275,,,99.4301,86.7365,1.29E-01,0.00E+00,0.00E+00,8.62E+01
910,0.141207,,,99.4614,86.204,1.22E-01,0.00E+00,0.00E+00,8.57E+01
911,0.140189,,,99.4856,85.618,1.20E-01,0.00E+00,0.00E+00,8.52E+01
912,0.144219,,,99.5129,85.032,1.23E-01,0.00E+00,0.00E+00,8.46E+01
913,0.144214,,,99.5351,84.384,1.22E-01,0.00E+00,0.00E+00,8.40E+01
914,0.14521,,,99.5392,83.736,1.22E-01,0.00E+00,0.00E+00,8.34E+01
915,0.144198,,,99.5392,83.0205,1.20E-01,0.00E+00,0.00E+00,8.26E+01
916,0.144195,,,99.5472,82.305,1.19E-01,0.00E+00,0.00E+00,8.19E+01
917,0.137129,,,99.5523,81.5215,1.12E-01,0.00E+00,0.00E+00,8.12E+01
918,0.133105,,,99.5694,80.738,1.07E-01,0.00E+00,0.00E+00,8.04E+01
919,0.134109,,,99.5785,79.8785,1.07E-01,0.00E+00,0.00E+00,7.95E+01
920,0.139151,,,99.5785,79.019,1.10E-01,0.00E+00,0.00E+00,7.87E+01
921,0.129062,,,99.5816,78.0875,1.01E-01,0.00E+00,0.00E+00,7.78E+01
922,0.136126,,,99.5856,77.156,1.05E-01,0.00E+00,0.00E+00,7.68E+01
923,0.127049,,,99.5836,76.1505,9.67E-02,0.00E+00,0.00E+00,7.58E+01
924,0.133099,,,99.5735,75.145,1.00E-01,0.00E+00,0.00E+00,7.48E+01
925,0.131084,,,99.5664,74.0745,9.71E-02,0.00E+00,0.00E+00,7.38E+01
926,0.138145,,,99.5664,73.004,1.01E-01,0.00E+00,0.00E+00,7.27E+01
927,0.128064,,,99.5624,71.878,9.20E-02,0.00E+00,0.00E+00,7.16E+01
928,0.111935,,,99.5674,70.752,7.92E-02,0.00E+00,0.00E+00,7.04E+01
929,0.114966,,,99.5532,69.582,8.00E-02,0.00E+00,0.00E+00,6.93E+01
930,0.125055,,,99.5371,68.412,8.56E-02,0.00E+00,0.00E+00,6.81E+01
931,0.126072,,,99.533,67.211,8.47E-02,0.00E+00,0.00E+00,6.69E+01
932,0.123061,,,99.5229,66.01,8.12E-02,0.00E+00,0.00E+00,6.57E+01
933,0.123066,,,99.5007,64.797,7.97E-02,0.00E+00,0.00E+00,6.45E+01
934,0.11803,,,99.4774,63.584,7.50E-02,0.00E+00,0.00E+00,6.33E+01
935,0.120058,,,99.4532,62.3715,7.49E-02,0.00E+00,0.00E+00,6.20E+01
936,0.112999,,,99.435,61.159,6.91E-02,0.00E+00,0.00E+00,6.08E+01
937,0.110988,,,99.4168,59.9545,6.65E-02,0.00E+00,0.00E+00,5.96E+01
938,0.110996,,,99.3835,58.75,6.52E-02,0.00E+00,0.00E+00,5.84E+01
939,0.10999,,,99.3522,57.577,6.33E-02,0.00E+00,0.00E+00,5.72E+01
940,0.105956,,,99.3239,56.404,5.98E-02,0.00E+00,0.00E+00,5.60E+01
941,0.10293,,,99.2906,55.2695,5.69E-02,0.00E+00,0.00E+00,5.49E+01
942,0.103942,,,99.2532,54.135,5.63E-02,0.00E+00,0.00E+00,5.37E+01
943,0.113037,,,99.2289,53.054,6.00E-02,0.00E+00,0.00E+00,5.26E+01
944,0.112036,,,99.2087,51.973,5.82E-02,0.00E+00,0.00E+00,5.16E+01
945,0.110028,,,99.1945,50.949,5.61E-02,0.00E+00,0.00E+00,5.05E+01
946,0.11205,,,99.1803,49.925,5.59E-02,0.00E+00,0.00E+00,4.95E+01
947,0.107002,,,99.1601,48.9575,5.24E-02,0.00E+00,0.00E+00,4.85E+01
948,0.103973,,,99.141,47.99,4.99E-02,0.00E+00,0.00E+00,4.76E+01
949,0.105996,,,99.1298,47.0775,4.99E-02,0.00E+00,0.00E+00,4.67E+01
950,0.110032,,,99.1268,46.165,5.08E-02,0.00E+00,0.00E+00,4.58E+01
951,0.102965,,,99.1228,45.3005,4.66E-02,0.00E+00,0.00E+00,4.49E+01
952,0.102965,,,99.1258,44.436,4.58E-02,0.00E+00,0.00E+00,4.40E+01
953,0.101957,,,99.1339,43.6115,4.45E-02,0.00E+00,0.00E+00,4.32E+01
954,0.102964,,,99.1379,42.787,4.41E-02,0.00E+00,0.00E+00,4.24E+01
955,0.101957,,,99.152,41.987,4.28E-02,0.00E+00,0.00E+00,4.16E+01
956,0.10801,,,99.1652,41.187,4.45E-02,0.00E+00,0.00E+00,4.08E+01
957,0.101944,,,99.1733,40.3985,4.12E-02,0.00E+00,0.00E+00,4.01E+01
958,0.102953,,,99.1875,39.61,4.08E-02,0.00E+00,0.00E+00,3.93E+01
959,0.100935,,,99.2067,38.82,3.92E-02,0.00E+00,0.00E+00,3.85E+01
960,0.104973,,,99.2309,38.03,3.99E-02,0.00E+00,0.00E+00,3.77E+01
961,0.100933,,,99.246,37.2275,3.76E-02,0.00E+00,0.00E+00,3.69E+01
962,0.0958802,,,99.2693,36.425,3.49E-02,0.00E+00,0.00E+00,3.62E+01
963,0.0938522,,,99.2815,35.6035,3.34E-02,0.00E+00,0.00E+00,3.53E+01
964,0.098893,,,99.2946,34.782,3.44E-02,0.00E+00,0.00E+00,3.45E+01
965,0.104951,,,99.3198,33.935,3.56E-02,0.00E+00,0.00E+00,3.37E+01
966,0.105953,,,99.3391,33.088,3.51E-02,0.00E+00,0.00E+00,3.29E+01
967,0.096867,,,99.3522,32.2125,3.12E-02,0.00E+00,0.00E+00,3.20E+01
968,0.0918199,,,99.3663,31.337,2.88E-02,0.00E+00,0.00E+00,3.11E+01
969,0.089801,,,99.3805,30.4295,2.73E-02,0.00E+00,0.00E+00,3.02E+01
970,0.0877804,,,99.3987,29.522,2.59E-02,0.00E+00,0.00E+00,2.93E+01
971,0.0958483,,,99.3977,28.5955,2.74E-02,0.00E+00,0.00E+00,2.84E+01
972,0.102916,,,99.4067,27.669,2.85E-02,0.00E+00,0.00E+00,2.75E+01
973,0.105942,,,99.4148,26.7255,2.83E-02,0.00E+00,0.00E+00,2.66E+01
974,0.0978681,,,99.4158,25.782,2.52E-02,0.00E+00,0.00E+00,2.56E+01
975,0.0897892,,,99.4098,24.832,2.23E-02,0.00E+00,0.00E+00,2.47E+01
976,0.0877706,,,99.4098,23.882,2.10E-02,0.00E+00,0.00E+00,2.37E+01
977,0.0938172,,,99.3957,22.9365,2.15E-02,0.00E+00,0.00E+00,2.28E+01
978,0.0928102,,,99.3937,21.991,2.04E-02,0.00E+00,0.00E+00,2.19E+01
979,0.0918024,,,99.3967,21.0635,1.93E-02,0.00E+00,0.00E+00,2.09E+01
980,0.092813,,,99.4068,20.136,1.87E-02,0.00E+00,0.00E+00,2.00E+01
981,0.0928158,,,99.4017,19.2405,1.79E-02,0.00E+00,0.00E+00,1.91E+01
982,0.090799,,,99.3947,18.345,1.67E-02,0.00E+00,0.00E+00,1.82E+01
983,0.0887938,,,99.4057,17.4885,1.55E-02,0.00E+00,0.00E+00,1.74E+01
984,0.0857702,,,99.4087,16.632,1.43E-02,0.00E+00,0.00E+00,1.65E+01
985,0.0888019,,,99.4077,15.8305,1.41E-02,0.00E+00,0.00E+00,1.57E+01
986,0.0928374,,,99.4016,15.029,1.40E-02,0.00E+00,0.00E+00,1.49E+01
987,0.0958715,,,99.4096,14.286,1.37E-02,0.00E+00,0.00E+00,1.42E+01
988,0.0928514,,,99.4136,13.543,1.26E-02,0.00E+00,0.00E+00,1.35E+01
989,0.0857927,,,99.4217,12.872,1.10E-02,0.00E+00,0.00E+00,1.28E+01
990,0.0797408,,,99.4247,12.201,9.73E-03,0.00E+00,0.00E+00,1.21E+01
991,0.0847885,,,99.4247,11.6045,9.84E-03,0.00E+00,0.00E+00,1.15E+01
992,0.0898391,,,99.4337,11.008,9.89E-03,0.00E+00,0.00E+00,1.09E+01
993,0.0898454,,,99.4387,10.4875,9.42E-03,0.00E+00,0.00E+00,1.04E+01
994,0.0908614,,,99.4548,9.967,9.06E-03,0.00E+00,0.00E+00,9.91E+00
995,0.0959179,,,99.4699,9.5235,9.13E-03,0.00E+00,0.00E+00,9.47E+00
996,0.0908724,,,99.478,9.08,8.25E-03,0.00E+00,0.00E+00,9.03E+00
997,0.0848125,,,99.482,8.7095,7.39E-03,0.00E+00,0.00E+00,8.66E+00
998,0.0898672,,,99.4901,8.339,7.49E-03,0.00E+00,0.00E+00,8.30E+00
999,0.0848211,,,99.4951,8.0365,6.82E-03,0.00E+00,0.00E+00,8.00E+00
1000,0.0898772,,,99.5052,7.734,6.95E-03,0.00E+00,0.00E+00,7.70E+00
